公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",52402215,26114167,26288048,8456176,34744224,5097863,-204792,18119633,11321936,-2182259,9139677,0,0,0,9139677,9139597,80,1.50,0.00
"2881","富邦金",58290946,25367339,32923607,162634086,195557693,6764109,-148417169,28105059,12271356,-1269323,11002033,0,0,0,11002033,10875348,126685,1.41,0.00
"2882","國泰金",119559026,20983114,98575912,64951204,163527116,926248,-109826456,52565551,208861,1764196,1973057,0,0,0,1973057,2196229,-223172,0.20,0.00
"2883","開發金",6113466,3524601,2588865,-4041657,-1452792,891690,0,5180632,-7525114,436509,-7088605,0,0,0,-7088605,-7056025,-32580,-0.64,0.00
"2884","玉山金控",24222319,14642397,9579922,4584388,14164310,3536372,0,9006830,1621108,-596105,1025003,0,0,0,1025003,1025003,0,0.30,0.19
"2885","元大金",15686123,7285692,8400431,12179234,20579665,3314450,0,14814209,2451006,-721428,1729578,0,760,0,1730338,1644537,85801,0.21,0.21
"2886","兆豐金",70303288,39779752,30523536,813598,31337134,8361560,-287055,19603411,3085108,-2823086,262022,0,0,0,262022,294519,-32497,0.02,0.00
"2887","台新金控",73439902,40864340,32575562,16002016,48577578,17620829,0,32183954,-1227205,-411667,-1638872,0,0,0,-1638872,-5227592,3588720,-1.01,0.00
"2888","新光金",53691203,7578453,46112750,40290369,86403119,1756225,-87684736,24598905,-27636747,5408525,-22228222,0,0,0,-22228222,-21022278,-1205944,-3.80,0.00
"2889","國票金控",4021951,3333752,688199,-1654915,-966716,526701,0,2134263,-3627680,840945,-2786735,0,58,0,-2786677,-2777413,-9264,-1.28,0.00
"2890","永豐金控",56040875,38747320,17293555,1578098,18871653,6804366,0,17166911,-5099624,1402362,-3697262,0,0,0,-3697262,-3689647,-7615,-0.53,0.00
"2891","中信金",58639409,28872867,29766542,30053393,59819935,12621351,0,30836697,16361887,-1583947,14777940,0,0,-65296,14712644,14706829,5815,1.51,0.00
"2892","第一金控",50080253,25350710,24729543,19694315,44423858,7129966,-11026688,17110880,9156324,-2079069,7077255,0,0,0,7077255,7391146,-313891,1.20,0.00
