公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",5731477,6030362,-298885,227682,-526567,0,-526567,0,0,-526567,-529617,3050,-0.44
"2856","元富證券",12764757,14043709,-1278952,449288,-1728240,0,-1728240,0,0,-1728240,0,0,-1.25
"6005","群益證",6298798,13307848,-7009050,-1232602,-5776448,0,-5776448,0,0,-5776448,0,64816,-3.60
"6012","金鼎證券",5013858,6209435,-1195577,205160,-1400737,0,-1400737,0,0,-1400737,-1398776,-1961,-1.29
