公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分無活絡市場之債務工具投資,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 處分子公司,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 因合併產生之現金流入,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 應付商業本票增加,　　 發行金融債券,　　 償還金融債券,　　 其他借款增加,　　 發放現金股利,　　 現金增資,　　 員工執行認股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2887,2015年度,,             14896524,             14896524,,,                718204,                182339,              2818084,             -4513255,             11712867,            -29509687,               -239299,                    831,             -2668975,               -269612,                 22807,                              0,                773580,            -20972116,,,                412984,             -5159007,            -46911246,                -24939,             -6962674,            -29340363,                              0,                979602,             -6546702,            -93552345,,             -1042240,            -12332000,             10486695,             -1499529,             75137733,                -11460,             -5564143,                 71376,             65246432,            -28305913,            -49278029,            -34381505,             29808728,                649931,            -11684231,             -2112303,            -17719380,,                300000,               -185284,                 34211,                 33688,                 74611,               -986318,                    843,               -201737,                              0,                              0,                 25814,                              0,               -904172,,              9728270,              2023351,             20000000,                              0,              3219769,             -1795807,                              0,                 76260,                              0,             33251843,                -29498,             14598793,             24758204,             39356997,             22250463,             14152621,              2953913
2887,2014年度,,             13168412,             13168412,,,              1171127,                390611,               -750255,             -7938189,             22087679,            -55785260,               -552955,                207221,               -131470,               -962327,                 25735,                 -3372,             13471266,            -28770189,,,               -788598,             18723975,            -38800066,                747606,            -15264995,           -177604489,             45590001,            -42650700,            -15163238,           -225210504,,            -14448879,             -4776472,             37250290,             12229031,            152413086,                -63580,             20611162,              1162935,            204377573,            -20832931,            -49603120,            -36434708,             54592691,                599663,            -20376775,             -3609609,             -5228738,,                              0,               -624645,                 55298,                 75313,                              0,             -1151162,                  1432,               -720408,                145448,                   -133,                 83500,           -107063045,           -109198402,,             21435703,                499389,             18000000,             -5000000,              3898166,             -4392824,              5988154,                278880,             -3588810,             37118658,                318491,            -76989991,            101748195,             24758204,             23089267,              1395592,                273345
