公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分無活絡市場之債務工具投資,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 應付商業本票增加,　　 發行金融債券,　　 其他借款增加,　　 發放現金股利,　　 員工執行認股權,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2887,2016年01月01日至2016年09月30日,,             11093456,                              0,             11093456,,,                605547,                141328,              1683487,             -2749519,              8389402,            -21690974,                -88666,                 38424,             -2136137,               -334569,                  7630,              2388501,            -13745546,,,             -5431191,             57711980,             -9190470,                 24939,               -385209,            -39485774,             -3827004,             13329232,             12746503,,             -1623802,            -30762376,              2356408,             12937409,             21135282,               -159250,             -1829453,               -187125,              1867093,             14613596,                868050,             11961506,             22151244,                922633,             -8522368,               -423000,             26090015,,                              0,               -125149,                 16353,               -853934,                 40613,               -315247,             -1237364,,            -14643500,              5373662,                              0,             -1911842,             -5187607,                104019,             -7000000,            -23265268,                -96042,              1491341,             39356997,             40848338,             17926918,             14206727,              8714693
2887,2015年01月01日至2015年09月30日,,             13076467,                              0,             13076467,,,                529046,                142932,                533807,             -3843667,              8714971,            -22014517,               -238992,                 -3201,             -2110089,               -282164,                 22807,                -43835,            -18592902,,,            -11729853,            -17671339,            -43682563,                              0,             -5298311,            -33841107,                248004,            -10551354,           -122526523,,               -929145,             -3785516,              7500257,             12383245,             80884988,                -12580,                849549,                 -8198,             96882600,            -25643923,            -44236825,            -31160358,             21668524,                647095,             -8558638,             -1884017,            -19287394,,                300000,                              0,                              0,               -696111,                    280,               -162749,               -558580,,              6198133,              1813646,             20000000,              1980546,             -1795807,                 71811,                              0,             28268329,                 14926,              8437281,             24758204,             33195485,             19869157,             12124548,              1201780
