公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",36001312,28222275,7779037,1314720,6464317,1055467,1583217,5936567,827518,5109049,0,0,0,5109049,3787943,0,1321106,1.17
"1102","亞泥",16776505,13943664,2832841,795221,2037620,4180953,758400,5460173,351177,5108996,0,0,0,5108996,5101261,0,7735,2.01
"1103","嘉泥",5124568,4255662,868906,481391,387515,593436,304397,676554,400865,275689,0,0,0,275689,196870,0,78819,0.36
"1104","環球水泥",3901235,3572613,328622,372835,-44213,327885,148925,134747,36443,98304,0,0,0,98304,77364,0,20940,0.14
"1108","幸福水泥",2498798,2181285,317513,172788,144725,41863,90854,95734,29075,66659,0,0,0,66659,60399,0,6260,0.15
"1109","信大水泥",1254592,970757,283835,108443,175392,88658,45984,218066,69768,148298,0,0,0,148298,138184,0,10114,0.32
"1110","東泥",960911,850432,110479,43650,66829,42412,4052,105189,10906,94283,0,0,0,94283,94198,0,85,0.16
"1201","味全公司",8612368,5660615,2951753,2673862,277891,57536,145550,189877,23568,166309,0,0,0,166309,186698,0,-20389,0.37
"1203","味王公司",2512709,2061981,450728,419748,30980,31259,42185,20054,13668,6386,0,0,0,6386,5578,0,808,0.03
"1210","大成長城",24069159,21602829,2466330,1858571,607759,281052,145699,743112,68110,675002,0,0,0,675002,434047,0,240955,1.15
"1213","大飲",337591,284091,53500,53736,-236,7566,2372,4958,1722,3236,0,0,0,3236,3236,0,0,0.06
"1215","卜蜂企業",5736608,5131701,604907,418098,186809,14236,44921,156124,30831,125293,0,0,0,125293,125506,0,-213,0.54
"1216","統一",145023429,105479536,39543893,33883609,5660284,5713216,2790009,8583491,1017092,7566399,0,0,0,7566399,4976436,0,2589963,1.40
"1217","愛之味",2498320,1675222,823098,951427,-128329,287146,193983,-35166,-59290,24124,0,0,0,24124,43479,0,-19355,0.12
"1218","泰山企業",5203409,4038125,1165284,1234705,-69265,71488,98856,-96633,15873,-112506,0,0,0,-112506,-67417,0,-45089,-0.22
"1219","福壽實業",3385597,3080104,305493,260811,44682,27939,22083,50538,16004,34534,0,0,0,34534,36304,0,-1770,0.14
"1220","台榮",1591095,1482190,108905,106932,1973,24112,63747,-37662,-917,-36745,0,0,0,-36745,-44229,0,7484,-0.25
"1225","福懋油",4175433,4001764,173669,144639,29310,29301,48241,10370,1278,9092,0,0,0,9092,11371,0,-2279,0.07
"1227","佳格",5120902,3172769,1948133,1646028,302105,51035,69660,283480,75610,207870,0,0,0,207870,204623,0,3247,0.64
"1229","聯華實業",2471783,2434763,37020,196043,-159023,895856,56653,680180,18545,661635,0,0,0,661635,730323,0,-68688,1.03
"1231","聯華食品",1798451,1302824,495627,441417,54210,34166,41868,46508,13198,33310,0,0,0,33310,36411,0,-3101,0.32
"1232","大統益",6318029,5845909,472120,221823,250297,22781,14056,259022,64123,194899,0,0,0,194899,193495,0,1404,1.21
"1233","天仁",905836,368189,537647,448191,89456,7904,14672,82688,13295,69393,0,0,0,69393,68725,0,668,0.81
"1234","黑松",1996120,1263798,732322,728176,4146,249295,71172,182269,86256,96013,0,0,0,96013,96013,0,0,0.18
"1235","興泰",308833,278236,30597,32958,-2361,12939,7545,3033,209,2824,0,0,0,2824,3226,0,-402,0.08
"1236","宏亞食品",940475,666475,274000,221398,52602,9023,6300,55325,5542,49783,0,0,0,49783,49783,0,0,0.61
"1301","台塑",89222860,76615303,12607557,4247191,8368063,12306065,1170093,19504035,2817078,16686957,0,0,0,16686957,16686957,0,0,2.92
"1303","南亞塑膠",151588107,123938361,27649746,8174138,19456639,10835924,2736861,27555702,3353460,24202242,0,0,0,24202242,22994783,0,1207459,3.02
"1304","台聚",26414867,23905075,2509792,1495160,1014632,491852,493790,1012694,175781,836913,0,0,0,836913,588792,0,248121,0.81
"1305","華夏",6804211,6226243,577968,526272,51696,47280,149642,-50666,997,-51663,0,0,0,-51663,-45115,0,-6548,-0.11
"1307","三芳化工",3253219,2521307,731912,490258,241654,68653,31039,279268,13927,265341,0,0,0,265341,265341,0,0,1.06
"1308","亞聚",2806509,2410351,396158,111937,284221,121229,20802,384648,82021,302627,0,0,0,302627,302627,0,0,1.16
"1309","台達化工",8745644,8338012,407632,305111,102521,150264,136839,115946,38105,77841,0,0,0,77841,77841,0,0,0.29
"1310","台苯",11022707,10391061,631646,359796,271850,93046,98628,266268,95540,170728,0,0,0,170728,176265,0,-5537,0.36
"1312","國喬石化",14602275,13373466,1228809,620451,608358,172393,212346,568405,79982,488423,1295,0,0,489718,481431,0,8287,0.75
"1313","聯成",16013397,14728319,1285078,502312,782766,623710,192067,1214409,285332,929077,0,0,0,929077,951773,0,-22696,1.21
