公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",15793333,15428056,365277,12751,0,0,0,352526,338117,14409,0.25,0.00
"1712","興農",11297686,11109232,188454,47127,0,0,0,141327,167440,-26113,0.47,0.00
"1718","中纖",15471345,13687068,1784277,173076,0,0,0,1611201,862485,748716,0.73,0.00
"2514","龍邦國際",40187340,38515074,1672266,103517,0,0,0,1568749,665721,903028,1.39,1.39
"2847","大眾銀行",9105692,9141258,-35566,62657,0,0,0,-98223,-242429,144206,-0.12,-0.12
"2905","三商",26512466,25010136,1502330,327936,0,0,0,1174394,893936,280458,1.82,0.00
