公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 投資性不動產公允價值調整損失(利益),　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款減少,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 其他預付款項減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金減少,　　 其他非流動負債增加,　　 發放現金股利,　　 庫藏股票買回成本,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2362,2016年01月01日至2016年09月30日,,                736077,                736077,,,                 76933,                 15705,                  8959,                  6546,                804978,                -70068,                -51182,               -154479,               -368904,                  4916,                222663,                496067,,,                -30759,                 22836,               -236218,                650223,               -152097,                682923,                 90995,              1027903,,                              0,                  8127,                267161,                -45108,               -477836,                  8392,              1206590,                -28174,                939152,              1967055,              2463122,              3199199,                 70716,                -48915,               -928312,               -409006,              1883682,,               -474891,                345786,                -96213,              1223293,                -65695,              1013454,                 -7489,             -1578650,                 28458,               -444324,                -23391,                              0,                -79662,,             34001547,            -34342851,                              0,             15954119,            -16035672,                -89226,                -18724,               -751479,               -214195,                   -490,             -1496971,               -329036,                -21987,              5862144,              5840157,              5840157
2362,2015年01月01日至2015年09月30日,,              1439234,              1439234,,,                 86923,                 12294,                 38628,                205484,                750283,                -57712,                -59702,               -201543,                    539,               -132750,               -222582,                419862,,,               -349450,                  7620,               -369224,               -678297,                -19109,                201710,                 72770,             -1133980,,                 -5187,                -12419,                 81760,                 47231,                129403,                  8854,                110396,               -128933,                231105,               -902875,               -483013,                956221,                 54855,                 59702,               -789761,               -399695,               -118678,,                -94444,                178397,               -436053,                  4466,                -66088,                              0,                 -6013,             -2066729,                223229,              1607677,               -763550,                168629,             -1250479,,             41942335,            -38638402,              5000000,             21739594,            -19986283,                 28624,                415724,             -1707907,               -102300,                   -453,              8690932,                442594,              7764369,              2660118,             10424487,             10424487
