公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 買回應付公司債損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分無活絡市場之債務工具投資,　　 取得採用權益法之投資,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款增加,　　 其他應收款減少,　　 取得無形資產,　　 處分無形資產,　　 其他非流動資產減少,　　 預付設備款增加,　　 其他預付款項增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 發行公司債,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 發放現金股利,　　 現金增資,　　 員工執行認股權,　　 庫藏股票買回成本,　　 支付之利息,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3673,2016年01月01日至2016年09月30日,,             -1762419,             -1762419,,,              6525378,                 51367,               -112910,                 62807,                813121,               -208381,                253904,               -176831,               -125283,                     32,                              0,                              0,                440701,               -200638,                995948,              8319215,,,              2959045,              1233311,                530725,                280229,              5003310,,             -2100517,               -196488,               -741449,             -1003879,                942030,                   -358,             -3100661,              1902649,             10221864,              8459445,                517757,                340208,              9317410,,             14825993,                -64520,                              0,               -369591,                262159,                 21356,                              0,                975687,                -15034,                  3175,                    112,             -2581469,                              0,             13057868,,            -10933501,              2406297,             -1189282,                              0,             -8301913,                              0,                 -5461,                              0,                              0,                              0,               -255118,               -693552,               -148557,            -19121087,                 40962,              3295153,             16393296,             19688449,             19688449
3673,2015年01月01日至2015年09月30日,,            -20754547,            -20754547,,,              7454195,                109090,                  2121,                118344,                975921,               -737416,                208440,                155401,                -45504,                    -68,                -60451,                764595,             18095560,                              0,              2651207,             29691435,,,               -939233,              1765190,             -4380884,               -155363,             -3710290,,                854232,               -639891,               -669881,             -1183983,                123942,                   -290,             -1515871,             -5226161,             24465274,              3710727,                838030,               -362422,              4186335,,                834783,               -295822,                  3528,               -498037,                378179,                 29570,               -114870,                              0,                -16535,                    483,                    139,             -4318466,                 -3147,             -4000195,,            -13460703,              7781249,                              0,              7212979,             -8538962,                    142,                              0,               -165692,              4112916,                 31182,                              0,               -841916,               -378796,             -4247601,              1745562,             -2315899,             29539623,             27223724,             27223724
