公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 買回應付公司債損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分無活絡市場之債務工具投資,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 其他應收款增加,　　 其他應收款減少,　　 取得無形資產,　　 處分無形資產,　　 其他非流動資產減少,　　 預付設備款增加,　　 其他預付款項增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 發行公司債,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 現金增資,　　 員工執行認股權,　　 庫藏股票買回成本,　　 支付之利息,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3673,2016年01月01日至2016年06月30日,,             -2751977,             -2751977,,,              4362117,                 35355,               -109196,                 22406,                538224,               -163572,                201903,               -120731,               -120745,                              0,                526571,                              0,               -200638,                369821,              5341515,,,              5228157,              2117220,              1646184,                102610,              9094171,,             -6201044,                -69573,               -147944,               -488638,                  1905,                   -238,             -6905532,              2188639,              7530154,              4778177,                477839,                361069,              5617085,,             14721627,                -64520,               -354355,                248973,                 12347,                570663,                              0,                 -4042,                  3200,                     73,             -1818462,                              0,             13315504,,             -9625092,                              0,             -1189282,                              0,             -5312237,                              0,                 -2771,                              0,                              0,               -255118,               -490471,                134886,            -16740085,               -563438,              1629066,             16393296,             18022362,             18022362
3673,2015年01月01日至2015年06月30日,,             -2006207,             -2006207,,,              4776673,                 74717,                  3356,                 -1308,                663550,               -529374,                158723,                105543,                -39713,                    -70,                127662,                -21448,                              0,              1369013,              6687324,,,              2277168,              2339704,             -1751301,               -150852,              2714719,,             -6826009,               -121991,               -302808,               -583102,                 28419,                   -215,             -7805706,             -5090987,              1596337,               -409870,                722063,               -322584,                -10391,,              4316534,               -157654,               -349130,                199963,                  9277,                              0,                 -3743,                -11417,                    482,                    134,             -3214125,                 -1037,                789284,,            -10956830,              7781249,                              0,              3134958,             -3958840,                  1042,                              0,              4112916,                 29293,                              0,               -592617,               -378796,               -827625,             -1088012,             -1136744,             29539623,             28402879,             28402879
