公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",3114993,2102457,1012536,218940,793596,0,793596,0,0,798832,795719,3113,0.70
"2856","元富證券",3761727,3208236,553491,202047,351444,0,351444,0,0,375144,0,0,0.29
"6005","群益證",3414274,2612538,801736,386664,415072,0,415072,0,0,450993,449621,1372,0.33
"6012","金鼎證券",1818024,2575582,-757558,134526,-892084,0,-892084,0,0,-848568,-847600,-968,-0.86
