公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1712","興農",10407672,10384509,23163,24869,0,0,48343,46637,84059,-37422,0.23,0.00
"1718","中纖",12820242,13086120,-265878,-706,0,0,11400,-253772,-176647,-77125,-0.13,0.00
"2514","龍邦國際",28561322,28691981,-130659,-209050,0,0,263303,341694,49480,292214,0.10,0.10
"2847","大眾銀行",9958233,14673898,-4715665,-531967,0,0,62660,-4121038,-4155413,34375,-2.28,-2.28
"2905","三商",23294651,22796164,498487,103226,0,0,174183,569444,458549,110895,0.93,0.00
"9902","台火",73076,124444,-51368,2363,0,0,0,-53731,-61242,7511,-0.69,0.00
