年,季,公司代號,公司名稱,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2013,04,1409,新纖,42251225,40277842,1973383,289643,1683740,--,1683740,1466089,3149829,1152261,--,531479,2604941,--,544888,0.65
2013,04,1718,中纖,33500385,29761847,3738538,550498,3188040,--,3188040,506224,3694264,958678,--,2229362,1224969,--,2469295,0.85
2013,04,2514,龍邦國際,77150173,76211131,939042,388918,550124,--,550124,-4841503,-4291379,258340,--,291784,-1781601,--,-2509778,0.50
2013,04,2905,三商,173585978,171672626,1913352,70907,1842445,--,1842445,-5368370,-3525925,918884,--,923561,-1393019,-2132906,--,1.43
