年,季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2016,01,2433,互盛電,3184885,4460370,7645255,2529516,757833,3287349,1444960,41153,1260029,1134250,--,3880392,0,--,477514,4357906,0,--,0,                 26.85
2016,01,2434,統懋,466715,675970,1142685,108828,241528,350356,1106776,0,-321528,7081,--,792329,--,--,--,792329,0,--,0,                  7.16
2016,01,2436,偉詮電,3101558,293962,3395520,495568,90428,585996,2214000,1960,730102,-141515,0,2804547,--,--,4977,2809524,0,0,0,                 12.67
2016,01,2437,旺詮,4078866,1755851,5834717,1254405,1108381,2362786,665722,1521557,1158826,125826,0,3471931,--,--,0,3471931,0,0,0,                 52.15
2016,01,2438,翔耀實業,297422,759385,1056807,284238,137734,421972,752159,0,-247983,-84573,0,419603,--,--,215232,634835,0,0,0,                  5.58
2016,01,2439,美律,6283845,3916560,10200405,2584586,1821340,4405926,1850273,1342694,2476500,227999,-103058,5794408,--,--,71,5794479,0,0,2269000,                 31.71
2016,01,2440,太空梭,1382341,867706,2250047,1091394,27419,1118813,1391173,5109,-366010,100962,--,1131234,--,--,--,1131234,0,--,0,                  8.13
2016,01,2441,超豐電子,8521681,7842969,16364650,1898119,182653,2080772,5688459,394153,8201266,--,--,--,--,--,--,14283878,0,--,0,                 25.11
2016,01,2442,新美齊,4718355,671233,5389588,3177589,19482,3197071,1990455,890,184426,-15923,--,2159848,--,--,32669,2192517,0,0,0,                 10.85
2016,01,2443,新利虹,1390046,826956,2217002,230606,53361,283967,1456870,134211,210274,69564,0,1870919,0,--,62116,1933035,0,--,0,                 12.84
2016,01,2444,友旺科技,934155,662926,1597081,370759,288543,659302,854375,36471,55305,-8372,--,937779,--,--,--,937779,0,0,0,                 10.98
2016,01,2448,晶電,29813368,50752290,80565658,20971803,5745438,26717241,10998443,42811644,-1398294,27579,-920089,51519283,--,--,2329134,53848417,0,0,30585756,                 48.18
2016,01,2449,京元電子,10455271,31390176,41845447,6348180,12605570,18953750,11622944,5987334,5151352,124778,0,22886408,--,--,5289,22891697,0,--,0,                 19.69
2016,01,2450,神腦,7152496,2793752,9946248,3814333,135823,3950156,2582527,682553,3138233,55787,-492770,5966330,--,--,29762,5996092,0,--,10000000,                 24.03
2016,01,2451,創見資訊,20740476,4000909,24741385,3333575,275844,3609419,4307617,4799075,12040134,-14860,--,21131966,--,--,--,21131966,0,0,0,                 49.06
2016,01,2453,凌群,2178506,797662,2976168,1059453,172362,1231815,1000000,511,711290,10214,0,1722015,--,--,22338,1744353,0,0,0,                 17.22
2016,01,2454,聯發科,222597326,134407813,357005139,104042430,3125597,107168027,15715837,88321404,132871760,6128979,-55970,242982010,--,--,6855102,249837112,0,--,7794085,                155.38
2016,01,2455,全新,2728268,1632141,4360409,610054,4175,614229,2465412,106704,1182064,-8000,--,--,--,--,--,3746180,0,0,0,                 15.19
2016,01,2456,奇力新,4365965,4163991,8529956,2541856,2080370,4622226,1269845,409583,2051472,99347,0,3830247,0,--,77483,3907730,0,0,0,                 30.16
2016,01,2457,飛宏科技,5651212,5346213,10997425,3613257,2042839,5656096,2776884,1026456,1322569,225409,--,5351318,--,--,-9989,5341329,0,--,0,                 19.27
2016,01,2458,義隆,6849191,2364622,9213813,1423783,486008,1909791,4411448,976488,2066249,281796,-471138,7264843,0,--,39179,7304022,0,--,24783789,                 17.45
2016,01,2459,敦吉,5513432,2462371,7975803,2325540,697829,3023369,1073006,667394,2403622,511096,--,4655118,--,--,297316,4952434,0,--,0,                 43.38
2016,01,2460,建通精密,3672894,2384991,6057885,1807746,1281260,3089006,1692000,271315,669159,336405,--,2968879,--,--,--,2968879,0,0,0,                 17.55
2016,01,2461,光群雷射,4050805,2383510,6434315,2034965,1036350,3071315,1324665,408627,755314,70941,0,2559547,--,--,803453,3363000,0,0,0,                 19.32
2016,01,2462,良得電,2849656,1201887,4051543,1477204,422550,1899754,1053374,154168,899945,44302,--,2151789,--,--,--,2151789,0,0,0,                 20.43
2016,01,2464,盟立,5448368,1953824,7402192,3442998,269023,3712021,1916972,262505,1476200,34443,--,3690120,--,--,51,3690171,0,0,0,                 19.25
2016,01,2465,麗臺科技,917702,600688,1518390,825826,57411,883237,1071746,19163,-476585,3517,--,617841,--,--,17312,635153,0,0,0,                  5.76
2016,01,2466,冠西電,2198087,1516994,3715081,1630513,277971,1908484,1563073,496321,-285701,32075,--,1805768,--,--,829,1806597,0,0,0,                 11.55
2016,01,2467,志聖工業,4003221,1705676,5708897,2837335,942046,3779381,1587445,321548,193317,92165,-151418,2043057,--,--,-113541,1929516,0,--,9539000,                 13.69
2016,01,2468,華經,986819,507692,1494511,366976,7007,373983,699612,62361,362004,-3449,--,1120528,--,--,--,1120528,0,--,0,                 16.02
2016,01,2471,資通,910191,118076,1028267,190543,129661,320204,472539,181963,72452,4541,-25895,705600,--,--,2463,708063,0,--,1817000,                 15.53
2016,01,2472,立隆電子,4768864,3403300,8172164,2722648,375481,3098129,1311948,633990,1163506,49518,-46759,3112203,--,--,1961832,5074035,0,--,1975000,                 24.08
2016,01,2474,可成科技,104523815,66301862,170825677,42254379,10130413,52384792,7703911,20274265,86986779,3269851,--,118234806,--,--,206079,118440885,0,--,0,                153.47
2016,01,2475,華映,55064233,49005352,104069585,83370413,11474532,94844945,64794541,460218,-62194626,-2293881,--,766252,--,--,8458388,9224640,0,0,0,                  0.12
2016,01,2476,鉅祥,4801998,1912689,6714687,999047,497309,1496356,1822363,497556,2213671,61769,--,4595359,--,--,622972,5218331,0,0,0,                 25.22
2016,01,2477,美隆電,3201902,2282784,5484686,1189794,563958,1753752,2388151,4311,891079,104608,--,3388149,--,--,342785,3730934,0,0,0,                 14.19
2016,01,2478,大毅,3954619,3192048,7146667,1041798,788511,1830309,2543837,1364003,1256709,76074,0,5240623,--,--,75735,5316358,0,0,0,                 20.65
2016,01,2480,敦陽科技,3495778,661356,4157134,1304772,25536,1330308,1329504,259048,1200279,37995,0,2826826,--,--,0,2826826,0,0,0,                 21.26
2016,01,2481,強茂,8914651,12290273,21204924,7745957,5305960,13051917,3635988,2335006,1092230,86052,0,7149276,--,--,1003731,8153007,11150589,--,0,                 19.66
2016,01,2482,連宇,686339,437939,1124278,208684,76764,285448,620725,80744,132141,4617,--,838227,--,--,603,838830,0,0,0,                 13.50
2016,01,2483,百容,1690212,1097587,2787799,310114,22404,332518,1106188,634769,564513,136193,0,2441663,--,--,13618,2455281,0,0,0,                 22.07
2016,01,2484,希華,2205645,1988228,4193873,677042,581396,1258438,1594210,888466,498656,-44513,--,2936819,--,--,-1384,2935435,0,--,0,                 18.42
2016,01,2485,兆赫電子,8369307,2312707,10682014,2806531,182594,2989125,3176890,505736,3963550,15251,--,7661427,--,--,31462,7692889,0,0,0,                 24.12
2016,01,2486,一詮精密,4438929,3447897,7886826,2682208,1447610,4129818,2052546,1451653,190905,58022,-34180,3718946,--,--,38062,3757008,0,0,3296000,                 18.41
2016,01,2488,漢平,2157433,687837,2845270,750052,205968,956020,799994,33594,1014136,27866,--,1875590,--,--,13660,1889250,0,0,0,                 23.45
2016,01,2489,瑞軒,16883710,6021108,22904818,5585215,1477639,7062854,8343620,2661686,4367903,477227,-378803,15471633,--,--,370331,15841964,0,0,25000000,                 19.12
2016,01,2491,吉祥全,596677,1584436,2181113,1409955,102150,1512105,704080,41546,-260441,0,--,485185,--,--,183823,669008,0,0,0,                  6.89
2016,01,2492,華新科,15229676,11890731,27120407,8321411,2984480,11305891,5600000,5157911,2973596,408386,-61376,14078517,--,--,1735999,15814516,0,--,3199185,                 25.28
2016,01,2493,揚博科技,2331337,687276,3018613,635918,98196,734114,1144373,322023,788264,29839,--,--,--,--,--,2284499,0,0,0,                 19.96
2016,01,2495,普安,3978096,804539,4782635,464261,75202,539463,2792284,89688,1394233,-33033,--,4243172,--,--,0,4243172,0,0,0,                 15.20
2016,01,2496,卓越成功,146826,13922,160748,106865,--,106865,467576,8969,-422662,--,--,--,--,--,--,53883,0,--,0,                  1.15
2016,01,2497,怡利電子,2108643,1198964,3307607,1180044,92644,1272688,1187985,216787,620669,9478,--,2034919,--,--,--,2034919,0,--,0,                 17.13
2016,01,2498,宏達電,77459785,41718893,119178678,56110185,1317039,57427224,8276415,15487941,37374794,612304,0,61751454,--,--,--,61751454,0,0,0,                 74.61
2016,01,2499,東貝光電,10207859,7398684,17606543,8330634,2773648,11104282,3155120,2885064,350057,-33944,--,6356297,0,--,145964,6502261,0,--,0,                 20.15
2016,01,2501,國建,41361616,20585487,61947103,24679245,11429441,36108686,16565158,10407,8313480,175943,--,25064988,--,--,773429,25838417,0,0,0,                 15.13
2016,01,2504,國產,16887443,45202102,62089545,17392492,16956773,34349265,14680003,1142262,6726493,437341,-175340,22810759,--,--,4929521,27740280,0,--,22469686,                 15.78
2016,01,2505,國揚實業,13027826,2938391,15966217,8546394,146261,8692655,5765825,487518,1014106,1502,--,7268951,--,--,4611,7273562,0,0,0,                 12.61
2016,01,2506,太設,8631017,6418607,15049624,5962602,1695791,7658393,3870000,373063,1949888,221166,-190364,6223753,--,--,1167478,7391231,0,--,25349994,                 17.21
2016,01,2509,全坤建,7745240,572070,8317310,4224615,82428,4307043,1517520,919902,1228919,-40249,--,3626092,--,--,384175,4010267,0,0,0,                 23.89
2016,01,2511,太子,31236374,21276940,52513314,10792433,16534274,27326707,16233261,2260513,5040654,1316440,-1003,24849865,--,--,336742,25186607,0,0,655424,                 15.31
2016,01,2515,中工,28174129,9450071,37624200,12417545,5305952,17723497,15308998,69688,5055646,-697007,0,19737325,0,--,163378,19900703,0,0,0,                 12.89
2016,01,2516,新建,7017015,3147176,10164191,6724932,362641,7087573,2314775,6450,604452,148687,-45284,3029080,--,--,47538,3076618,0,0,5199000,                 13.39
2016,01,2520,冠德,33003239,8619413,41622652,21496124,7027592,28523716,5037910,1339600,5122488,-6457,-71196,11422345,--,--,1676591,13098936,0,--,10625450,                 23.16
2016,01,2524,京城,29884051,695814,30579865,17949101,1916657,19865758,3838202,26102,6849803,0,--,10714107,--,--,--,10714107,0,0,0,                 27.91
2016,01,2527,宏璟,10759247,5798788,16558035,4600436,3936908,8537344,2703060,263839,2625295,2440960,-455812,7577342,--,--,443349,8020691,0,0,8547695,                 28.95
2016,01,2528,皇普建設,971878,825890,1797768,315603,192228,507831,1210854,17528,61555,--,--,--,--,--,--,1289937,0,--,0,                 10.65
2016,01,2530,華建,5615368,123387,5738755,1336468,29779,1366247,2707525,8828,1425770,0,-35955,4106168,--,--,266340,4372508,0,0,2676640,                 15.32
2016,01,2534,宏盛,23793560,3887292,27680852,15883265,2885983,18769248,5890910,1937836,982952,99906,--,--,--,--,--,8911604,0,0,0,                 15.13
2016,01,2535,達工,12571764,2863965,15435729,7916127,2685795,10601922,2196229,1176004,1330884,76668,-151331,4628454,0,--,205353,4833807,0,0,13627785,                 22.47
2016,01,2536,宏普建設,16930143,766651,17696794,5302040,4699,5306739,3328087,2041583,6971071,49314,0,--,--,--,--,12390055,0,0,0,                 37.23
2016,01,2537,聯上開發,6355854,22105,6377959,2055771,790,2056561,2675907,564732,1080759,0,0,--,--,--,--,4321398,0,--,0,                 16.15
2016,01,2538,基泰建設,12998064,6059242,19057306,6645144,3234568,9879712,4384488,233859,4128627,63998,--,8810972,--,--,366622,9177594,0,0,0,                 20.10
2016,01,2539,櫻花建設,8345322,75261,8420583,2782930,761575,3544505,2863656,49903,1962519,0,0,--,--,--,--,4876078,0,0,0,                 17.03
2016,01,2540,愛山林,7449871,2078145,9528016,3903751,1839185,5742936,1466000,2075556,243208,0,0,3784764,--,--,316,3785080,0,0,0,                 25.82
2016,01,2542,興富發,106911347,3728390,110639737,63272535,5264363,68536898,11666266,2421583,23893321,6888,-60158,37927900,--,--,4174939,42102839,0,0,26652037,                 33.27
2016,01,2543,皇昌營造,4909185,720496,5629681,2744984,96866,2841850,2419837,37087,150128,0,-375,2606677,--,--,181154,2787831,0,0,42000,                 10.77
2016,01,2545,皇翔,32720070,12633284,45353354,28361535,6648658,35010193,3277348,672599,6393214,--,--,10343161,--,--,0,10343161,0,0,0,                 31.56
2016,01,2546,根基,4491436,344255,4835691,2691327,63333,2754660,1060357,515312,528900,-23633,0,2080936,--,--,95,2081031,0,0,0,                 19.62
2016,01,2547,日勝,51885121,24027242,75912363,51102831,10622196,61725027,8944192,4676046,174989,623,0,13795850,--,--,391486,14187336,0,--,0,                 15.42
2016,01,2548,華固建設,37162436,303022,37465458,21884894,1206112,23091006,2768127,375347,10793441,103348,-850,14039413,--,--,335039,14374452,0,0,174354,                 50.75
2016,01,2597,潤弘精密,4711181,5869628,10580809,3450168,1608221,5058389,1350000,757693,1190249,772702,--,4070644,--,--,1451776,5522420,0,0,0,                 30.15
2016,01,2601,益航,13945717,24424686,38370403,12180741,14111867,26292608,3776172,2487624,745157,538771,-138487,7409237,--,--,4668558,12077795,0,0,6734000,                 19.98
2016,01,2603,長榮海運,51531758,137745805,189277563,34011896,98682079,132693975,35123560,7987301,7954943,3010217,--,54076021,--,--,2507567,56583588,0,0,0,                 15.40
2016,01,2605,新興,6331925,21182218,27514143,2741276,5362148,8103424,5683042,49593,11356476,-75755,--,17013356,--,--,2397363,19410719,0,0,0,                 29.94
2016,01,2606,裕民,26388194,35077117,61465311,14373985,21368908,35742893,8450557,115170,16002682,1154009,0,25722418,--,--,0,25722418,0,0,0,                 30.44
2016,01,2607,榮運,4920239,28843565,33763804,2100390,10195685,12296075,10671411,4264292,5358924,1034011,--,21328638,--,--,139091,21467729,0,0,0,                 19.99
2016,01,2608,嘉里大榮,2373842,10066166,12440008,2298531,1560690,3859221,4835825,449826,3267320,22952,0,8575923,0,--,4864,8580787,0,0,0,                 17.73
2016,01,2609,陽明海運,29495842,117908504,147404346,42547850,77177057,119724907,30044401,5500037,-7712841,-776276,--,27055321,--,--,624118,27679439,0,--,0,                  9.01
2016,01,2610,華航,44500515,174019858,218520373,65336501,91197250,156533751,54708901,798415,4331012,-130554,-43372,59664402,--,--,2322220,61986622,0,--,2888780,                 10.91
2016,01,2611,志信,1511066,3079200,4590266,1479630,297488,1777118,1756199,1735,867390,-115162,0,2510162,--,--,302986,2813148,0,0,0,                 14.29
2016,01,2612,中航,6145581,15875661,22021242,1302449,9728236,11030685,2564736,53411,8119684,252726,0,10990557,--,--,0,10990557,0,0,0,                 42.85
2016,01,2613,中櫃,828333,5232029,6060362,1317372,2094348,3411720,998058,12522,2321409,3705,-686429,2649265,--,--,-623,2648642,0,0,15538000,                 31.44
2016,01,2614,東森,5957747,11482134,17439881,7525085,4962870,12487955,6959874,12359,-2575593,58847,0,4455487,--,--,496439,4951926,0,0,0,                  6.40
2016,01,2615,萬海,28463807,48997435,77461242,16404085,25283940,41688025,22182975,1261681,11762100,411443,--,35618199,--,--,155018,35773217,0,0,0,                 16.06
2016,01,2616,山隆通運,1804805,3846747,5651552,1533294,1145486,2678780,1138832,343464,1348990,11764,-31863,2811187,--,--,161585,2972772,0,0,1353454,                 24.98
2016,01,2617,台航,1299337,11126875,12426212,500013,2023856,2523869,4172945,334382,5022687,372329,--,9902343,0,--,0,9902343,0,--,0,                 23.73
2016,01,2618,長榮航空,61963779,137506474,199470253,58889488,83968975,142858463,38589450,6237027,7414555,-1631553,--,50609479,--,--,6002311,56611790,0,0,0,                 13.11
2016,01,2634,漢翔公司,23775120,7742028,31517148,16467623,3051343,19518966,9082615,--,2897158,18409,0,11998182,0,--,0,11998182,0,0,0,                 13.21
2016,01,2637,慧洋-KY,3208789,80967148,84175937,8346099,48227996,56574095,5143423,2525940,11074946,8718376,0,27462685,--,--,139157,27601842,0,0,0,                 53.39
2016,01,2642,宅配通,1526886,652837,2179723,496694,10836,507530,954670,300082,319843,97598,--,1672193,--,--,--,1672193,0,0,0,                 17.52
2016,01,2701,萬企,1154313,6607522,7761835,108870,885445,994315,3979855,0,2073688,713977,0,--,--,--,--,6767520,0,0,0,                 17.00
2016,01,2702,華園,618085,3286755,3904840,1199431,1504472,2703903,945835,2169,198202,54731,--,1200937,--,--,--,1200937,0,0,0,                 12.70
2016,01,2704,國賓,3488680,8316194,11804874,1264821,1249597,2514418,3669234,2925041,2005158,653981,0,9253414,--,--,37042,9290456,0,0,0,                 25.22
2016,01,2705,六福,2477705,8281897,10759602,1619480,4278692,5898172,3302410,--,1558968,52,--,4861430,--,--,--,4861430,0,0,0,                 14.72
2016,01,2706,第一店,2269069,6690531,8959600,103106,1039073,1142179,4202267,76031,2677885,861238,--,--,--,--,--,7817421,0,--,0,                 18.60
2016,01,2707,晶華酒店,1698831,5941898,7640729,3005539,493255,3498794,1267458,103299,2672864,-43295,--,4000326,--,--,141609,4141935,0,0,0,                 31.56
2016,01,2712,遠雄來,65232,1481207,1546439,193563,34064,227627,1050000,114815,153997,--,--,--,--,--,--,1318812,0,0,0,                 12.56
2016,01,2722,夏都,207214,1606928,1814142,188304,10976,199280,954460,170663,494853,-5114,--,--,--,--,--,1614862,0,0,0,                 16.92
2016,01,2723,美食-KY,5829713,6576548,12406261,3386995,983632,4370627,1411200,2681126,3574224,300494,--,7967044,--,--,68590,8035634,0,--,0,                 56.46
2016,01,2727,王品,5381515,3395922,8777437,3976544,190462,4167006,769879,2038109,588941,27984,--,3424913,--,--,1185518,4610431,0,--,0,                 44.49
2016,01,2731,雄獅旅遊,4667717,650833,5318550,2928858,74362,3003220,700000,820390,774966,-12561,--,2282795,--,--,32535,2315330,0,--,0,                 32.61
2016,01,2739,寒舍餐旅,931088,2038126,2969214,1295955,193918,1489873,1008000,0,492833,-21594,--,1479239,--,--,102,1479341,0,0,0,                 14.67
2016,01,2841,台灣土地,9206446,21345051,30551497,9028560,3727845,12756405,7258906,334485,10328923,5534,-146345,17781503,--,--,13589,17795092,0,0,13763000,                 24.97
2016,01,2901,欣欣大眾,367473,622758,990231,39882,76380,116262,730433,410,142536,590,0,--,--,--,--,873969,0,0,0,                 11.97
2016,01,2903,遠百,13861566,87533937,101395503,41540853,22466637,64007490,14169406,3315420,8168211,4185528,-97110,29741455,--,--,7646558,37388013,0,--,8207004,                 21.11
2016,01,2904,匯僑,755549,382788,1138337,106503,17483,123986,690344,3494,306127,-191,--,999774,--,--,14577,1014351,0,0,0,                 14.48
2016,01,2906,高林實,3235985,2071184,5307169,1860647,235216,2095863,2119817,88085,1005801,-78002,-45682,3090019,--,--,121287,3211306,0,0,2870585,                 14.78
2016,01,2908,特力,13420088,12241939,25662027,12162502,5772958,17935460,5098875,673456,1988592,-37754,0,7723169,0,--,3398,7726567,0,0,0,                 15.15
2016,01,2910,統領,1535854,4053275,5589129,1779915,1593876,3373791,2087250,466977,947552,-2900,-1283541,2215338,--,--,0,2215338,0,0,33322000,                 12.63
2016,01,2911,麗嬰房,4500253,3044738,7544991,2738657,1614982,4353639,2043248,891306,61368,62687,0,3058609,--,--,132743,3191352,0,--,0,                 14.97
2016,01,2912,統一超,50060573,40249700,90310273,47531678,9027921,56559599,10396223,7733,18564440,579782,--,29548178,--,--,4202496,33750674,0,--,0,                 28.42
2016,01,2913,台灣農林,2741473,22337099,25078572,604065,8215408,8819473,7700000,1763472,6795627,0,--,16259099,--,--,0,16259099,0,--,0,                 21.12
2016,01,2915,潤泰全球,5471604,53981931,59453535,4551813,18690411,23242224,9414343,12201625,19837546,-18059988,-655691,22737835,--,--,13473476,36211311,0,--,46914600,                 25.42
2016,01,2923,鼎固-KY,46989183,74543482,121532665,9800981,53901158,63702139,17402970,201861,32814214,4439011,--,54858056,--,--,2972470,57830526,0,--,0,                 31.52
2016,01,2929,淘帝-KY,4791687,687302,5478989,1413713,341090,1754803,580800,1318627,1751006,73753,--,3724186,--,--,--,3724186,0,--,0,                 64.12
2016,01,3002,歐格電子,1302125,325635,1627760,72338,237188,309526,1020000,14767,251634,31833,0,1318234,--,--,0,1318234,0,0,0,                 12.92
2016,01,3003,健和興,3954734,1226717,5181451,639819,389933,1029752,1556549,610987,1958456,16568,--,4142560,--,--,9139,4151699,0,0,0,                 26.61
2016,01,3004,豐達科技,713364,1588286,2301650,596115,331401,927516,526472,340105,510651,-3094,0,1374134,0,--,0,1374134,0,0,0,                 26.10
2016,01,3005,神基科技,12883650,8600176,21483826,5936913,721180,6658093,5848792,2586683,4973240,576909,-484285,13501339,--,--,1324394,14825733,0,0,23095000,                 24.03
2016,01,3006,晶豪科技,6796212,1639918,8436130,1574523,34111,1608634,2731026,156491,3813376,353361,-137321,6916933,--,--,-89437,6827496,0,0,13439000,                 26.64
2016,01,3008,大立光,63837485,22781128,86618613,20003356,71854,20075210,1341402,1555729,63849575,-203303,0,66543403,--,--,0,66543403,0,0,0,                496.07
2016,01,3010,華立,17418288,8102477,25520765,9715892,4738611,14454503,2313901,1334823,6241963,227526,--,10118213,--,--,948049,11066262,0,--,0,                 43.73
2016,01,3011,今皓,1345813,754424,2100237,712559,59130,771689,1127192,226697,-45590,20249,--,1328548,--,--,--,1328548,0,0,0,                 11.79
2016,01,3013,晟銘電子,1641923,1600696,3242619,759745,275875,1035620,1779350,15415,401323,10911,0,2206999,--,--,0,2206999,0,--,0,                 12.40
2016,01,3014,聯陽,3762572,901029,4663601,778656,98448,877104,1578743,1729792,576950,-13703,-85285,3786497,--,--,--,3786497,0,0,3522000,                 24.53
2016,01,3015,全漢,9909852,4547473,14457325,5528388,60186,5588574,1922620,1333069,2368028,2976757,0,8600474,--,--,268277,8868751,0,--,0,                 44.73
2016,01,3016,嘉晶,1763332,1658762,3422094,618671,100984,719655,2443452,245427,12913,647,--,2702439,--,--,--,2702439,232000,0,0,                 11.07
2016,01,3017,奇鋐科技,18213393,7501204,25714597,12683142,4168410,16851552,3533101,1796790,3039394,354199,--,8723484,--,--,139561,8863045,0,--,0,                 24.69
2016,01,3018,同開科技,1181285,219446,1400731,650063,210395,860458,524239,66347,-18930,-493,-30890,540273,--,--,0,540273,0,0,1918000,                 10.70
2016,01,3019,亞洲光學,14863868,5899269,20763137,4632835,588368,5221203,2810839,5724567,2136953,444968,--,11117327,--,--,4424607,15541934,0,0,0,                 39.55
2016,01,3021,鴻名企業,1455299,546209,2001508,746390,38372,784762,1079594,6250,147302,29592,-46103,1216635,--,--,111,1216746,0,0,3500000,                 11.65
2016,01,3022,威強電,7659181,3954037,11613218,3326124,543897,3870021,3283144,972312,3395730,92011,--,7743197,--,--,0,7743197,0,0,0,                 23.58
2016,01,3023,信邦電子,8351142,2528817,10879959,4652781,376830,5029611,2179342,900117,2633941,85363,0,5798763,--,--,51585,5850348,0,0,0,                 26.64
2016,01,3024,憶聲電子,2164551,2653142,4817693,2220142,444347,2664489,2771575,116791,-759768,28058,0,2156656,--,--,-3452,2153204,0,--,0,                  7.78
2016,01,3025,星通,648202,268105,916307,90577,67536,158113,709206,49419,-2820,320,0,756125,--,--,2069,758194,0,0,0,                 10.66
2016,01,3026,禾伸堂,8492378,3777368,12269746,3034062,124281,3158343,2242154,3608601,2466971,197902,--,8515628,--,--,595775,9111403,0,--,0,                 37.98
2016,01,3027,盛達電業,1577125,858355,2435480,711672,121221,832893,976344,273144,301854,48105,-2674,1596773,--,--,5814,1602587,0,0,239000,                 16.39
2016,01,3028,增你強,11441247,901252,12342499,7023303,188603,7211906,2138249,1080037,1185711,726596,--,5130593,--,--,--,5130593,0,0,0,                 23.99
2016,01,3029,零壹科技,2669693,406189,3075882,1093569,46354,1139923,1212655,419211,316851,-17509,--,1931208,--,--,4751,1935959,0,--,0,                 15.93
2016,01,3030,德律科技,4292011,2272900,6564911,651454,124219,775673,2362160,53290,3361879,11909,--,5789238,--,--,--,5789238,0,0,0,                 24.51
2016,01,3031,佰鴻工業,2080887,1671441,3752328,711296,123833,835129,1966742,460177,279610,-19266,0,2687263,--,--,229936,2917199,0,0,0,                 13.66
2016,01,3032,偉訓科技,3201992,828378,4030370,1339463,731122,2070585,1032856,139493,752242,24437,0,1949028,--,--,10757,1959785,0,0,0,                 18.87
2016,01,3033,威健,15811382,389194,16200576,11022725,346594,11369319,2830094,703993,1242278,54892,--,4831257,--,--,--,4831257,0,--,0,                 17.07
2016,01,3034,聯詠,34214866,6059005,40273871,10197137,340060,10537197,6085115,3287822,20207840,155897,0,29736674,--,--,0,29736674,0,--,0,                 48.87
2016,01,3035,智原,4304598,2461463,6766061,1421941,194385,1616326,2485503,640227,2113571,46343,-140449,5145195,--,--,4540,5149735,0,--,3000000,                 20.95
2016,01,3036,文曄科技,44429410,3857092,48286502,29303592,2140707,31444299,4476377,6278786,4869656,1216742,--,16841561,--,--,642,16842203,0,0,0,                 37.62
2016,01,3037,欣興電子,42345688,57671357,100017045,26791002,25728394,52519396,15386060,8855149,19073001,894568,-822527,43386251,--,--,4111398,47497649,0,0,42174000,                 28.99
2016,01,3038,全台,2634316,756004,3390320,1243289,86882,1330171,2009076,31097,276085,-96571,-240190,1979497,--,--,80652,2060149,0,0,18282388,                 10.84
2016,01,3040,遠見,884876,958155,1843031,104083,55142,159225,630000,12232,895180,146394,--,1683806,--,--,0,1683806,0,0,0,                 26.73
2016,01,3041,揚智,4974837,1383629,6358466,829123,30858,859981,3028281,1145131,1312227,44696,-31850,5498485,--,--,0,5498485,0,0,2460000,                 18.31
2016,01,3042,晶技,8348464,6291935,14640399,2381004,1854345,4235349,3097570,1662181,4166275,1479024,0,10405050,0,--,0,10405050,0,0,0,                 33.59
2016,01,3043,科風,880446,538432,1418878,1328615,50811,1379426,1948781,1048393,-2913198,-25598,0,58378,--,--,-18926,39452,0,0,0,                  0.30
2016,01,3044,健鼎科技,43124144,16280420,59404564,27756179,1677398,29433577,5256059,325651,23510225,879052,--,29970987,--,--,--,29970987,0,0,0,                 57.02
2016,01,3045,台灣大,32957970,120787984,153745954,49835177,34250441,84085618,34208328,14586376,45425361,-742101,-29717344,63760620,--,--,5899716,69660336,0,0,698751601,                 23.42
2016,01,3046,建碁,1134096,567417,1701513,711106,89529,800635,1186276,-34998,-580940,325544,--,895882,--,--,4996,900878,0,--,0,                  7.55
2016,01,3047,訊舟科技,3604549,2751830,6356379,1898335,1926138,3824473,1999355,223459,203790,23282,-170799,2279087,--,--,252819,2531906,0,0,17258239,                 12.55
2016,01,3048,益登,12709941,657847,13367788,9308214,843380,10151594,2023387,121162,922327,143078,0,3209954,--,--,6240,3216194,0,0,0,                 15.86
2016,01,3049,和鑫,2369869,11655087,14024956,4528941,2367700,6896641,7369485,61616,-289718,-13068,--,7128315,--,--,--,7128315,0,0,0,                  9.67
2016,01,3050,鈺德科技,1043973,1967001,3010974,347627,374589,722216,1520671,488787,160136,119164,0,2288758,--,--,0,2288758,0,0,0,                 15.05
2016,01,3051,力特光電,3191960,7506413,10698373,1981372,6836008,8817380,3253324,0,-1372112,-219,--,1880993,--,--,0,1880993,0,0,0,                  5.78
2016,01,3052,夆典,7751519,457836,8209355,5098936,70431,5169367,2330045,199628,685043,5509,-299932,2920293,--,--,119695,3039988,0,0,32415802,                 14.56
2016,01,3054,立萬利,764596,747463,1512059,424321,4598,428919,1081132,36958,12502,-6832,-40620,1083140,--,--,--,1083140,0,0,2000000,                 10.21
2016,01,3055,蔚華科技,3563506,981839,4545345,1334061,155268,1489329,1328043,213695,1499090,24902,-17830,3047900,--,--,8116,3056016,0,0,443582,                 23.03
2016,01,3056,總太地產,10005415,445452,10450867,6091272,1474,6092746,2293471,798462,1258624,7564,--,4358121,--,--,--,4358121,0,0,0,                 19.00
