年季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 22
2014/04,1101,台泥,96605816.0,196138016.0,292743832.0,68632044.0,62094107.00,130726151.0,36921759.0,12225528.00,49530227.0,19281356.00,--,117958870.00,--,--,44058811.00,162017681.0,0.0,0.0,0.0,31.95,
2014/04,1102,亞泥,70558875.0,212260180.0,282819055.0,64989203.0,56102626.00,121091829.0,33614472.0,1073920.00,94863921.0,12281251.00,--,141833564.00,--,--,19893662.00,161727226.0,0.0,0.0,0.0,42.19,
2014/04,1103,嘉泥,12878015.0,20788464.0,33666479.0,3366245.0,11018176.00,14384421.0,7768285.0,570096.00,8390425.0,1774583.00,-1149426.00,17353963.00,--,--,1928095.00,19282058.0,0.0,0.0,131226016.0,26.88,
2014/04,1104,環球水泥,2652681.0,16730075.0,19382756.0,2068617.0,1516169.00,3584786.0,6159697.0,28999.00,7993017.0,1460564.00,--,15642277.00,--,--,155693.00,15797970.0,0.0,0.0,0.0,25.39,
2014/04,1108,幸福水泥,5561570.0,2801709.0,8363279.0,2333817.0,1414348.00,3748165.0,4047380.0,0.00,508990.0,28252.00,0.00,4584622.00,--,--,30492.00,4615114.0,0.0,0.0,0.0,11.33,
2014/04,1109,信大水泥,2767192.0,6516323.0,9283515.0,1840346.0,411048.00,2251394.0,4210008.0,22299.00,1568770.0,167234.00,0.00,5968311.00,--,--,1063810.00,7032121.0,0.0,0.0,0.0,14.18,
2014/04,1110,東泥,1788502.0,7814235.0,9602737.0,294502.0,448910.00,743412.0,5720008.0,184916.00,1983703.0,948426.00,-12185.00,8824868.00,--,--,34457.00,8859325.0,0.0,0.0,2112865.0,15.49,
2014/04,1201,味全公司,21763676.0,17426392.0,39190068.0,22307990.0,5837004.00,28144994.0,5060629.0,688.00,2439217.0,327685.00,--,7828219.00,--,--,3216855.00,11045074.0,0.0,0.0,0.0,15.47,
2014/04,1203,味王公司,3275589.0,5034962.0,8310551.0,1452616.0,1708041.00,3160657.0,2400000.0,112965.00,1660939.0,147574.00,-38464.00,4283014.00,--,--,866880.00,5149894.0,0.0,0.0,2293865.0,18.02,
2014/04,1210,大成長城,22293725.0,19101412.0,41395137.0,16389411.0,5061327.00,21450738.0,7363944.0,2377966.00,2992074.0,1370880.00,-306199.00,13798665.00,--,--,6145734.00,19944399.0,0.0,0.0,52894691.0,20.19,
2014/04,1213,大飲,379143.0,426326.0,805469.0,105356.0,37844.00,143200.0,514751.0,21938.00,125876.0,-296.00,--,662269.00,--,--,--,662269.0,0.0,0.0,0.0,12.87,
2014/04,1215,卜蜂企業,4294343.0,5081589.0,9375932.0,3177367.0,841139.00,4018506.0,2436282.0,967.00,1320624.0,1486710.00,--,5244583.00,--,--,112843.00,5357426.0,0.0,0.0,0.0,21.53,
2014/04,1216,統一,137311309.0,262432410.0,399743719.0,143379331.0,106762845.00,250142176.0,54634763.0,3848490.00,28951457.0,4577230.00,--,92011940.00,--,--,57589603.00,149601543.0,0.0,0.0,0.0,16.84,
2014/04,1217,愛之味,3109159.0,10564669.0,13673828.0,3662857.0,3791690.00,7454547.0,4976893.0,335464.00,188804.0,-59423.00,-100582.00,5341156.00,--,--,878125.00,6219281.0,0.0,0.0,10484000.0,10.96,
2014/04,1218,泰山企業,2696076.0,5079584.0,7775660.0,2342356.0,2058609.00,4400965.0,3533360.0,23770.00,20044.0,-3353.00,-203876.00,3369945.00,--,--,4750.00,3374695.0,0.0,0.0,13680042.0,9.92,
2014/04,1219,福壽實業,3542023.0,2767769.0,6309792.0,1053720.0,1312006.00,2365726.0,3131882.0,36696.00,619415.0,3150.00,--,3791143.00,--,--,152923.00,3944066.0,0.0,0.0,0.0,12.1,
2014/04,1220,台榮,2190083.0,1074908.0,3264991.0,758008.0,290806.00,1048814.0,1770779.0,537.00,387971.0,-62686.00,0.00,2096601.00,--,--,119576.00,2216177.0,0.0,0.0,0.0,11.84,
2014/04,1225,福懋油,3353705.0,3047219.0,6400924.0,1822617.0,1643865.00,3466482.0,2187030.0,121015.00,305157.0,15374.00,--,2628576.00,--,--,305866.00,2934442.0,7449993.0,0.0,0.0,12.02,
2014/04,1227,佳格,13501577.0,4639772.0,18141349.0,5659720.0,378442.00,6038162.0,7206338.0,51331.00,4232457.0,486538.00,-21182.00,11955482.00,--,--,147705.00,12103187.0,0.0,0.0,5252215.0,16.71,
2014/04,1229,聯華實業,2746474.0,23173919.0,25920393.0,3101234.0,1135291.00,4236525.0,8545383.0,715041.00,8790061.0,3584137.00,-2393.00,21632229.00,--,--,51639.00,21683868.0,0.0,0.0,94000.0,25.32,
2014/04,1231,聯華食品,2739235.0,3418683.0,6157918.0,1786588.0,1757227.00,3543815.0,1481131.0,72435.00,991970.0,52152.00,--,2597688.00,--,--,16415.00,2614103.0,0.0,0.0,0.0,17.54,
2014/04,1232,大統益,4288810.0,607700.0,4896510.0,1214893.0,104788.00,1319681.0,1599749.0,23784.00,1914220.0,-222.00,--,3537531.00,--,--,39298.00,3576829.0,0.0,0.0,0.0,22.11,
2014/04,1233,天仁,772829.0,1211236.0,1984065.0,407170.0,124679.00,531849.0,905919.0,56075.00,514579.0,-38122.00,-2754.00,1435697.00,--,--,16519.00,1452216.0,0.0,0.0,60000.0,15.86,
2014/04,1234,黑松,6776557.0,14705101.0,21481658.0,1435688.0,2676371.00,4112059.0,4018711.0,184583.00,13042786.0,123519.00,0.00,17369599.00,--,--,0.00,17369599.0,0.0,0.0,0.0,43.22,
2014/04,1235,興泰,1817638.0,626489.0,2444127.0,1111472.0,64713.00,1176185.0,561688.0,41515.00,230415.0,444135.00,-9953.00,1267800.00,--,--,142.00,1267942.0,0.0,0.0,1831610.0,23.33,
2014/04,1236,宏亞食品,879899.0,2302725.0,3182624.0,659422.0,674805.00,1334227.0,1083425.0,33396.00,462336.0,269240.00,0.00,1848397.00,--,--,0.00,1848397.0,0.0,0.0,0.0,17.06,
2014/04,1262,F-綠悅,5039830.0,6272196.0,11312026.0,1922015.0,259986.00,2182001.0,1485000.0,4970783.00,2108331.0,565911.00,--,9130025.00,--,--,--,9130025.0,0.0,0.0,0.0,61.48,
2014/04,1301,台塑,160138715.0,270947975.0,431086690.0,47923740.0,97271232.00,145194972.0,63657408.0,11277988.00,129225172.0,81731150.00,--,285891718.00,--,--,--,285891718.0,0.0,0.0,0.0,44.91,
2014/04,1303,南亞塑膠,211691231.0,320960296.0,532651527.0,71668097.0,126835848.00,198503945.0,79308216.0,22926996.00,154809420.0,62417658.00,0.00,319462290.00,--,--,14685292.00,334147582.0,0.0,0.0,0.0,40.28,
2014/04,1304,台聚,32481273.0,25933738.0,58415011.0,16357436.0,10959710.00,27317146.0,11426024.0,183205.00,5571237.0,616118.00,-475606.00,17320978.00,--,--,13776887.00,31097865.0,0.0,0.0,111943075.0,16.81,
2014/04,1305,華夏,5340409.0,6027821.0,11368230.0,2502025.0,2787883.00,5289908.0,4683034.0,8232.00,1063540.0,58473.00,0.00,5813279.00,0.00,--,265043.00,6078322.0,0.0,0.0,0.0,12.41,
2014/04,1307,三芳化工,7356546.0,6172749.0,13529295.0,2836747.0,2885069.00,5721816.0,3749817.0,137866.00,3598681.0,321115.00,--,7807479.00,--,--,--,7807479.0,0.0,0.0,0.0,20.82,
2014/04,1308,亞聚,3220728.0,6865562.0,10086290.0,681613.0,350656.00,1032269.0,4696769.0,14135.00,3756067.0,587050.00,0.00,9054021.00,--,--,0.00,9054021.0,0.0,0.0,0.0,19.28,
2014/04,1309,台達化工,7267345.0,3725432.0,10992777.0,5406511.0,2115692.00,7522203.0,3276518.0,483.00,-115424.0,308997.00,--,3470574.00,--,--,--,3470574.0,0.0,0.0,0.0,10.59,
2014/04,1310,台苯,3178168.0,6221653.0,9399821.0,2405971.0,1335086.00,3741057.0,5278698.0,84646.00,413081.0,-415334.00,0.00,5361091.00,--,--,297673.00,5658764.0,0.0,0.0,0.0,10.16,
2014/04,1312,國喬石化,6987268.0,17402545.0,24389813.0,4053116.0,2482653.00,6535769.0,9266203.0,112393.00,5411882.0,985367.00,-199604.00,15576241.00,--,--,2277803.00,17854044.0,0.0,0.0,8254473.0,16.96,
2014/04,1313,聯成,25345412.0,18184364.0,43529776.0,16088710.0,8613817.00,24702527.0,11598514.0,1113639.00,4257443.0,1912561.00,-54908.00,18827249.00,--,--,0.00,18827249.0,2338250.0,0.0,5217000.0,16.3,
2014/04,1314,中石化,18168124.0,59260291.0,77428415.0,5668509.0,18340615.00,24009124.0,23199897.0,0.00,31005657.0,-1014593.00,--,53190961.00,--,--,228330.00,53419291.0,0.0,0.0,0.0,22.93,
2014/04,1315,達新工業,3944065.0,5282320.0,9226385.0,957493.0,1103274.00,2060767.0,1980000.0,62647.00,3629762.0,1609494.00,-118879.00,7163024.00,0.00,--,2594.00,7165618.0,0.0,0.0,7137000.0,37.53,
2014/04,1316,上曜,2531015.0,575661.0,3106676.0,707168.0,726581.00,1433749.0,1399079.0,112490.00,-460595.0,7272.00,-20628.00,1037618.00,--,--,635309.00,1672927.0,0.0,0.0,8199000.0,7.88,
2014/04,1319,東陽,10263031.0,24333166.0,34596197.0,8748547.0,7884660.00,16633207.0,5914771.0,4139513.00,6556799.0,316013.00,0.00,16927096.00,--,--,1035894.00,17962990.0,0.0,0.0,0.0,28.62,
