年季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 21
2013/04,1101,台泥,87788055.0,194892684.0,282680739.0,70398494.0,58663668.00,129062162.0,36921759.0,12193297.00,47265512.0,16697377.00,--,113077945.00,--,--,40540632.00,153618577.0,0.0,0.0,30.63,
2013/04,1102,亞泥,65337233.0,150670197.0,216007430.0,61955511.0,46712879.00,108668390.0,32955365.0,1018079.00,46676663.0,8299190.00,--,88949297.00,--,--,18389743.00,107339040.0,0.0,0.0,26.99,
2013/04,1103,嘉泥,13570784.0,19803869.0,33374653.0,3287960.0,8588396.00,11876356.0,7768285.0,450521.00,9238855.0,2773856.00,-1149426.00,19082091.00,--,--,2416206.00,21498297.0,0.0,131226016.0,29.56,
2013/04,1104,環球水泥,2631135.0,15115848.0,17746983.0,1700449.0,1507385.00,3207834.0,6038919.0,26553.00,7271548.0,1029059.00,--,14366079.00,--,--,173070.00,14539149.0,0.0,0.0,23.79,
2013/04,1108,幸福水泥,5593001.0,2990006.0,8583007.0,2236177.0,1943426.00,4179603.0,4047380.0,7.00,309849.0,32262.00,0.00,4389498.00,--,--,13906.00,4403404.0,0.0,0.0,10.85,
2013/04,1109,信大水泥,3097944.0,6691292.0,9789236.0,1299038.0,1363834.00,2662872.0,4210008.0,22299.00,1794838.0,119409.00,0.00,6146554.00,--,--,979810.00,7126364.0,0.0,0.0,14.6,
2013/04,1110,東泥,1585835.0,7912704.0,9498539.0,340075.0,443665.00,783740.0,5720008.0,184707.00,1956322.0,831642.00,-12185.00,8680494.00,--,--,34305.00,8714799.0,0.0,2112865.0,15.23,
2013/04,1201,味全公司,21972928.0,16044922.0,38017850.0,17340009.0,9149746.00,26489755.0,5060629.0,688.00,3147132.0,103593.00,--,8312042.00,--,--,3216053.00,11528095.0,0.0,0.0,16.42,
2013/04,1203,味王公司,2762618.0,5053219.0,7815837.0,1265986.0,1652357.00,2918343.0,2400000.0,112965.00,1645880.0,941.00,-38464.00,4121322.00,--,--,776172.00,4897494.0,0.0,2293865.0,17.34,
2013/04,1210,大成長城,21218382.0,17239624.0,38458006.0,14983556.0,4686174.00,19669730.0,5664572.0,2320974.00,4098205.0,842959.00,-306199.00,12620511.00,--,--,6167765.00,18788276.0,0.0,40688225.0,24.0,
2013/04,1213,大飲,353774.0,453069.0,806843.0,118460.0,37634.00,156094.0,514751.0,21938.00,114367.0,-307.00,--,650749.00,--,--,--,650749.0,0.0,0.0,12.64,
2013/04,1215,卜蜂企業,4061786.0,5076455.0,9138241.0,3265260.0,1000376.00,4265636.0,2320268.0,967.00,832596.0,1635413.00,--,4789244.00,--,--,83361.00,4872605.0,0.0,0.0,20.64,
2013/04,1216,統一,129913360.0,240290089.0,370203449.0,130363565.0,101773273.00,232136838.0,51542229.0,3875672.00,28689882.0,2099541.00,--,86207324.00,--,--,51859287.00,138066611.0,0.0,0.0,16.73,
2013/04,1217,愛之味,3669526.0,9558073.0,13227599.0,2571519.0,4832065.00,7403584.0,4976893.0,288197.00,-46099.0,-64181.00,-100582.00,5054228.00,--,--,769787.00,5824015.0,0.0,10484000.0,10.37,
