年季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 21
2013/03,1101,台泥,77212043.0,194780898.0,271992941.0,73733391.0,53063194.00,126796585.0,36921759.0,12192857.00,44506049.0,13008590.00,--,106629255.00,--,--,38567101.00,145196356.0,0.0,0.0,28.88,
2013/03,1102,亞泥,57543204.0,149911225.0,207454429.0,65784356.0,39517764.00,105302120.0,32955365.0,1019245.00,44573588.0,5888881.00,--,84437079.00,--,--,17715230.00,102152309.0,0.0,0.0,25.62,
2013/03,1103,嘉泥,12068308.0,17604402.0,29672710.0,3960240.0,8251743.00,12211983.0,7768285.0,450521.00,8199720.0,-51838.00,-1149426.00,15217262.00,--,--,2243465.00,17460727.0,0.0,131226016.0,23.57,
2013/03,1104,環球水泥,2322509.0,14473769.0,16796278.0,1519812.0,1529617.00,3049429.0,6038919.0,21763.00,6886689.0,648474.00,--,13595845.00,--,--,151004.00,13746849.0,0.0,0.0,22.51,
2013/03,1108,幸福水泥,5662222.0,3054687.0,8716909.0,2290430.0,2026759.00,4317189.0,4047380.0,7.00,296549.0,36223.00,0.00,4380159.00,--,--,19561.00,4399720.0,0.0,0.0,10.82,
2013/03,1109,信大水泥,2788597.0,6580732.0,9369329.0,1190981.0,1270148.00,2461129.0,4210008.0,22299.00,1683481.0,82214.00,0.00,5998002.00,--,--,910198.00,6908200.0,0.0,0.0,14.25,
2013/03,1110,東泥,1531042.0,7903315.0,9434357.0,310060.0,455925.00,765985.0,5720008.0,184007.00,1996579.0,745815.00,-12185.00,8634224.00,--,--,34148.00,8668372.0,0.0,2112865.0,15.15,
2013/03,1201,味全公司,23104042.0,15506728.0,38610770.0,12027891.0,15210907.00,27238798.0,5060629.0,688.00,3196425.0,33501.00,--,8291243.00,--,--,3080729.00,11371972.0,0.0,0.0,16.38,
2013/03,1203,味王公司,3052464.0,4863155.0,7915619.0,1454394.0,1646868.00,3101262.0,2400000.0,36153.00,1623397.0,10328.00,-38464.00,4031414.00,--,--,782943.00,4814357.0,0.0,2293865.0,16.96,
2013/03,1210,大成長城,22002753.0,15344228.0,37346981.0,15122886.0,4950416.00,20073302.0,5664572.0,2374875.00,2902966.0,1002015.00,-306199.00,11638229.00,--,--,5635450.00,17273679.0,0.0,40688225.0,22.14,
2013/03,1213,大飲,442542.0,435855.0,878397.0,182292.0,37107.00,219399.0,514751.0,21938.00,122640.0,-331.00,--,658998.00,--,--,--,658998.0,0.0,0.0,12.8,
