年季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 22
2015/02,1101,台泥,95602989.0,204276458.0,299879447.0,78918446.0,69995144.00,148913590.0,36921759.0,12225088.00,43388616.0,17090614.00,--,109626077.00,--,--,41339780.00,150965857.0,0.0,--,0.0,29.69,
2015/02,1102,亞泥,63739987.0,220492110.0,284232097.0,74595444.0,50687601.00,125283045.0,33614472.0,1073920.00,91841489.0,13366914.00,--,139896795.00,--,--,19052257.00,158949052.0,0.0,--,0.0,41.62,
2015/02,1103,嘉泥,12691630.0,18643144.0,31334774.0,3318057.0,10780748.00,14098805.0,7768285.0,570096.00,8077885.0,130664.00,-1149426.00,15397504.00,--,--,1838465.00,17235969.0,0.0,--,131226016.0,23.85,
2015/02,1104,環球水泥,3505849.0,16473075.0,19978924.0,2710766.0,1507411.00,4218177.0,6282891.0,28999.00,7861653.0,1444872.00,--,15618415.00,--,--,142332.00,15760747.0,0.0,0.00,0.0,25.36,
2015/02,1108,幸福水泥,5639539.0,2694732.0,8334271.0,2398310.0,1266891.00,3665201.0,4047380.0,0.00,581695.0,17142.00,0.00,4646217.00,--,--,22853.00,4669070.0,0.0,0.00,0.0,11.48,
2015/02,1109,信大水泥,2706882.0,6328208.0,9035090.0,941266.0,1250795.00,2192061.0,4210008.0,22299.00,1477375.0,115954.00,0.00,5825636.00,--,--,1017393.00,6843029.0,0.0,0.00,0.0,13.84,
2015/02,1110,東泥,1889216.0,7679599.0,9568815.0,405534.0,349485.00,755019.0,5720008.0,185126.00,1929932.0,956655.00,-12185.00,8779536.00,--,--,34260.00,8813796.0,0.0,0.00,2112865.0,15.41,
2015/02,1201,味全公司,21226585.0,17067683.0,38294268.0,22516430.0,5407616.00,27924046.0,5060629.0,688.00,1880764.0,223313.00,--,7165394.00,--,--,3204828.00,10370222.0,0.0,0.00,0.0,14.16,
2015/02,1203,味王公司,3491131.0,4794196.0,8285327.0,1526238.0,1711370.00,3237608.0,2400000.0,112965.00,1623804.0,90432.00,-38464.00,4188737.00,--,--,858982.00,5047719.0,0.0,0.00,2293865.0,17.62,
2015/02,1210,大成長城,21068742.0,18869658.0,39938400.0,16150909.0,4631809.00,20782718.0,7363944.0,2377966.00,2511625.0,1249958.00,-306199.00,13197294.00,--,--,5958388.00,19155682.0,0.0,--,52894691.0,19.31,
2015/02,1213,大飲,430007.0,406270.0,836277.0,124828.0,37870.00,162698.0,514751.0,21938.00,137192.0,-302.00,--,673579.00,--,--,--,673579.0,0.0,0.00,0.0,13.09,
2015/02,1215,卜蜂企業,4046343.0,5031656.0,9077999.0,3260826.0,718285.00,3979111.0,2679910.0,967.00,1110085.0,1204769.00,--,4995731.00,--,--,103157.00,5098888.0,0.0,0.00,0.0,20.51,
2015/02,1216,統一,153176240.0,257294369.0,410470609.0,166674936.0,96137507.00,262812443.0,56820154.0,3945920.00,27842949.0,2432189.00,--,91041212.00,--,--,56616954.00,147658166.0,0.0,0.00,0.0,16.66,
2015/02,1217,愛之味,3203065.0,10582095.0,13785160.0,3708147.0,3819618.00,7527765.0,4872053.0,346606.00,61671.0,-111587.00,0.00,5168743.00,--,--,1088652.00,6257395.0,0.0,0.00,0.0,10.61,
2015/02,1218,泰山企業,3025752.0,5065933.0,8091685.0,2450148.0,2315161.00,4765309.0,3533360.0,23770.00,-21919.0,-9812.00,-203876.00,3321523.00,0.00,--,4853.00,3326376.0,0.0,0.00,13680042.0,9.78,
2015/02,1219,福壽實業,3460853.0,3118802.0,6579655.0,1441617.0,1244715.00,2686332.0,3188256.0,36696.00,522188.0,1657.00,--,3748797.00,--,--,144526.00,3893323.0,0.0,0.00,0.0,11.97,
2015/02,1220,台榮,1921270.0,1098913.0,3020183.0,562319.0,284586.00,846905.0,1770779.0,537.00,364072.0,-64699.00,0.00,2070689.00,--,--,102589.00,2173278.0,0.0,--,0.0,11.69,
2015/02,1225,福懋油,3154539.0,2957249.0,6111788.0,1862769.0,1330884.00,3193653.0,2187030.0,121015.00,292878.0,8650.00,--,2609573.00,--,--,308562.00,2918135.0,0.0,--,0.0,11.93,
2015/02,1227,佳格,13842281.0,4780604.0,18622885.0,6025312.0,454318.00,6479630.0,7926972.0,54749.00,3645816.0,347250.00,-21182.00,11953605.00,--,--,189650.00,12143255.0,0.0,0.00,5252215.0,16.71,
