年,季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2016,03,1724,台硝,930108,1732059,2662167,590445,104063,694508,1278139,9826,700208,-20514,0,1967659,0,--,0,1967659,0,--,0,                 15.39
2016,03,1725,元禎,4237612,713237,4950849,2335582,62733,2398315,1818300,1524,542223,200943,-10456,2552534,--,--,0,2552534,0,0,748000,                 14.10
2016,03,1726,永記造漆,7266692,2172675,9439367,1070166,401899,1472065,1620000,109005,6330386,-92089,0,7967302,--,--,0,7967302,0,0,0,                 49.18
2016,03,1727,中華化學,1070876,1202174,2273050,826185,20061,846246,1102500,9324,308265,-4573,0,1415516,--,--,11288,1426804,0,0,0,                 12.84
2016,03,1729,必翔實業,3297243,1674071,4971314,1061036,21649,1082685,1844242,858522,64131,-29467,0,2737428,--,--,1151201,3888629,0,0,0,                 14.84
2016,03,1730,花仙子,1288623,567752,1856375,384510,220313,604823,569812,99067,415498,-6658,0,1077719,0,--,173833,1251552,0,0,0,                 18.91
2016,03,1731,美吾華,1295378,1226502,2521880,616209,207601,823810,1329152,200259,180600,-11941,--,1698070,--,--,--,1698070,0,--,0,                 12.78
2016,03,1732,毛寶,338059,231057,569116,118101,25918,144019,424439,2690,1477,-3509,--,425097,--,--,--,425097,0,--,0,                 10.02
2016,03,1733,五鼎,1783928,1075070,2858998,642761,355451,998212,997267,245400,618730,-761,--,1860636,--,--,150,1860786,0,--,0,                 18.66
2016,03,1734,杏輝藥品,2418445,3973693,6392138,1059031,1536895,2595926,1677221,1163840,230717,3431,--,3075209,--,--,721003,3796212,0,0,0,                 18.34
2016,03,1735,日勝化,1949349,851225,2800574,1311663,81467,1393130,993880,98017,304317,11230,0,1407444,--,--,0,1407444,0,--,0,                 14.16
2016,03,1736,喬山健康,17054212,5279111,22333323,13115193,1027634,14142827,3040166,54921,5761844,-622514,-48948,8185469,--,--,5027,8190496,0,--,900000,                 27.00
2016,03,1737,臺鹽,2616236,4308415,6924651,409144,582832,991976,2000000,2488261,1451051,-6637,--,5932675,--,--,--,5932675,0,--,0,                 29.66
2016,03,1762,中化合成,740815,2001260,2742075,579189,420342,999531,775600,334323,644039,-11714,--,1742248,--,--,296,1742544,0,--,0,                 22.46
2016,03,1773,勝一化工,2480163,2674925,5155088,931807,140450,1072257,1500000,101228,2501875,-20272,--,4082831,--,--,--,4082831,0,0,0,                 27.22
2016,03,1776,展宇,1212987,781170,1994157,488739,217798,706537,695602,116104,386716,-33784,--,1164638,--,--,122982,1287620,0,0,0,                 16.74
2016,03,1783,和康生技,578042,521858,1099900,92681,228336,321017,708470,120996,-15711,-1728,-33144,778883,--,--,0,778883,0,0,1382000,                 11.21
2016,03,1786,科妍,654347,664585,1318932,165227,278254,443481,535000,482118,-16173,312,-125806,875451,--,--,--,875451,0,0,1900000,                 16.97
2016,03,1789,台灣神隆,6261611,6246908,12508519,1533616,880368,2413984,7603262,1273531,1211639,6103,--,10094535,--,--,--,10094535,0,0,0,                 13.28
2016,03,1802,台玻,23881867,63389685,87271552,28576899,10516895,39093794,29080608,1920514,14888984,-905218,--,44984888,--,--,3192870,48177758,0,0,0,                 15.47
2016,03,1805,寶徠,1370340,115793,1486133,665244,46210,711454,802654,11481,-39456,0,0,774679,--,--,0,774679,0,--,0,                  9.65
2016,03,1806,冠軍,5538810,6489183,12027993,3281230,1551059,4832289,4373351,147735,2091015,608869,-25266,7195704,--,--,0,7195704,0,0,3553000,                 16.59
2016,03,1808,潤隆,15618054,2519441,18137495,10107310,3167147,13274457,2368473,1226073,1141148,127344,--,--,--,--,--,4863038,0,0,0,                 20.53
2016,03,1809,中釉,3344553,2045698,5390251,1000504,326273,1326777,1670419,127981,1516177,-3564,0,3311013,0,--,752461,4063474,0,--,0,                 19.82
2016,03,1810,和成,5309614,5972946,11282560,4211165,1348599,5559764,3698536,13079,1575306,351736,-16582,5622075,--,--,100721,5722796,0,0,1733812,                 15.27
2016,03,1817,凱撒衛浴,1031898,843960,1875858,309597,76331,385928,726000,277452,574720,-88249,--,1489923,--,--,7,1489930,0,--,0,                 20.52
2016,03,1902,台紙,3125356,5750764,8876120,1240362,1331664,2572026,4020005,1089391,945168,-72950,--,5981614,--,--,322480,6304094,0,--,0,                 14.88
2016,03,1903,士紙,684597,5779225,6463822,1861098,1605120,3466218,2600391,0,451004,-53791,--,2997604,--,--,0,2997604,0,0,0,                 11.53
2016,03,1904,正隆,21034847,35134223,56169070,18316256,15341811,33658067,11082745,1314022,7525258,-355750,--,19566275,--,--,2944728,22511003,0,0,0,                 17.65
2016,03,1905,華紙,12159758,17464227,29623985,7866227,3721226,11587453,11028353,34543,4085239,515172,--,15663307,--,--,2373225,18036532,0,--,0,                 14.20
2016,03,1906,寶隆,523262,4650615,5173877,1579923,222393,1802316,1510000,194928,684048,785590,-6962,3167604,--,--,203957,3371561,0,0,1188937,                 21.14
2016,03,1907,永豐餘,36969311,73163902,110133213,40003236,27828358,67831594,16603715,822088,12366345,3120124,--,32912272,--,--,9389347,42301619,0,--,0,                 19.82
2016,03,1909,榮成,14114133,37602601,51716734,16993057,19065964,36059021,8343033,1400331,4452822,318544,0,14514730,--,--,1142983,15657713,0,--,0,                 17.40
2016,03,2002,中鋼,132678146,537735288,670413434,138711184,206783463,345494647,157731290,37807439,104160634,7379226,-8576842,298501747,--,--,26417040,324918787,0,--,318007000,                 19.31
2016,03,2006,東和鋼鐵,12989446,23546332,36535778,9358612,3760598,13119210,9982215,6247689,6721452,374301,0,23325657,0,--,90911,23416568,0,0,0,                 23.37
2016,03,2007,燁興公司,2592684,12985481,15578165,2580638,9493233,12073871,6306516,6109,-2810989,1059,0,3502695,--,--,1599,3504294,0,0,0,                  5.55
2016,03,2008,高興昌,1643731,3883571,5527302,1968646,269200,2237846,2479423,115213,962762,-267942,0,--,--,--,--,3289456,0,--,0,                 13.27
2016,03,2009,第一伸銅,1952047,2785263,4737310,1562591,282415,1845006,3596222,0,237954,-941872,--,--,--,--,--,2892304,0,0,0,                  8.04
2016,03,2010,春源鋼鐵,9191609,6565019,15756628,2975901,1618430,4594331,6476554,159848,3905340,21536,0,10563278,--,--,599019,11162297,0,--,0,                 16.31
2016,03,2012,春雨,7369315,3882664,11251979,6216385,1086221,7302606,2877740,57129,670148,85794,-288910,3401901,--,--,547472,3949373,0,0,23830450,                 12.89
2016,03,2013,中鋼構,10686790,3908385,14595175,9837525,516241,10353766,2000000,1206230,1124972,46369,-136162,4241409,--,--,0,4241409,0,0,6804767,                 21.95
2016,03,2014,中鴻,7278866,23413877,30692743,13902515,8059263,21961778,14355444,903,-4896660,-728722,--,8730965,--,--,--,8730965,0,0,0,                  6.08
2016,03,2015,豐興鋼鐵,8546538,10240496,18787034,2210632,263368,2474000,5815994,447280,10107197,-57437,0,16313034,0,--,0,16313034,0,0,0,                 28.05
2016,03,2017,官田鋼,2318992,5659235,7978227,1804438,1069669,2874107,3271459,719168,-115044,34,-76869,3798748,0,--,1305372,5104120,0,--,6235086,                 11.84
2016,03,2020,美亞鋼管,3146790,2782021,5928811,2494844,291793,2786637,2411261,265117,503425,-196553,-40083,2943167,--,--,199007,3142174,0,3219000,3219000,                 12.54
2016,03,2022,聚亨,3669393,9201214,12870607,4970687,2117830,7088517,5470911,91589,-1480415,320197,--,4402282,--,--,1379808,5782090,0,0,0,                  8.05
2016,03,2023,燁輝,24198607,56450936,80649543,23545902,27407872,50953774,17180905,4729735,5181484,-151199,0,26940925,--,--,2754844,29695769,0,0,0,                 15.68
2016,03,2024,志聯工業,828180,1222083,2050263,510445,433245,943690,975000,10438,121135,0,0,--,0,0,--,1106573,0,0,0,                 11.35
2016,03,2025,千興,1100248,1357834,2458082,1278604,17577,1296181,3228341,449535,-2464829,-15363,-35833,1161851,--,--,50,1161901,0,--,41666788,                  4.13
2016,03,2027,大成鋼,34669783,9394400,44064183,11324019,17876594,29200613,8311413,384389,2153185,96396,-57346,10888037,--,--,3975533,14863570,0,0,4118000,                 13.17
2016,03,2028,威致鋼鐵,1357186,4212212,5569398,1603081,3038321,4641402,3257148,46190,-2543647,168305,--,--,--,--,--,927996,0,0,0,                  2.85
2016,03,2029,盛餘,6411409,3853113,10264522,964617,458325,1422942,3211800,1557364,3997920,31857,0,8798941,--,--,42639,8841580,0,0,0,                 27.40
2016,03,2030,彰源,5462895,4485963,9948858,4287802,2509224,6797026,2865260,473364,-27231,-40518,-119043,3151832,--,--,--,3151832,0,--,12158000,                 11.49
2016,03,2031,新光鋼,6135191,5203084,11338275,5434100,1026017,6460117,2766260,885436,1402775,-203521,0,4850950,--,--,27208,4878158,0,--,0,                 17.54
2016,03,2032,新鋼工業,1139542,857845,1997387,137768,210313,348081,1305215,107011,236898,182,--,--,--,--,--,1649306,0,0,0,                 12.64
2016,03,2033,佳大世界,611931,691387,1303318,353788,13777,367565,806945,17629,104637,6542,0,--,--,--,--,935753,0,0,0,                 11.60
2016,03,2034,允強,6853758,3581606,10435364,2884160,326139,3210299,4071307,1663578,1492146,-1966,0,7225065,--,--,0,7225065,0,0,0,                 17.75
2016,03,2038,海光企業,2243281,3652614,5895895,1713349,870609,2583958,1726329,268292,543362,377614,--,2915597,--,--,396340,3311937,0,0,0,                 16.89
2016,03,2049,上銀科技,13084390,20949896,34034286,11533620,7989823,19523443,2746640,308630,10850553,-216043,--,13689780,--,--,821063,14510843,0,--,0,                 49.84
2016,03,2059,川湖,7501286,1486311,8987597,921991,87061,1009052,952971,796691,6228448,435,0,7978545,--,--,0,7978545,0,0,0,                 83.72
2016,03,2062,橋椿,3086171,7836063,10922234,2674152,2972312,5646464,1636483,1323767,2349373,-34477,--,5275146,--,--,624,5275770,0,--,0,                 32.23
2016,03,2069,運錩,3000300,2851940,5852240,2885849,474289,3360138,1243100,1032434,329293,-70265,-42460,2492102,--,--,--,2492102,0,--,2200000,                 20.41
2016,03,2101,南港輪胎,12871260,9610276,22481536,9040403,1925364,10965767,8339349,18970,3233044,614579,-690173,11515769,--,--,0,11515769,0,--,23320000,                 14.21
2016,03,2102,泰豐輪胎,4637027,9554771,14191798,1296443,3009280,4305723,4733292,144371,5226934,-35487,-183035,9886075,0,--,--,9886075,0,0,13755608,                 21.51
2016,03,2103,台橡,12439268,16256932,28696200,8863466,2796636,11660102,8257099,849,5387714,1654054,--,15299716,--,--,1736382,17036098,0,0,0,                 18.53
2016,03,2104,中橡,16028779,14637999,30666778,8352134,3641838,11993972,5986543,3694767,5511645,2869604,-290088,17772471,--,--,900335,18672806,0,--,11289633,                 30.26
2016,03,2105,正新,55162458,109268993,164431451,39654100,37842696,77496796,32414155,52576,56164480,-2461098,--,86170113,--,--,764542,86934655,0,0,0,                 26.58
2016,03,2106,建大,27765539,12618578,40384117,8578333,11162695,19741028,8744300,41,12125452,-226734,0,20643059,0,--,30,20643089,0,0,0,                 23.61
2016,03,2107,厚生,10394052,4303084,14697136,3416036,218109,3634145,4336000,519656,6423329,-215004,0,11063981,--,--,-990,11062991,0,0,0,                 25.52
2016,03,2108,南帝化工,4857398,3191933,8049331,953689,401288,1354977,4466364,--,2103466,-78331,--,6491499,--,--,202855,6694354,0,0,0,                 14.53
2016,03,2109,華豐橡膠,4166752,4161599,8328351,1840653,1395437,3236090,3323492,157054,456949,76457,0,4013952,--,--,1078309,5092261,0,0,0,                 12.08
2016,03,2114,鑫永銓,1527864,1215767,2743631,582682,31764,614446,675253,233619,1218500,247,--,2127619,--,--,1566,2129185,0,0,0,                 31.51
2016,03,2115,六暉-KY,2091341,783665,2875006,464567,427449,892016,744947,442724,946727,-151408,--,1982990,--,--,0,1982990,0,0,0,                 26.62
2016,03,2201,裕隆汽車,132670232,87411029,220081261,128651956,11624293,140276249,15729199,6777492,47276791,1419803,-376304,70826981,--,--,8978031,79805012,0,--,11838582,                 45.37
2016,03,2204,中華汽車,23317264,38386965,61704229,7307252,1292424,8599676,13840508,6426133,28564127,1036857,--,49867625,--,--,3236928,53104553,0,--,0,                 36.03
2016,03,2206,三陽工業,21269124,19576097,40845221,13376545,10579826,23956371,8800446,1759469,5711805,-1033386,-132816,15105518,--,--,1783332,16888850,0,0,5332452,                 17.27
2016,03,2207,和泰汽車,118275068,51038343,169313411,102183978,19127925,121311903,5461792,263060,34165125,806095,--,40696072,--,--,7305436,48001508,0,0,0,                 74.51
2016,03,2208,台船公司,12812037,11995603,24807640,9655420,2482483,12137903,7435652,1965,5184956,--,--,12622573,--,--,47164,12669737,0,0,0,                 16.98
2016,03,2227,裕隆日產,14003454,15432306,29435760,6516553,2639017,9155570,3000000,6129405,11110259,40526,--,20280190,--,--,--,20280190,0,--,0,                 67.60
2016,03,2228,劍麟,2935000,1710128,4645128,863277,248176,1111453,757548,1066902,1723949,-14724,--,3533675,--,--,--,3533675,0,0,0,                 46.65
2016,03,2231,為升,4166112,1620547,5786659,2222495,703216,2925711,919855,278643,1356026,16883,--,2571407,--,--,289541,2860948,0,--,0,                 30.74
2016,03,2236,百達-KY,1422125,475125,1897250,538804,18677,557481,375127,363766,378106,1576,--,1118575,--,--,221194,1339769,0,0,0,                 32.78
2016,03,2239,英利-KY,8828357,8691600,17519957,7068642,1375793,8444435,1100000,6979967,1241801,-637656,--,8684112,0,--,391410,9075522,0,0,0,                 78.95
2016,03,2301,光寶科技,159138689,53879774,213018463,119278668,16307595,135586263,23508670,27500838,24960986,-754622,-1248722,73967150,--,--,3465050,77432200,0,--,26802130,                 31.83
2016,03,2302,麗正,417739,1592438,2010177,257565,74416,331981,1663029,9,40797,-25639,0,1678196,--,--,0,1678196,0,0,0,                 10.09
2016,03,2303,聯電,106969723,267989568,374959291,83441704,72518705,155960409,126243187,41004903,47872697,6988924,-4719037,217390674,--,--,1608208,218998882,0,--,416078737,                 17.81
2016,03,2305,全友電腦,1853239,1039853,2893092,442844,92493,535337,2056608,0,-22892,340423,-49781,2324358,--,--,33397,2357755,0,0,2934365,                 11.47
2016,03,2308,台達電,136488804,95357895,231846699,74792662,33237042,108029704,25975433,48331890,46973088,-3123318,--,118157093,--,--,5659902,123816995,0,0,0,                 45.49
2016,03,2311,日月光,143369196,217258524,360627720,118397190,81013087,199410277,79509050,22461952,57135885,-1655390,-7292513,150158984,--,--,11058459,161217443,13066950,--,265883011,                 19.58
2016,03,2312,金寶電子,50251275,36327801,86579076,48114755,11113440,59228195,14556572,580660,2205109,481530,-1280591,16543280,0,--,10807601,27350881,0,0,88223408,                 12.10
2016,03,2313,華通,25188401,24721788,49910189,16449985,13968181,30418166,11918206,1016898,5777177,779742,--,19492023,--,--,0,19492023,0,0,0,                 16.35
2016,03,2314,台揚科技,3733531,1589649,5323180,2982926,303055,3285981,2003226,0,39280,-5404,--,2037102,--,--,97,2037199,0,0,0,                 10.17
2016,03,2316,楠梓電,8453358,4004441,12457799,2484605,2178782,4663387,2810046,240818,4921122,-78649,-98925,7794412,--,--,--,7794412,0,0,1896964,                 27.93
2016,03,2317,鴻海,1772984197,606064623,2379048820,1116754722,218830187,1335584909,173287383,93626182,711113088,14499507,-18901,992507259,--,--,50956652,1043463911,0,0,1853848,                 57.28
2016,03,2321,東訊,2054715,710708,2765423,1901924,297069,2198993,6306652,2836,-5826560,-178489,-13784,290655,--,--,275775,566430,0,0,2821207,                  0.46
2016,03,2323,中環,11834302,19282777,31117079,5572157,3242815,8814972,18778715,7170157,-3902033,-34150,-169070,21843619,--,--,458488,22302107,0,--,6521124,                 11.67
2016,03,2324,仁寶電腦,288558788,46014599,334573387,205333331,21412771,226746102,44245106,11779820,52756254,-6334043,-881247,101565890,--,--,6261395,107827285,0,--,50017431,                 23.22
2016,03,2325,矽品,44914756,75329761,120244517,30432003,25527825,55959828,31163611,12641997,18267378,2211703,--,64284689,--,--,--,64284689,0,--,0,                 20.63
2016,03,2327,國巨,28284700,21379627,49664327,24711930,1645454,26357384,5163056,326761,18949383,-1238173,0,23201027,--,--,105916,23306943,2050587,0,0,                 44.94
2016,03,2328,廣宇,11801971,6034041,17836012,6474058,133568,6607626,5183462,1405063,3833255,-391913,-141957,9887910,--,--,1340476,11228386,0,0,10000000,                 19.45
2016,03,2329,華泰電子,5463330,12306672,17770002,8319802,2820481,11140283,8060158,19727,-1786822,206310,0,6499373,0,--,130346,6629719,0,--,0,                  8.06
2016,03,2330,台積電,709591485,1009095278,1718686763,257555112,177239002,434794114,259303805,56269958,972758173,-5218902,--,1283113034,--,--,779615,1283892649,0,0,0,                 49.48
2016,03,2331,精英,15194226,7148807,22343033,10003981,639536,10643517,5574030,6461410,-294299,-162434,--,11578707,--,--,120809,11699516,0,0,0,                 20.77
2016,03,2332,友訊科技,12205382,6766564,18971946,8759812,462330,9222142,6519961,1740146,2005916,-822277,-96855,9346891,--,--,402913,9749804,0,0,9971000,                 14.56
2016,03,2337,旺宏,17106907,18265986,35372893,9724675,8071652,17796327,36153535,76370,-19250022,753049,-159061,17573871,--,--,2695,17576566,0,363300,3899382,                  4.87
2016,03,2338,光罩,2004595,1604275,3608870,280780,41381,322161,2527136,180286,670912,-40692,-290994,3046648,--,--,240061,3286709,0,0,49778440,                 15.01
2016,03,2340,光磊,6746022,4110584,10856606,2283767,799934,3083701,5456621,639351,1746966,-46900,-26699,7769339,--,--,3566,7772905,0,0,1107276,                 14.27
2016,03,2342,茂矽,1095721,1194533,2290254,1314814,140859,1455673,3722549,3,-2954580,1052,-3,769021,--,--,65560,834581,0,--,86,                  2.07
2016,03,2344,華邦電,27904313,37331087,65235400,12116909,9278063,21394972,35800002,2471044,3806827,605750,-106387,42577236,--,--,1263192,43840428,0,--,7518364,                 11.92
2016,03,2345,智邦科技,13787297,1356190,15143487,6823506,27393,6850899,5437079,710282,2220007,-30078,-50999,8286291,--,--,6297,8292588,0,--,2209867,                 15.30
2016,03,2347,聯強國際,98194282,25805558,123999840,80899006,690208,81589214,16679470,14164236,13293942,-2948877,--,41188771,--,--,1221855,42410626,0,0,0,                 24.69
2016,03,2348,海悅,1464303,361930,1826233,701721,0,701721,856000,0,243528,0,--,1099528,--,--,24984,1124512,0,0,0,                 12.84
2016,03,2349,錸德科技,9070317,19510419,28580736,5497971,4433731,9931702,17667921,892687,-1282324,-619240,-2588828,14070216,--,--,4578818,18649034,0,0,29046992,                  8.10
2016,03,2351,順德,5037001,4721803,9758804,2562328,2005772,4568100,1821453,485271,2653509,-45892,--,4914341,--,--,276363,5190704,0,0,0,                 26.98
2016,03,2352,佳世達,50626838,42425027,93051865,51935821,9933083,61868904,19667820,2128457,5205934,808945,0,27811156,0,--,3371805,31182961,0,--,0,                 14.14
2016,03,2353,宏碁,118231117,38154145,156385262,84511136,9281721,93792857,30807328,34746020,2285213,-2335784,-2914856,62587921,--,--,4484,62592405,0,0,46746290,                 20.63
2016,03,2354,鴻準,97360546,41853059,139213605,41947813,760073,42707886,14144852,7819966,66681730,7790722,--,96437270,--,--,68449,96505719,0,0,0,                 68.18
2016,03,2355,敬鵬,14066957,10291521,24358478,7906810,760180,8666990,3974954,1568318,9899276,119063,--,15561611,--,--,129877,15691488,0,0,0,                 39.15
2016,03,2356,英業達,127299900,45914394,173214294,106353439,7681440,114034879,35874751,2912784,13720355,801711,0,53309601,--,--,5869814,59179415,0,0,0,                 14.86
2016,03,2357,華碩,245157676,92797528,337955204,149207423,9537444,158744867,7427603,4852033,129058580,35632128,--,176970344,--,--,2239993,179210337,0,0,0,                238.26
2016,03,2358,廷鑫,306073,358734,664807,236795,31744,268539,496162,0,-99894,0,--,--,--,--,--,396268,0,--,0,                  7.99
2016,03,2359,所羅門,3961626,1775085,5736711,901320,26853,928173,1714711,128192,2576063,-20680,-6042,4392244,--,--,416294,4808538,0,0,100432,                 25.63
2016,03,2360,致茂電子,10716243,7300415,18016658,4523807,3243938,7767745,3908245,1765142,4379423,58558,-35714,10075654,--,--,173259,10248913,3792449,--,1915579,                 26.15
2016,03,2362,藍天,22178494,93451839,115630333,21635254,50050800,71686054,6831630,1562663,36037403,121640,-625346,43927990,--,--,16289,43944279,0,0,40447265,                 68.35
2016,03,2363,矽統科技,1575746,5337569,6913315,42617,3609,46226,5600625,34357,-31926,1264033,0,6867089,--,--,--,6867089,0,0,4,                 12.26
2016,03,2364,倫飛電腦,471717,735147,1206864,782656,5782,788438,939398,0,-343159,24125,-202059,418305,--,--,121,418426,0,0,3007364,                  4.60
2016,03,2365,昆盈企業,3008919,2739587,5748506,1362273,462990,1825263,2870985,583319,710257,-81402,-231727,3851432,--,--,71811,3923243,0,--,19590000,                 14.40
2016,03,2367,燿華,6183100,12904156,19087256,5500659,5458507,10959166,5559654,3134736,-611664,62790,-82025,8063491,--,--,64599,8128090,0,0,8259000,                 14.72
2016,03,2368,金像電,13183199,8380789,21563988,10021342,4519021,14540363,5522469,1465882,-26433,254934,-193227,7023625,--,--,--,7023625,0,0,15723750,                 13.09
2016,03,2369,菱生,4224049,5316237,9540286,1587407,1667271,3254678,3801023,1520618,995203,-16081,-176415,6124348,--,--,161260,6285608,0,--,5658911,                 16.36
2016,03,2371,大同,132095765,108122924,240218689,114177683,36967431,151145114,23395367,2764007,5045753,-586983,-872020,29746124,--,--,59327451,89073575,0,--,83660341,                 13.19
2016,03,2373,震旦行,9226495,5259884,14486379,5174571,1699870,6874441,3374322,1660438,2926582,143530,-1353627,6751245,--,--,860693,7611938,0,--,28751997,                 21.87
2016,03,2374,佳能,6869751,5629101,12498852,3983178,100042,4083220,2825786,1559428,3871047,-30727,-507,8225027,--,--,190605,8415632,0,--,50735,                 29.11
2016,03,2375,智寶,2958066,1254096,4212162,1303271,103199,1406470,915183,141296,786733,-1388,0,1841824,--,--,963868,2805692,0,--,0,                 20.13
2016,03,2376,技嘉,29874879,5264340,35139219,12121178,553688,12674866,6290679,4599194,11607988,-51749,--,22446112,--,--,18241,22464353,0,0,0,                 35.68
2016,03,2377,微星科技,43214186,6021574,49235760,22999112,303870,23302982,8448562,2075286,15428441,-19511,--,25932778,--,--,--,25932778,0,0,0,                 30.69
2016,03,2379,瑞昱,43669353,8691878,52361231,30023975,816656,30840631,5049513,3910428,11771484,779592,--,21511017,--,--,9583,21520600,0,0,0,                 42.60
2016,03,2380,虹光精密,2266154,1510821,3776975,666619,186980,853599,2082209,816143,-81528,114294,-8548,2922570,--,--,806,2923376,0,0,251078,                 14.05
2016,03,2382,廣達,521455127,56313572,577768699,422706560,20192759,442899319,38626274,14053893,81148628,-5413466,-333094,128082235,0,--,6787145,134869380,0,0,8108885,                 33.23
2016,03,2383,台光電子,13243895,5045504,18289399,6914279,1508188,8422467,3188811,443192,6225550,-844,--,9856709,--,--,10223,9866932,0,0,0,                 30.91
2016,03,2385,群光電子,38939423,22936657,61876080,32702666,2766785,35469451,7120820,4649716,11565560,-794040,-311277,22230779,--,--,4175850,26406629,0,0,36992388,                 32.93
2016,03,2387,精元電腦,9505154,4082257,13587411,5239170,136338,5375508,2632102,6342,5138310,-164704,-160548,7451502,--,--,760401,8211903,0,0,10177788,                 29.45
2016,03,2388,威盛電子,3939315,5517759,9457074,2497435,3108450,5605885,4933034,0,-1195221,-91722,--,3646091,--,--,205098,3851189,0,0,0,                  7.39
2016,03,2390,云辰,1325421,1891588,3217009,549884,97874,647758,2153033,370197,128553,-40493,-42829,2568461,--,--,790,2569251,0,--,1731000,                 12.03
2016,03,2392,正崴,38862747,32809887,71672634,35589334,9548256,45137590,5123269,9403199,8531648,159562,--,23217678,--,--,3317366,26535044,0,0,0,                 45.32
2016,03,2393,億光電子,24387319,13212760,37600079,15196911,4873682,20070593,4400366,9138638,4778837,-1302525,--,17015316,--,--,514170,17529486,0,0,0,                 38.67
2016,03,2395,研華,17519101,16758146,34277247,9125205,1194736,10319941,6326091,5927374,11510902,26530,--,23790897,--,--,166409,23957306,0,0,0,                 37.61
2016,03,2397,友通資訊,3077231,858352,3935583,731574,83492,815066,1148399,791214,1209172,-22921,-5349,3120515,--,--,2,3120517,0,--,151000,                 27.21
2016,03,2399,映泰,2577465,548361,3125826,750323,81976,832299,1781000,91712,419917,898,--,2293527,--,--,--,2293527,0,--,0,                 12.88
2016,03,2401,凌陽科技,8435125,5939823,14374948,2672062,1073242,3745304,5919949,910295,1971784,253661,-63401,8992288,--,--,1637356,10629644,0,--,3559996,                 15.28
2016,03,2402,毅嘉科技,6415150,3783184,10198334,3860454,11413,3871867,3380956,2400689,1019755,64762,-539695,6326467,--,--,--,6326467,0,--,28114000,                 20.41
2016,03,2404,漢唐,12383634,2741785,15125419,8578377,320021,8898398,2382334,606937,3349386,-140428,-2628,6195601,--,--,31420,6227021,0,0,141615,                 26.02
2016,03,2405,浩鑫,4285354,750312,5035666,1319727,82407,1402134,3482273,236492,-14684,40953,-87196,3657838,--,--,-24306,3633532,0,--,8800000,                 10.78
2016,03,2406,國碩科技,16309331,9417108,25726439,9865971,5520498,15386469,3388970,2699792,285621,223857,--,6598240,--,--,3741730,10339970,0,--,0,                 19.47
2016,03,2408,南亞科,26727825,90416548,117144373,38692248,16314106,55006354,27485658,15960088,18942685,-23416,-347533,62017482,--,--,120537,62138019,0,0,687558,                 22.57
2016,03,2409,友達,151937857,267711907,419649764,118778588,108561906,227340494,96242451,59975957,15459084,1422806,--,173100298,--,--,19208972,192309270,0,--,0,                 17.99
2016,03,2412,中華電,70192227,360710583,430902810,51832034,14786511,66618545,77574465,168543064,112556092,-612823,--,358060798,--,--,6223467,364284265,0,--,0,                 46.16
2016,03,2413,環科,2418893,1928315,4347208,1657473,689689,2347162,1273592,369225,173478,183000,--,1999295,--,--,751,2000046,0,--,0,                 15.70
2016,03,2414,精技電腦,5036433,1241669,6278102,3218685,91925,3310610,1617358,309751,569242,-3236,--,2493115,--,--,474377,2967492,0,0,0,                 15.41
2016,03,2415,錩新,2779868,1397202,4177070,2175064,126843,2301907,910774,213854,446256,22765,0,1593649,--,--,281514,1875163,0,--,0,                 17.50
2016,03,2417,圓剛,2697324,2179940,4877264,682032,29731,711763,1928923,573776,421173,16352,0,2940224,0,--,1225277,4165501,0,0,0,                 15.24
2016,03,2419,仲琦,6491174,1609397,8100571,3362689,1043896,4406585,2262684,571177,387416,-16238,0,3205039,--,--,488947,3693986,0,--,0,                 14.16
2016,03,2420,新巨,2979605,3621546,6601151,2178317,1604923,3783240,1526487,135569,1123744,-10971,0,2774829,0,--,43082,2817911,0,0,0,                 18.18
2016,03,2421,建準電機,5288345,2104427,7392772,3353401,152522,3505923,2509297,365706,1038510,-59256,0,3854257,--,--,32592,3886849,0,0,0,                 15.36
2016,03,2423,固緯,1687979,1244462,2932441,519210,295885,815095,1450472,4047,633822,21916,0,2110257,--,--,7089,2117346,0,0,0,                 14.55
2016,03,2424,隴華電子,370179,93712,463891,3444,62,3506,300000,--,157340,3045,--,460385,--,--,--,460385,0,--,0,                 15.35
2016,03,2425,承啟,2119675,163738,2283413,527600,769,528369,1092488,--,681259,-18703,--,1755044,--,--,--,1755044,0,0,0,                 16.06
2016,03,2426,鼎元,3212748,1708606,4921354,1403441,131433,1534874,2927834,261034,236756,-65304,--,3360320,--,--,26160,3386480,0,--,0,                 11.48
2016,03,2427,三商電腦,2485822,1290139,3775961,1549814,115152,1664966,1873145,94774,78400,77557,-24234,2099642,--,--,11353,2110995,0,0,3000000,                 11.39
2016,03,2428,興勤電子,5033774,1911444,6945218,1515248,589534,2104782,1281127,348263,3030559,34665,--,4694614,--,--,145822,4840436,0,0,0,                 36.64
