年季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 22
2015/01,1101,台泥,92471096.0,197311739.0,289782835.0,69579858.0,57983520.00,127563378.0,36921759.0,12225234.00,50339005.0,18821699.00,--,118307697.00,--,--,43911760.00,162219457.0,0.0,--,0.0,32.04,
2015/01,1102,亞泥,75530943.0,212096147.0,287627090.0,67410775.0,52981529.00,120392304.0,33614472.0,1073920.00,96348507.0,16468033.00,--,147504932.00,--,--,19729854.00,167234786.0,0.0,0.00,0.0,43.88,
2015/01,1103,嘉泥,12473368.0,20103882.0,32577250.0,3618876.0,10309882.00,13928758.0,7768285.0,570096.00,8202652.0,1340053.00,-1149426.00,16731660.00,--,--,1916832.00,18648492.0,0.0,--,131226016.0,25.92,
2015/01,1104,環球水泥,2398494.0,17313460.0,19711954.0,2089370.0,1516837.00,3606207.0,6159697.0,28999.00,8248134.0,1514718.00,--,15951548.00,--,--,154199.00,16105747.0,0.0,--,0.0,25.9,
2015/01,1108,幸福水泥,5442970.0,2765216.0,8208186.0,2135953.0,1300489.00,3436442.0,4047380.0,0.00,665288.0,29700.00,0.00,4742368.00,--,--,29376.00,4771744.0,0.0,--,0.0,11.72,
2015/01,1109,信大水泥,2621817.0,6443209.0,9065026.0,759736.0,1297674.00,2057410.0,4210008.0,22299.00,1579272.0,149762.00,0.00,5961341.00,--,--,1046275.00,7007616.0,0.0,0.00,0.0,14.16,
2015/01,1110,東泥,1903486.0,7747273.0,9650759.0,245828.0,449739.00,695567.0,5720008.0,184916.00,2019536.0,1008307.00,-12185.00,8920582.00,--,--,34610.00,8955192.0,0.0,0.00,2112865.0,15.65,
2015/01,1201,味全公司,21266850.0,17297297.0,38564147.0,22256155.0,5618731.00,27874886.0,5060629.0,688.00,2189161.0,262641.00,--,7513119.00,--,--,3176142.00,10689261.0,0.0,0.00,0.0,14.85,
2015/01,1203,味王公司,3449135.0,4849834.0,8298969.0,1224993.0,1721095.00,2946088.0,2400000.0,112965.00,1779217.0,159448.00,-38464.00,4413166.00,--,--,939715.00,5352881.0,0.0,0.00,2293865.0,18.57,
2015/01,1210,大成長城,22276990.0,19200339.0,41477329.0,16336217.0,5019116.00,21355333.0,7363944.0,2377966.00,3150312.0,1557414.00,-306199.00,14143437.00,--,--,5978559.00,20121996.0,0.0,0.00,52894691.0,20.69,
2015/01,1213,大飲,421838.0,422077.0,843915.0,132679.0,37901.00,170580.0,514751.0,21938.00,136945.0,-299.00,--,673335.00,--,--,--,673335.0,0.0,0.00,0.0,13.08,
2015/01,1215,卜蜂企業,4480217.0,4880958.0,9361175.0,3350048.0,793214.00,4143262.0,2436282.0,967.00,1495471.0,1187197.00,--,5119917.00,--,--,97996.00,5217913.0,0.0,0.00,0.0,21.02,
2015/01,1216,統一,145993261.0,261748917.0,407742178.0,149028678.0,102583362.00,251612040.0,54634763.0,3927935.00,33249329.0,3919354.00,--,95731381.00,--,--,60398757.00,156130138.0,0.0,0.00,0.0,17.52,
2015/01,1217,愛之味,3018102.0,10622283.0,13640385.0,3417274.0,4037119.00,7454393.0,4872053.0,315295.00,125649.0,-63058.00,0.00,5249939.00,--,--,936053.00,6185992.0,0.0,0.00,0.0,10.78,
2015/01,1218,泰山企業,2689969.0,5058031.0,7748000.0,2584334.0,1825862.00,4410196.0,3533360.0,23770.00,-9289.0,-10984.00,-203876.00,3332981.00,0.00,--,4823.00,3337804.0,0.0,0.00,13680042.0,9.81,
2015/01,1219,福壽實業,3599235.0,2929631.0,6528866.0,1287003.0,1283972.00,2570975.0,3131882.0,36696.00,637508.0,2534.00,--,3808620.00,--,--,149271.00,3957891.0,0.0,0.00,0.0,12.16,
2015/01,1220,台榮,1914718.0,1100648.0,3015366.0,503817.0,290356.00,794173.0,1770779.0,537.00,386398.0,-53809.00,0.00,2103905.00,--,--,117288.00,2221193.0,0.0,--,0.0,11.88,
2015/01,1225,福懋油,3084281.0,3015269.0,6099550.0,1689274.0,1446938.00,3136212.0,2187030.0,121015.00,336745.0,11828.00,--,2656618.00,--,--,306720.00,2963338.0,0.0,0.00,0.0,12.15,
2015/01,1227,佳格,13805691.0,4622536.0,18428227.0,5047869.0,417190.00,5465059.0,7206338.0,51331.00,5144558.0,427671.00,-21182.00,12808716.00,--,--,154452.00,12963168.0,0.0,0.00,5252215.0,17.9,
2015/01,1229,聯華實業,2725803.0,22984151.0,25709954.0,2560025.0,1632391.00,4192416.0,8545383.0,707412.00,9083490.0,3124504.00,-2393.00,21458396.00,--,--,59142.00,21517538.0,0.0,--,94000.0,25.11,
2015/01,1231,聯華食品,2924556.0,3404736.0,6329292.0,1888872.0,1734458.00,3623330.0,1481131.0,72435.00,1087161.0,49510.00,--,2690237.00,0.00,--,15725.00,2705962.0,0.0,0.00,0.0,18.16,
2015/01,1232,大統益,4233042.0,590521.0,4823563.0,904354.0,98198.00,1002552.0,1599749.0,23784.00,2156173.0,0.00,--,3779706.00,--,--,41305.00,3821011.0,0.0,0.00,0.0,23.63,
2015/01,1233,天仁,736560.0,1212006.0,1948566.0,315015.0,125742.00,440757.0,905919.0,56075.00,574683.0,-42035.00,-2754.00,1491888.00,--,--,15921.00,1507809.0,0.0,0.00,60000.0,16.48,
2015/01,1234,黑松,6921347.0,14726127.0,21647474.0,1458875.0,2676114.00,4134989.0,4018711.0,184583.00,13165814.0,143377.00,0.00,17512485.00,--,--,0.00,17512485.0,0.0,0.00,0.0,43.58,
2015/01,1235,興泰,1860811.0,639718.0,2500529.0,1146682.0,63843.00,1210525.0,561688.0,41515.00,230223.0,466390.00,-9953.00,1289863.00,0.00,--,141.00,1290004.0,0.0,--,1831610.0,23.74,
2015/01,1236,宏亞食品,801752.0,2303489.0,3105241.0,578981.0,636765.00,1215746.0,1083425.0,33396.00,535396.0,237278.00,0.00,1889495.00,--,--,0.00,1889495.0,0.0,0.00,0.0,17.44,
2015/01,1262,F-綠悅,4412908.0,6972777.0,11385685.0,2040881.0,3056.00,2043937.0,1485000.0,4970783.00,2457876.0,428089.00,--,9341748.00,--,--,--,9341748.0,0.0,--,0.0,62.91,
2015/01,1301,台塑,164776956.0,270730623.0,435507579.0,48174386.0,95664547.00,143838933.0,63657408.0,11277971.00,132127349.0,84605918.00,--,291668646.00,--,--,--,291668646.0,0.0,0.00,0.0,45.82,
2015/01,1303,南亞塑膠,217272281.0,315914528.0,533186809.0,71274790.0,124690682.00,195965472.0,79308216.0,23158501.00,161677979.0,58530973.00,0.00,322675669.00,--,--,14545668.00,337221337.0,0.0,--,0.0,40.69,
2015/01,1304,台聚,32728769.0,26483655.0,59212424.0,15445696.0,12439056.00,27884752.0,11426024.0,183043.00,5758989.0,474662.00,-475606.00,17367112.00,--,--,13960560.00,31327672.0,0.0,--,111943075.0,16.85,
2015/01,1305,華夏,5691336.0,5958531.0,11649867.0,2564062.0,2852069.00,5416131.0,4683034.0,8225.00,1225233.0,44141.00,0.00,5960633.00,0.00,--,273103.00,6233736.0,0.0,0.00,0.0,12.73,
2015/01,1307,三芳化工,7630382.0,6170915.0,13801297.0,3044728.0,2741286.00,5786014.0,3749817.0,137866.00,3883088.0,244512.00,--,8015283.00,--,--,--,8015283.0,0.0,--,0.0,21.38,
2015/01,1308,亞聚,2702146.0,7203637.0,9905783.0,522765.0,349838.00,872603.0,4696769.0,14116.00,3877378.0,444917.00,0.00,9033180.00,--,--,0.00,9033180.0,0.0,0.00,0.0,19.23,
2015/01,1309,台達化工,6608662.0,3671691.0,10280353.0,4671172.0,2103621.00,6774793.0,3276518.0,473.00,-33226.0,261795.00,--,3505560.00,--,--,--,3505560.0,0.0,0.00,0.0,10.7,
2015/01,1310,台苯,3445509.0,6535066.0,9980575.0,2728897.0,1478522.00,4207419.0,5278698.0,84646.00,437724.0,-326406.00,0.00,5474662.00,--,--,298494.00,5773156.0,0.0,0.00,0.0,10.37,
2015/01,1312,國喬石化,7100762.0,17287136.0,24387898.0,3654415.0,2479197.00,6133612.0,9266203.0,112393.00,5704404.0,1025120.00,-199604.00,15908516.00,--,--,2345770.00,18254286.0,0.0,0.00,8254473.0,17.32,
2015/01,1313,聯成,23832859.0,18606747.0,42439606.0,15616106.0,8112786.00,23728892.0,11652110.0,1110928.00,4344929.0,1693181.00,-90434.00,18710714.00,--,--,0.00,18710714.0,5073000.0,0.00,8305000.0,16.17,
2015/01,1314,中石化,17028835.0,59138240.0,76167075.0,4508233.0,18092383.00,22600616.0,23199897.0,0.00,31189345.0,-1050947.00,--,53338295.00,--,--,228164.00,53566459.0,0.0,0.00,0.0,22.99,
2015/01,1315,達新工業,4037508.0,5259334.0,9296842.0,922396.0,1092242.00,2014638.0,1980000.0,62647.00,3635966.0,1722989.00,-118879.00,7282723.00,0.00,--,-519.00,7282204.0,0.0,0.00,7137000.0,38.16,
2015/01,1316,上曜,2995784.0,670131.0,3665915.0,875612.0,813007.00,1688619.0,1699079.0,117878.00,-517045.0,10822.00,-19632.00,1291102.00,0.00,--,686194.00,1977296.0,0.0,0.00,8199000.0,7.98,
2015/01,1319,東陽,10589549.0,24194894.0,34784443.0,9215981.0,7277864.00,16493845.0,5914771.0,4149257.00,6969547.0,254273.00,--,17287848.00,--,--,1002750.00,18290598.0,0.0,0.00,0.0,29.23,
2015/01,1321,大洋,1576194.0,8515425.0,10091619.0,1162431.0,3968032.00,5130463.0,2272283.0,7792.00,2709905.0,7365.00,-36189.00,4961156.00,--,--,--,4961156.0,0.0,0.00,6542716.0,22.48,
