年季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2015/03,2436,偉詮電,2943310,310136,3253446,574491,91509,666000,2214000,1960,704114,-337377,0,2582697,--,--,4749,2587446,0,0,0,11.67
2015/03,2437,旺詮,3853078,2113328,5966406,1532139,1031677,2563816,665722,1521557,1011089,204222,0,3402590,--,--,0,3402590,0,0,0,51.11
2015/03,2438,翔耀實業,301070,758138,1059208,225279,156883,382162,752159,0,-244137,-84193,0,423829,--,--,253217,677046,0,0,0,5.63
2015/03,2439,美律,7239057,4059303,11298360,3818363,1826882,5645245,1850273,1342694,2169717,325618,-103058,5585244,--,--,67871,5653115,0,0,2269000,30.56
2015/03,2440,太空梭,1479486,846752,2326238,1130704,46095,1176799,1391173,9128,-331978,81116,--,1149439,--,--,--,1149439,0,0,0,8.26
2015/03,2441,超豐電子,7608493,7748465,15356958,1893409,165530,2058939,5688459,394153,7215407,0,--,--,--,--,--,13298019,0,--,0,23.38
2015/03,2442,新美齊,4259006,552009,4811015,2252906,326469,2579375,1962155,9538,245773,-9406,--,2208060,--,--,23580,2231640,0,0,0,11.25
2015/03,2443,新利虹,1532910,819263,2352173,199692,99636,299328,1456870,134211,304168,93992,--,1989241,0,--,63604,2052845,0,--,0,13.65
2015/03,2444,友旺科技,882347,656921,1539268,405303,288773,694076,854375,36471,-45654,0,--,845192,--,--,0,845192,0,0,0,9.89
2015/03,2448,晶電,33686915,52795751,86482666,22355236,5771742,28126978,11015131,43228766,2936035,-406035,-908612,55865285,--,--,2490403,58355688,0,0,25845732,51.94
2015/03,2449,京元電,11970513,28162606,40133119,5832897,12255412,18088309,11922944,6313848,4145685,283329,-625814,22039992,--,--,4818,22044810,0,0,30000000,18.96
2015/03,2450,神腦,7340175,2680732,10020907,4472511,129099,4601610,2582527,686901,2562110,84563,-492770,5423331,--,--,-4034,5419297,0,--,10000000,21.85
2015/03,2451,創見資訊,18908065,4135636,23043701,2820294,468922,3289216,4307617,4799075,10610476,37317,--,19754485,--,--,--,19754485,0,0,0,45.86
2015/03,2453,凌群,2127853,782750,2910603,1012320,154644,1166964,1000000,511,704477,12082,0,1717070,--,--,26569,1743639,0,0,0,17.17
2015/03,2454,聯發科,226395661,121019276,347414937,107418667,2921616,110340283,15715837,88369498,123810763,8323414,-55970,236163542,--,--,911112,237074654,1806,0,7794085,151.02
2015/03,2455,全新,2177013,1718227,3895240,435597,167,435764,2465412,106704,909664,-22304,--,--,--,--,--,3459476,0,0,0,14.03
2015/03,2456,奇力新,4406234,4069635,8475869,2703048,1993481,4696529,1269692,418700,1776970,241225,0,3706587,0,--,72753,3779340,0,0,0,29.19
2015/03,2457,飛宏科技,6009477,5424811,11434288,3560785,2113028,5673813,2776884,1026456,1586387,381100,--,5770827,--,--,-10352,5760475,0,--,0,20.78
2015/03,2458,義隆,6918925,2234126,9153051,1766940,508829,2275769,4411448,976488,1785115,158596,-471138,6860509,0,--,16773,6877282,0,0,24783789,16.48
2015/03,2459,敦吉,6243629,2590238,8833867,3182781,626771,3809552,1124606,698937,2321791,706862,-125825,4726371,--,--,297944,5024315,0,0,4054000,43.6
2015/03,2460,建通精密,3992699,2407917,6400616,2355443,950733,3306176,1715980,270187,672882,450344,-14953,3094440,--,--,--,3094440,0,0,1613000,18.2
2015/03,2461,光群雷射,3641045,2297427,5938472,1497287,1229578,2726865,1471665,441508,722690,174334,-199205,2610992,--,--,600615,3211607,0,--,14158000,19.63
2015/03,2462,良得電,3002111,1165202,4167313,1698481,320731,2019212,1053374,154168,846192,94367,--,2148101,--,--,--,2148101,0,0,0,20.39
2015/03,2464,盟立,5458265,1868772,7327037,3474064,316120,3790184,1916972,262505,1284175,73047,--,3536699,--,--,154,3536853,0,0,0,18.45
2015/03,2465,麗臺科技,1061369,565846,1627215,840799,69507,910306,1071746,19163,-401369,4636,--,694176,--,--,22733,716909,0,0,0,6.48
2015/03,2466,冠西電,1943093,1438048,3381141,1035422,743586,1779008,1438073,300403,-208381,70558,--,1600653,--,--,1480,1602133,0,--,0,11.13
2015/03,2467,志聖工業,4079767,1935764,6015531,2721992,548217,3270209,1587445,321548,666254,106707,--,2681954,--,--,63368,2745322,0,--,0,16.89
2015/03,2468,華經,894886,509704,1404590,302582,9574,312156,699612,62361,335249,-4788,--,1092434,--,--,--,1092434,0,--,0,15.61
2015/03,2471,資通,929322,103893,1033215,195273,140891,336164,472539,182149,41774,4576,-3987,697051,--,--,--,697051,0,0,318000,14.85
2015/03,2472,立隆電子,4886856,3388068,8274924,2973352,435469,3408821,1311948,628395,943711,131748,-75685,2940117,--,--,1925986,4866103,0,0,2975000,22.93
2015/03,2474,可成科技,93128643,67919576,161048219,41930902,8375039,50305941,7703911,20274286,75761705,6813375,--,110553277,--,--,189001,110742278,0,--,0,143.5
2015/03,2475,華映,43281484,57408166,100689650,61379106,25234930,86614036,64794541,386219,-56564448,-2762383,--,5853929,--,--,8221685,14075614,0,0,0,0.9
2015/03,2476,鉅祥,4745351,2018710,6764061,1154002,475533,1629535,1800523,475593,2058978,151909,--,4487003,--,--,647523,5134526,0,0,0,24.92
2015/03,2477,美隆電,3487464,2298819,5786283,1647752,529498,2177250,2388151,4311,746628,150814,--,3289904,--,--,319129,3609033,0,0,0,13.78
2015/03,2478,大毅,4011631,3196998,7208629,1101407,797731,1899138,2619933,1395867,1139925,179736,-93136,5242325,--,--,67166,5309491,0,0,6140000,20.49
2015/03,2480,敦陽科技,3418946,639826,4058772,1344308,23578,1367886,1329504,259048,1064514,37820,0,2690886,--,--,0,2690886,0,0,0,20.24
2015/03,2481,強茂,9373156,11980628,21353784,6542389,6771591,13313980,3889914,2439964,815864,148045,-8691,7285096,--,--,754708,8039804,0,--,851000,18.77
2015/03,2482,連宇,690720,445308,1136028,195343,82022,277365,620725,80744,147758,7820,--,857047,--,--,1616,858663,0,0,0,13.81
2015/03,2483,百容,1642425,1086842,2729267,317537,20780,338317,1133338,640809,511377,125229,-32541,2378212,--,--,12738,2390950,0,0,2677000,21.49
2015/03,2484,希華,2143133,1970272,4113405,615774,626693,1242467,1594210,882183,438698,-47049,--,2868042,--,--,2896,2870938,0,--,0,17.99
2015/03,2485,兆赫電子,7873089,2300491,10173580,2712546,214146,2926692,3176890,505736,3465852,59161,--,7207639,--,--,39249,7246888,0,0,0,22.69
2015/03,2486,一詮精密,5485127,3752384,9237511,3717163,1464270,5181433,2052546,1451303,427742,132546,-32506,4031631,--,--,24447,4056078,0,0,3144000,19.95
2015/03,2488,漢平,1909997,668897,2578894,599175,234142,833317,799994,33594,842803,55251,--,1731642,--,--,13935,1745577,0,0,0,21.65
2015/03,2489,瑞軒,15313972,6186125,21500097,6850448,785021,7635469,8343620,2661686,2301430,498649,-308632,13496753,--,--,367875,13864628,0,0,20600000,16.59
2015/03,2491,吉祥全,647187,1601449,2248636,1473227,190709,1663936,645500,46196,-303716,0,--,387980,--,--,196720,584700,0,0,0,6.01
2015/03,2492,華新科,14473348,11453238,25926586,7906939,2675976,10582915,5600000,5140335,2288631,667943,-92821,13604088,--,--,1739583,15343671,0,--,6070073,24.56
2015/03,2493,揚博科技,2220163,653630,2873793,668630,98575,767205,1144373,322023,609623,30569,--,--,--,--,--,2106588,0,0,0,18.41
2015/03,2495,普安,3278425,1204778,4483203,280459,75941,356400,2839435,86215,1278521,-17128,-60240,4126803,--,--,0,4126803,0,0,4262000,14.76
2015/03,2496,卓越成功,137391,17136,154527,90978,0,90978,461336,8895,-406682,--,--,--,--,--,--,63549,0,0,0,1.38
2015/03,2497,怡利電子,2243654,1234196,3477850,1341162,95827,1436989,1187985,216787,614017,22072,--,2040861,--,--,--,2040861,0,--,0,17.18
2015/03,2498,宏達電,89845006,46413487,136258493,66951807,536336,67488143,8282722,15311375,43504416,1872792,-200955,68770350,--,--,--,68770350,0,0,4110000,83.44
2015/03,2499,東貝光電,10498059,7255656,17753715,8269916,2891522,11161438,3206690,2910812,340397,59406,-77186,6440119,--,--,152158,6592277,0,0,4970000,20.4
2015/03,2501,國建,41226734,19117405,60344139,23467510,11259366,34726876,16565158,10407,7574016,622707,--,24772288,--,--,844975,25617263,0,0,0,14.95
2015/03,2504,國產,19720894,43904721,63625615,14728239,19337025,34065264,15192983,1091492,7101762,811250,-170932,24026555,--,--,5533796,29560351,0,0,25361686,16.08
2015/03,2505,國揚實業,12836255,2906524,15742779,8320354,165277,8485631,5765825,487251,1000645,3427,0,7257148,--,--,0,7257148,0,0,0,12.59
2015/03,2506,太設,8669193,6420996,15090189,5652970,1978329,7631299,3870000,373600,1966003,302020,-190851,6320772,--,--,1138118,7458890,0,--,25347994,17.48
2015/03,2509,全坤建,8787993,576679,9364672,6037307,82632,6119939,1517520,919902,555046,-20515,--,2971953,--,--,272780,3244733,0,0,0,19.58
2015/03,2511,太子,32058409,21189379,53247788,13511432,16149372,29660804,16623418,1981794,3562275,1143487,-60440,23250534,--,--,336450,23586984,0,0,39671094,14.33
2015/03,2515,中工,28098182,9837638,37935820,12652351,4425567,17077918,15308998,69688,5892646,-583631,--,20687701,--,--,170201,20857902,0,--,0,13.51
2015/03,2516,新建,6525057,1873445,8398502,4784244,574857,5359101,2314775,6450,559641,152621,-45284,2988203,--,--,51198,3039401,0,0,5199000,13.21
2015/03,2520,冠德,34472288,8670379,43142667,23046628,7795991,30842619,5037910,1339600,4365861,4098,-71196,10676273,--,--,1623775,12300048,0,--,10625450,21.65
2015/03,2524,京城,29293217,629223,29922440,17646188,1659608,19305796,3838202,26102,6752340,0,--,10616644,--,--,--,10616644,0,0,0,27.66
2015/03,2527,宏璟,9667890,5637699,15305589,3970373,3634637,7605010,2703060,263839,2482542,2258365,-455812,7251994,--,--,448585,7700579,0,0,8547695,27.7
2015/03,2528,皇普建設,959009,803792,1762801,297077,189961,487038,1210854,17528,47381,0,--,--,--,--,--,1275763,52631,--,0,10.54
2015/03,2530,華建,8706872,244521,8951393,5897693,34820,5932513,2707525,8828,245023,0,-35955,2925421,--,--,93459,3018880,0,0,2676640,10.91
2015/03,2534,宏盛,22562083,3803735,26365818,12996882,4500125,17497007,5890910,1937836,898634,141431,--,--,--,--,--,8868811,0,0,0,15.06
2015/03,2535,達工,12000967,2743575,14744542,5982145,4164984,10147129,2196229,1176004,1102875,62974,-151331,4386751,0,--,210662,4597413,0,0,13627785,21.3
2015/03,2536,宏普建設,18364625,1523249,19887874,8690429,5296,8695725,3328087,2041583,5758170,64309,--,--,--,--,--,11192149,0,0,0,33.63
2015/03,2537,聯上開發,7033792,22319,7056111,3239928,392473,3632401,2675907,564732,183071,0,--,--,--,--,--,3423710,0,0,0,13.82
2015/03,2538,基泰建設,12859515,5749873,18609388,6194320,3398720,9593040,4325338,202509,4185178,83432,--,8796457,--,--,219891,9016348,0,0,0,20.94
2015/03,2539,櫻花建設,8336192,166967,8503159,2799732,1298604,4098336,2863656,49903,1491264,0,0,--,--,--,--,4404823,0,0,0,15.38
2015/03,2540,愛山林,4753034,1233187,5986221,1668118,660487,2328605,1466000,2075556,115744,0,0,3657300,--,--,316,3657616,0,0,0,24.95
2015/03,2542,興富發,113319031,2128788,115447819,79751498,2156306,81907804,11666266,2419573,15285069,-1593,-12583,29356732,--,--,4183283,33540015,0,0,14702037,25.48
2015/03,2543,皇昌營造,4546026,742543,5288569,2424643,106461,2531104,2419837,37087,122720,0,0,2579644,--,--,177821,2757465,0,0,0,10.66
2015/03,2545,皇翔,33276832,9998597,43275429,26877312,6741877,33619189,3277348,672599,5706293,--,--,9656240,--,--,0,9656240,0,0,0,29.46
2015/03,2546,根基,4281941,350499,4632440,2531751,52616,2584367,1060357,515312,488698,-16394,0,2047973,--,--,100,2048073,0,0,0,19.31
2015/03,2547,日勝,49035451,24028854,73064305,51729399,6526600,58255999,8944192,4676046,802638,1535,0,14424411,--,--,383895,14808306,0,--,0,16.13
2015/03,2548,華固建設,36688469,123397,36811866,21146946,1569184,22716130,2768127,374475,10428842,150276,-850,13720870,--,--,374866,14095736,0,0,174354,49.6
2015/03,2597,潤弘精密,5121806,5978280,11100086,3906235,1802268,5708503,1350000,771632,944300,881813,--,3947745,0,--,1443838,5391583,0,0,0,29.24
2015/03,2601,益航,13865326,25349650,39214976,13535094,12177940,25713034,3776172,2439444,1694153,840860,-138487,8612142,--,--,4889800,13501942,0,0,6734000,23.22
2015/03,2603,長榮海運,51959538,141829408,193788946,40439970,86863734,127303704,35123560,7986187,15448633,3973901,--,62532281,--,--,3952961,66485242,0,0,0,17.8
2015/03,2605,新興,7188595,21658054,28846649,3274776,6060810,9335586,5683042,39243,10879564,331825,--,16933674,--,--,2577389,19511063,0,0,0,29.8
2015/03,2606,裕民,29231020,35824065,65055085,13755042,23402768,37157810,8580167,225410,16669645,2557057,-135004,27897275,--,--,0,27897275,0,0,3848000,32.66
2015/03,2607,榮運,4727665,29570243,34297908,1903999,10949599,12853598,10671411,4264046,4995855,1368182,--,21299494,--,--,144816,21444310,0,0,0,19.96
2015/03,2608,嘉里大榮,2230930,9949821,12180751,2153281,2043440,4196721,4835825,449826,2669443,24550,0,7979644,0,--,4386,7984030,0,0,0,16.5
2015/03,2609,陽明海運,34189612,115487788,149677400,44200847,73266799,117467646,30044401,5449729,-3496374,-596908,--,31400848,--,--,808906,32209754,0,--,0,10.45
2015/03,2610,華航,44819131,179633644,224452775,62236740,101676255,163912995,54708901,798351,2741764,7201,-43372,58212845,--,--,2326935,60539780,0,--,2888780,10.65
2015/03,2611,志信,1608859,3061866,4670725,1367473,464094,1831567,1756199,1179,886323,-119257,0,2524444,--,--,314714,2839158,0,0,0,14.37
2015/03,2612,中航,5209310,16173674,21382984,2442343,7888936,10331279,2564736,53411,7936558,497000,0,11051705,--,--,0,11051705,0,0,0,43.09
2015/03,2613,中櫃,833764,5079997,5913761,935441,2337534,3272975,998058,2644,2323232,3906,-686429,2641411,--,--,-625,2640786,0,0,15538000,31.35
2015/03,2614,東森,5779555,13231772,19011327,5964464,6365991,12330455,6959874,12163,-854976,108456,0,6225517,--,--,455355,6680872,0,0,0,8.94
2015/03,2615,萬海,31224259,50319684,81543943,19297007,26280456,45577463,22182975,1261681,12005275,328118,0,35778049,--,--,188431,35966480,0,0,0,16.13
2015/03,2616,山隆通運,1808999,3826067,5635066,1603174,1136994,2740168,1130088,333969,1257307,40459,-31863,2729960,--,--,164938,2894898,0,0,1353454,24.45
2015/03,2617,台航,1477788,11575559,13053347,705992,2280074,2986066,4172945,334382,5021808,538146,--,10067281,--,--,--,10067281,0,--,0,24.13
2015/03,2618,長榮航空,57691803,132274073,189965876,56136732,78188828,134325560,38589450,6237027,6726319,-1479947,--,50072849,--,--,5567467,55640316,0,0,0,12.98
2015/03,2634,漢翔公司,23370153,6815395,30185548,16017747,3028281,19046028,9082615,0,2025915,30990,0,--,0,0,--,11139520,0,0,0,12.26
2015/03,2637,F-慧洋,3869366,80251336,84120702,8529326,46536393,55065719,5116477,2463614,9795365,11524367,0,28899823,--,--,155160,29054983,0,0,0,56.48
2015/03,2642,宅配通,1406245,684514,2090759,463138,17370,480508,954670,300082,279151,76348,--,1610251,--,--,--,1610251,0,0,0,16.87
2015/03,2701,萬企,1119962,6646616,7766578,156661,885526,1042187,3979855,0,1948954,795582,--,--,--,--,--,6724391,0,0,0,16.9
2015/03,2702,華園,434797,3512121,3946918,1750023,986569,2736592,945835,2169,172020,90302,--,1210326,--,--,--,1210326,0,0,0,12.8
2015/03,2704,國賓,3516092,8690049,12206141,1313952,1709124,3023076,3669234,2925258,1829515,715979,0,9139986,--,--,43079,9183065,0,0,0,24.91
2015/03,2705,六福,2387744,8275213,10662957,3161172,2446930,5608102,3302410,--,1752445,--,--,5054855,--,--,--,5054855,0,0,0,15.31
2015/03,2706,第一店,2229225,6642704,8871929,153147,1048885,1202032,4202267,76031,2493967,897632,--,--,--,--,--,7669897,0,0,0,18.25
2015/03,2707,晶華酒店,1555722,5668757,7224479,1741477,1943103,3684580,1267458,103299,2084672,-28495,--,3426934,--,--,112965,3539899,0,0,0,27.04
2015/03,2712,遠雄來,75103,1502888,1577991,246569,38035,284604,1050000,114815,128572,--,--,--,--,--,--,1293387,0,0,0,12.32
2015/03,2722,夏都,177067,1619795,1796862,204804,11499,216303,954460,170663,463344,-7908,--,--,--,--,--,1580559,0,0,0,16.56
2015/03,2723,F-美食,5242324,6844909,12087233,3449075,1110760,4559835,1411200,2681126,2854479,531070,--,7477875,--,--,49523,7527398,0,--,0,52.99
2015/03,2727,王品,5781333,3678844,9460177,4493153,211907,4705060,769879,2038109,717698,70850,--,3596536,--,--,1158581,4755117,0,--,0,46.72
2015/03,2731,雄獅旅遊,4560200,559071,5119271,2857910,51355,2909265,700000,815850,680471,4922,--,2201243,--,--,8763,2210006,0,0,0,31.45
2015/03,2841,台灣土地,10415053,18371347,28786400,9271902,3690699,12962601,7258813,316057,8518553,7427,-281456,15819394,--,--,4405,15823799,0,0,24899000,22.57
2015/03,2901,欣欣大眾,376400,619964,996364,45132,88699,133831,730433,410,131376,314,0,--,--,--,--,862533,0,0,0,11.81
2015/03,2903,遠百,14610453,89570409,104180862,38132793,29055526,67188319,14391956,3498174,7496809,4600074,-273365,29713648,--,--,7278895,36992543,0,--,18353004,20.91
2015/03,2904,匯僑,693919,325253,1019172,58952,17338,76290,690344,3494,242321,1664,--,937823,--,--,5059,942882,0,0,0,13.58
2015/03,2906,高林實,3771530,1061669,4833199,1339252,241979,1581231,2119817,88085,1030793,-77863,-45682,3115150,--,--,136818,3251968,0,0,2870585,14.9
2015/03,2908,特力,14005564,12043695,26049259,12761436,5841060,18602496,5098875,673456,1654274,16624,0,7443229,0,--,3534,7446763,0,0,0,14.6
2015/03,2910,統領,1541588,3979227,5520815,2055912,1276884,3332796,2087250,466977,919785,-2452,-1283541,2188019,--,--,0,2188019,0,0,33322000,12.47
2015/03,2911,麗嬰房,4990407,3177451,8167858,3885129,1005288,4890417,2112958,919163,65377,145583,-88134,3154947,--,--,122494,3277441,0,--,6244000,15.39
2015/03,2912,統一超,48747232,39868565,88615797,50843270,8149055,58992325,10396223,7094,14859296,637315,--,25899928,--,--,3723544,29623472,0,0,0,24.91
2015/03,2913,台灣農林,2621130,23154764,25775894,502695,9203073,9705768,7834900,1818798,6518900,0,-102472,16070126,--,--,0,16070126,0,--,7490000,20.71
2015/03,2915,潤泰全球,5738666,45691817,51430483,7944783,16756642,24701425,9414343,12267811,15925351,-22728826,-655691,14222988,--,--,12506070,26729058,0,--,46914600,15.9
2015/03,2923,F-鼎固,50387186,75783677,126170863,14849893,52712922,67562815,17402970,201861,31129527,6901428,--,55635786,--,--,2972262,58608048,0,--,0,31.97
2015/03,2929,F-淘帝,4579816,740083,5319899,1680661,316446,1997107,580800,1318627,1209916,213449,0,3322792,--,--,--,3322792,0,--,0,57.21
2015/03,3002,歐格電子,1314565,340886,1655451,82394,239462,321856,1020000,14767,227502,71326,0,1333595,--,--,0,1333595,0,0,0,13.07
2015/03,3003,健和興,4035395,1224349,5259744,800534,388644,1189178,1556549,610987,1837845,57370,0,4062751,--,--,7815,4070566,0,0,0,26.1
2015/03,3004,豐達科技,714795,1587257,2302052,627206,425621,1052827,526472,340105,377431,5217,0,1249225,0,--,0,1249225,0,0,0,23.73
2015/03,3005,神基科技,14351213,8871532,23222745,7549053,819952,8369005,5820362,2571143,4321103,963063,-93329,13582342,--,--,1271398,14853740,0,0,4631000,23.52
2015/03,3006,晶豪科技,7234718,1509387,8744105,2253391,39299,2292690,2725144,141738,3612004,215661,-136787,6557760,--,--,-106345,6451415,0,--,13389000,25.31
2015/03,3008,大立光,54867435,22563075,77430510,18933376,1678045,20611421,1341402,1555729,53514896,407062,0,56819089,--,--,0,56819089,0,0,0,423.58
2015/03,3010,華立,19549919,7677460,27227379,12048089,4530708,16578797,2313901,1348767,5608207,458419,--,9729294,--,--,919288,10648582,0,--,0,42.05
2015/03,3011,今皓,1381190,799938,2181128,715113,65206,780319,1127192,226697,-2651,49571,--,1400809,--,--,--,1400809,0,0,0,12.43
2015/03,3013,晟銘電子,1758138,1657958,3416096,781803,399648,1181451,1779350,15415,432602,7278,0,2234645,--,--,--,2234645,0,0,0,12.56
2015/03,3014,聯陽,3518803,909062,4427865,726889,105909,832798,1578903,1723612,405378,-30943,-81883,3595067,--,--,--,3595067,0,0,3399000,23.27
2015/03,3015,全漢,9670236,4432506,14102742,5527066,46927,5573993,1922620,1333069,2071584,2945664,0,8272937,--,--,255812,8528749,0,0,0,43.03
2015/03,3016,嘉晶,657132,555102,1212234,127241,9244,136485,940518,102437,31161,1633,--,1075749,--,--,--,1075749,0,0,0,11.44
2015/03,3017,奇鋐科技,18524547,7405712,25930259,13485822,3577840,17063662,3533101,1796790,2622461,727343,--,8679695,--,--,186902,8866597,0,--,0,24.57
2015/03,3018,同開科技,929187,214900,1144087,355752,202367,558119,524239,66347,27183,-911,-30890,585968,--,--,--,585968,0,0,1918000,11.6
2015/03,3019,亞洲光學,15822787,7043104,22865891,5972370,583432,6555802,2810839,5764809,2331490,712437,--,11619575,--,--,4690514,16310089,0,0,0,41.34
2015/03,3021,鴻名企業,1368819,501567,1870386,627208,44492,671700,1079594,6250,104578,54257,-46103,1198576,--,--,110,1198686,0,0,3500000,11.47
2015/03,3022,威強電,9613241,3915712,13528953,5643916,527998,6171914,3283144,972501,2841575,259819,--,7357039,--,--,0,7357039,0,0,0,22.41
2015/03,3023,信邦電子,8719184,2357939,11077123,5235552,374468,5610020,2158298,836746,2142716,266354,0,5404114,--,--,62989,5467103,0,0,0,25.1
2015/03,3024,憶聲電子,2650651,2719296,5369947,2697150,276486,2973636,2821575,103588,-566786,73768,-36797,2395348,0,--,963,2396311,0,--,5000000,8.64
2015/03,3025,星通,637044,282761,919805,97191,69101,166292,709206,49419,-8413,-45,--,750167,--,--,3346,753513,0,0,0,10.58
2015/03,3026,禾伸堂,8536920,4034470,12571390,3408154,139593,3547747,2242154,3608369,2278320,221590,0,8350433,--,--,673210,9023643,0,--,0,37.24
2015/03,3027,盛達電業,1924897,802045,2726942,1031911,89141,1121052,976344,273140,281725,71766,-2842,1600133,--,--,5757,1605890,0,0,254000,16.43
2015/03,3028,增你強,13490236,914375,14404611,9007805,196192,9203997,2138249,1080037,983438,998890,--,5200614,--,--,0,5200614,0,0,0,24.32
2015/03,3029,零壹科技,2518856,447669,2966525,1061081,37733,1098814,1211933,417806,256964,-23826,--,1862877,--,--,4834,1867711,0,--,0,15.37
2015/03,3030,德律科技,4812856,2294833,7107689,1273475,157723,1431198,2362160,53290,3229062,31979,--,5676491,--,--,--,5676491,0,0,0,24.03
2015/03,3031,佰鴻工業,2367038,1498478,3865516,756335,160889,917224,1966742,461790,338326,-76350,0,2690508,--,--,257784,2948292,0,0,0,13.68
2015/03,3032,偉訓科技,2497535,709414,3206949,1362498,27187,1389685,1032856,139493,566982,63708,0,1803039,--,--,14225,1817264,0,0,0,17.46
2015/03,3033,威健,16040730,385153,16425883,11441387,330406,11771793,2830094,703993,1008096,111907,--,4654090,--,--,--,4654090,0,0,0,16.45
2015/03,3034,聯詠,34505779,5971008,40476787,13165053,278580,13443633,6085115,3287822,17498667,161550,0,27033154,--,--,0,27033154,0,0,0,44.43
2015/03,3035,智原,4352389,2547914,6900303,1462718,230897,1693615,2485503,648384,2129245,77395,-140449,5200078,--,--,6610,5206688,0,0,3000000,21.18
2015/03,3036,文曄科技,47635038,3380328,51015366,32214371,2268012,34482383,4476377,6278786,3964009,1813283,--,16532455,--,--,528,16532983,0,0,0,36.93
2015/03,3037,欣興電子,48023404,59589693,107613097,35665459,24432946,60098405,15386060,8810706,18432030,1362612,-822527,43168881,--,--,4345811,47514692,0,0,42174000,28.85
2015/03,3038,全台,2810407,816257,3626664,1104921,307564,1412485,2211076,13836,154201,-84881,-160526,2133706,--,--,80473,2214179,0,5000000,8794388,10.29
2015/03,3040,遠見,1184359,630785,1815144,122676,45472,168148,630000,12232,821506,183258,--,1646996,--,--,0,1646996,0,0,0,26.14
2015/03,3041,揚智,4827686,1428469,6256155,749134,37907,787041,3031611,1139615,1320271,19050,-41433,5469114,--,--,0,5469114,0,0,3200000,18.23
2015/03,3042,晶技,8560635,6554303,15114938,3534390,1658730,5193120,3097570,1662181,3701532,1461341,-806,9921818,--,--,0,9921818,0,--,20000,32.03
2015/03,3043,科風,1037606,565017,1602623,1410353,60759,1471112,1948781,1048393,-2813476,-35928,0,147770,--,--,-16259,131511,0,0,0,0.76
2015/03,3044,健鼎科技,43510956,17814391,61325347,30098531,1745023,31843554,5256059,325651,22027554,1872529,--,29481793,--,--,0,29481793,0,0,0,56.09
2015/03,3045,台灣大,31264956,123607149,154872105,64808470,28446809,93255279,34208328,14715830,38019245,-1487650,-29717344,55738409,--,--,5878417,61616826,0,0,698751601,20.48
2015/03,3046,建碁,1331307,515450,1846757,832805,82732,915537,1186276,-45808,-472074,260117,--,928511,--,--,2709,931220,0,0,0,7.83
2015/03,3047,訊舟科技,3803813,750597,4554410,1861541,58215,1919756,1988890,220520,163186,35872,-65252,2343216,--,--,291438,2634654,0,0,7425120,12.24
2015/03,3048,益登,14714340,668740,15383080,11178705,1009831,12188536,2023387,121162,818449,224519,0,3187517,--,--,7027,3194544,0,--,0,15.75
2015/03,3049,和鑫,4272346,11934622,16206968,7870106,706135,8576241,7369485,61616,213029,-13403,--,7630727,--,--,--,7630727,0,0,0,10.35
2015/03,3050,鈺德科技,1007793,1971287,2979080,436312,276200,712512,1680671,461165,91868,84177,-51313,2266568,--,--,0,2266568,0,7000000,7000000,14.71
2015/03,3051,力特光電,3592344,7790080,11382424,2788124,6569110,9357234,3253324,0,-1229295,1161,--,2025190,--,--,0,2025190,0,0,0,6.22
2015/03,3052,夆典,7834822,447523,8282345,5236705,10704,5247409,2330045,199605,631301,8277,-255837,2913391,--,--,121545,3034936,0,0,28124802,14.22
2015/03,3054,立萬利,913825,750940,1664765,530930,3245,534175,1080882,36857,36164,-23313,--,1130590,--,--,--,1130590,0,0,0,10.46
2015/03,3055,蔚華科技,2485169,987737,3472906,921667,71408,993075,1318757,209173,926561,35193,-17830,2471854,--,--,7977,2479831,0,0,443582,18.81
2015/03,3056,總太地產,9701885,443890,10145775,6215469,2196,6217665,1993471,775362,1154106,5171,--,3928110,--,--,0,3928110,0,0,0,19.7
2015/03,3057,喬鼎資訊,2040974,1025869,3066843,719702,45961,765663,1620062,314954,326767,71068,-35750,2297101,--,--,4079,2301180,0,0,1000000,14.27
2015/03,3058,立德電子,3228042,2216344,5444386,2528634,16494,2545128,1715194,591161,298665,310109,-16158,2898971,--,--,287,2899258,0,0,1513000,17.05
2015/03,3059,華晶科技,9697913,5996513,15694426,5265924,700218,5966142,2702538,1933766,4531655,586457,-33255,9721161,--,--,7123,9728284,0,0,980973,36.1
2015/03,3060,銘異,5436716,2443613,7880329,2178993,659979,2838972,1742020,1578072,1985382,-483343,--,4822131,--,--,219226,5041357,0,0,0,27.68
2015/03,3062,建漢科技,6339476,2529903,8869379,3134487,112374,3246861,3293914,527297,1698492,102815,0,5622518,--,--,0,5622518,0,0,0,17.07
2015/03,3090,日電貿,5504823,880956,6385779,3128763,381100,3509863,1669693,413006,647321,72729,--,2802749,--,--,73167,2875916,0,--,0,16.79
2015/03,3094,聯傑國際,986197,319573,1305770,51211,23450,74661,832551,283187,114364,1003,0,1231105,--,--,4,1231109,0,0,0,14.79
