年季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2015/03,1723,中碳,3273330,4688727,7962057,1497006,134532,1631538,2369044,650265,3486156,-30730,-144216,6330519,0,--,0,6330519,0,--,5827537,27.4
2015/03,1724,台硝,793561,1672481,2466042,487745,122272,610017,1278139,9826,570836,-2776,--,1856025,--,--,--,1856025,0,--,0,14.52
2015/03,1725,元禎,3778034,724064,4502098,2006530,75491,2082021,1825010,3550,495815,111756,-16054,2420077,--,--,0,2420077,0,0,1115000,13.34
2015/03,1726,永記造漆,7011496,2141138,9152634,989675,411608,1401283,1620000,109005,5955825,66521,0,7751351,--,--,0,7751351,0,0,0,47.85
2015/03,1727,中華化學,1082081,1153454,2235535,802014,25260,827274,1102500,9324,281980,3797,0,1397601,--,--,10660,1408261,0,0,0,12.68
2015/03,1729,必翔實業,2754790,1951419,4706209,604767,163059,767826,1854142,883930,72761,54304,-28532,2836605,--,--,1101778,3938383,0,0,990000,15.38
2015/03,1730,花仙子,1067328,634849,1702177,532474,25975,558449,534812,20082,367415,39172,0,961481,0,--,182247,1143728,0,0,0,17.98
2015/03,1731,美吾華,1375243,1229831,2605074,677999,207639,885638,1329152,209037,165204,16043,--,1719436,--,--,--,1719436,0,--,0,12.94
2015/03,1732,毛寶,337290,239905,577195,102350,27000,129350,424439,2690,19404,1312,--,447845,--,--,--,447845,0,0,0,10.55
2015/03,1733,五鼎,1380889,1150182,2531071,305180,400163,705343,985314,204800,636878,-1792,--,1825200,--,--,528,1825728,0,--,0,18.52
2015/03,1734,杏輝藥品,2227432,3826737,6054169,908722,1278888,2187610,1612712,1199760,289539,51518,--,3153529,--,--,713030,3866559,0,0,0,19.55
2015/03,1735,日勝化,1988002,886966,2874968,1313632,122527,1436159,993880,98017,308883,38029,0,1438809,--,--,0,1438809,0,--,0,14.48
2015/03,1736,喬山健康,16706368,4210704,20917072,11386398,890538,12276936,3040166,54921,5366386,175374,--,8636847,--,--,3289,8640136,0,0,0,28.41
2015/03,1737,臺鹽,2279431,4536467,6815898,399294,571948,971242,2000000,2488261,1377728,-21333,--,5844656,--,--,--,5844656,0,0,0,29.22
2015/03,1762,中化合成,769748,1964463,2734211,571354,372314,943668,775600,334323,668719,-16329,--,1762313,--,--,28230,1790543,0,--,0,22.72
2015/03,1773,勝一化工,2101480,2873779,4975259,788332,309747,1098079,1500000,101368,2223144,52668,--,3877180,--,--,--,3877180,0,0,0,25.85
2015/03,1783,和康生技,530721,447492,978213,57762,68570,126332,708470,177558,-34555,408,0,851881,--,--,0,851881,0,0,0,12.02
2015/03,1786,科妍,631869,460395,1092264,97630,53186,150816,535000,482118,49857,279,-125806,941448,--,--,--,941448,0,0,1900000,18.25
2015/03,1789,台灣神隆,5715866,6278706,11994572,2198743,95315,2294058,7310829,1264413,1010639,114633,--,9700514,--,--,--,9700514,0,0,0,13.27
2015/03,1802,台玻,25822196,74389666,100211862,36849930,14762070,51612000,23780608,382968,17951256,2834123,--,44948955,--,--,3650907,48599862,0,0,0,18.9
2015/03,1805,寶徠,1191396,109063,1300459,543237,46210,589447,802654,51614,-143256,0,0,711012,--,--,0,711012,0,--,0,8.86
2015/03,1806,冠軍,6394843,7537557,13932400,3863934,2469198,6333132,4373351,147735,2122693,976573,-21084,7599268,--,--,0,7599268,0,0,2961000,17.49
2015/03,1808,潤隆,14330953,1167183,15498136,8825132,2059347,10884479,2158502,1336862,1118293,0,--,--,--,--,--,4613657,0,0,0,21.37
2015/03,1809,中釉,3848493,2108035,5956528,963364,460149,1423513,1898204,127981,1438539,160219,--,3624943,--,--,908072,4533015,0,--,0,19.1
2015/03,1810,和成,4917075,6352693,11269768,3889079,1707396,5596475,3698536,13079,1374103,494279,-16582,5563415,--,--,109878,5673293,0,0,1733812,15.11
2015/03,1817,凱撒衛浴,847820,883648,1731468,239775,71688,311463,726000,277452,482040,-65494,--,1419998,--,--,7,1420005,0,--,0,19.56
2015/03,1902,台紙,4588222,5589002,10177224,1444688,2301696,3746384,4020005,1089391,894988,72135,--,6076519,--,--,354321,6430840,0,0,0,15.12
2015/03,1903,士紙,984046,5798853,6782899,1841320,1619639,3460959,2600391,0,631739,89810,--,3321940,--,--,0,3321940,0,0,0,12.77
2015/03,1904,正隆,21198788,36297053,57495841,20349277,13447434,33796711,11082745,1314022,7223290,473181,--,20093238,--,--,3605892,23699130,0,0,0,18.13
2015/03,1905,華紙,13845742,16249707,30095449,7815081,3285136,11100217,11028353,27316,4290317,1015468,0,16361454,--,--,2633778,18995232,0,--,0,14.84
2015/03,1906,寶隆,233204,3435008,3668212,1103172,277393,1380565,1510000,356,601960,32004,-6962,2137358,--,--,150289,2287647,0,0,1188937,14.27
2015/03,1907,永豐餘,39709551,71926331,111635882,34909362,30600862,65510224,16603715,650082,13102306,6055374,--,36411477,--,--,9714181,46125658,0,0,0,21.93
2015/03,1909,榮成,15109018,33615695,48724713,20234377,12895864,33130241,8371133,1214086,4170627,778154,-27254,14506746,--,--,1087726,15594472,0,--,2810000,17.39
2015/03,2002,中鋼,140478452,543669645,684148097,152250610,210224802,362475412,157731290,37596926,101454908,6885257,-8577733,295090648,--,--,26582037,321672685,0,--,318040000,19.09
2015/03,2006,東和鋼鐵,14875242,21729696,36604938,10405602,3395328,13800930,9982215,6225993,6308454,197141,0,22713803,0,--,90205,22804008,0,0,0,22.75
2015/03,2007,燁興公司,2445626,11667078,14112704,3422729,6878318,10301047,6306516,6596,-2507866,4611,0,3809857,--,--,1800,3811657,0,0,0,6.04
2015/03,2008,高興昌,2251254,3925753,6177007,2595365,389548,2984913,2754873,110224,722874,-395877,--,--,--,--,--,3192094,0,--,0,11.59
2015/03,2009,第一伸銅,2084335,2754984,4839319,1542677,392456,1935133,3596222,4619,409766,-1106421,--,--,--,--,--,2904186,0,0,0,8.08
2015/03,2010,春源鋼鐵,10792950,6847817,17640767,4890266,1755250,6645516,6476554,159848,3358855,347480,--,10342737,--,--,652514,10995251,0,--,0,15.97
2015/03,2012,春雨,6789515,4062751,10852266,5562528,1218568,6781096,2877740,44264,667542,223514,-288910,3524150,--,--,547020,4071170,0,0,23830450,13.35
2015/03,2013,中鋼構,10831430,4074207,14905637,10140005,398844,10538849,2000000,1202828,1148798,151324,-136162,4366788,--,--,0,4366788,0,0,6804767,22.6
2015/03,2014,中鴻,7052518,24675731,31728249,15854246,8443266,24297512,14355444,903,-5785751,-1139859,--,7430737,--,--,--,7430737,0,0,0,5.18
2015/03,2015,豐興鋼鐵,8011245,10205761,18217006,1785129,745680,2530809,5815994,447280,9492051,-69128,0,15686197,0,--,0,15686197,0,0,0,26.97
2015/03,2017,官田鋼,2552983,5547019,8100002,3087613,43885,3131498,3848775,719427,-752792,-3098,-76755,3735557,--,--,1232947,4968504,0,--,7322036,9.89
2015/03,2020,美亞鋼管,3027455,2598582,5626037,2273316,365644,2638960,2591261,318987,145982,-150782,-85994,2819454,--,--,167623,2987077,0,6380000,6380000,11.44
2015/03,2022,聚亨,5450167,8904227,14354394,5822538,2465731,8288269,5470911,38596,-1274335,301286,--,4536458,--,--,1529667,6066125,0,0,0,8.29
2015/03,2023,燁輝,22515398,53823096,76338494,20361380,25921109,46282489,17180905,4658011,4080968,866691,0,26786575,--,--,3269430,30056005,0,0,0,15.59
2015/03,2024,志聯工業,880054,1244003,2124057,634052,419930,1053982,975000,10438,84637,0,0,1070075,0,--,0,1070075,0,0,0,10.98
2015/03,2025,千興,1225863,1455087,2680950,1426748,19643,1446391,3228341,449535,-2383869,-23661,-35833,1234513,--,--,46,1234559,0,--,41666788,4.39
2015/03,2027,大成鋼,39710462,9697410,49407872,15544935,18204656,33749591,8081809,715082,2415062,743983,-463629,11492307,--,--,4165974,15658281,0,0,29753000,14.76
2015/03,2028,威致鋼鐵,714669,4218757,4933426,1469235,2786716,4255951,3428580,46190,-2797295,--,--,--,--,--,--,677475,0,0,0,1.98
2015/03,2029,盛餘,6004945,3544518,9549463,800141,1076478,1876619,3211800,992084,3370083,74152,0,7648119,--,--,24725,7672844,0,0,0,23.81
2015/03,2030,彰源,6501324,4758352,11259676,4674312,3059896,7734208,2865260,473364,53146,164251,-30553,3525468,--,--,--,3525468,0,--,3024000,12.44
2015/03,2031,新光鋼,6888716,4458976,11347692,4744708,1976766,6721474,2788380,1054588,1164020,-394121,-25943,4586924,--,--,39294,4626218,0,--,1988000,16.57
2015/03,2032,新鋼工業,1162610,872307,2034917,143996,265578,409574,1305215,107011,212914,203,--,--,--,--,--,1625343,0,0,0,12.45
2015/03,2033,佳大世界,624353,658544,1282897,358568,14048,372616,806945,17629,83401,2306,0,--,--,--,--,910281,0,0,0,11.28
2015/03,2034,允強,6384955,3646965,10031920,2517002,550364,3067366,3701189,1848637,1419134,-4406,0,6964554,--,--,0,6964554,0,0,0,18.82
2015/03,2038,海光企業,2680930,4112558,6793488,2632969,1149305,3782274,1726329,268292,627039,0,--,2621660,--,--,389554,3011214,0,--,0,15.19
2015/03,2049,上銀科技,14145525,18676276,32821801,11125858,7139870,18265728,2692785,311495,10643906,-30931,--,13617255,--,--,938818,14556073,0,--,0,50.57
2015/03,2059,川湖,7139020,1515429,8654449,883616,160112,1043728,952971,796691,5847551,13508,0,7610721,--,--,0,7610721,0,0,0,79.86
2015/03,2062,橋椿,3588495,5481745,9070240,3053045,1010539,4063584,1634046,1324098,1763859,284653,--,5006656,--,--,--,5006656,0,--,0,30.64
2015/03,2069,運錩,2806656,2589102,5395758,2235739,847668,3083407,1121560,934058,235105,64088,-42460,2312351,--,--,--,2312351,0,--,2200,21.02
2015/03,2101,南港輪胎,11566922,9467808,21034730,6814554,2294457,9109011,8339349,119042,2213102,1254226,0,11925719,--,--,0,11925719,0,--,0,14.3
2015/03,2102,泰豐輪胎,5183606,7810413,12994019,1630807,1205696,2836503,4640483,167790,5295325,236953,-183035,10157516,--,--,--,10157516,0,0,13485890,22.54
2015/03,2103,台橡,12969399,17843115,30812514,8633624,3917639,12551263,8257099,849,5407470,2707988,--,16373406,--,--,1887845,18261251,0,0,0,19.83
2015/03,2104,中橡,17454235,14217657,31671892,9504557,3732233,13236790,5986543,3792857,4925730,2994445,-290088,17409487,--,--,1025615,18435102,0,--,11289633,29.64
2015/03,2105,正新,53138053,115951968,169090021,41070397,39242930,80313327,32414155,52576,51692666,3795848,--,87955245,--,--,821449,88776694,0,--,0,27.13
2015/03,2106,建大,28414986,11907193,40322179,10311032,8775854,19086886,8572800,41,11181302,1481120,0,21235263,0,--,30,21235293,0,0,0,24.77
2015/03,2107,厚生,10624535,4340354,14964889,2979869,233525,3213394,4971894,535995,6599316,-252622,-102108,11752475,--,--,-980,11751495,0,0,5441000,23.9
2015/03,2108,南帝化工,5059791,3506590,8566381,1175838,418658,1594496,4253680,--,2303174,227064,--,6783918,--,--,187967,6971885,0,0,0,15.95
2015/03,2109,華豐橡膠,4200973,4372070,8573043,1819900,1702874,3522774,3258325,135427,448921,216084,0,4058757,--,--,991512,5050269,0,0,0,12.46
2015/03,2114,鑫永銓,1210534,1219072,2429606,253891,51714,305605,675253,233619,1211990,160,--,2121022,--,--,2979,2124001,0,0,0,31.41
2015/03,2115,F-六暉,2246647,753287,2999934,526211,438368,964579,744947,442724,824776,22908,--,2035355,--,--,0,2035355,0,0,0,27.32
2015/03,2201,裕隆汽車,126592419,89832253,216424672,123209888,12172929,135382817,15729199,6600490,46104977,3045439,-376304,71103801,0,--,9938054,81041855,0,--,11838582,45.55
2015/03,2204,中華汽車,21877321,39853140,61730461,7015061,2240803,9255864,13840508,6398665,27439162,1693215,--,49371550,--,--,3103047,52474597,0,--,0,35.67
2015/03,2206,三陽工業,23686583,20939598,44626181,19747247,5407297,25154544,9000446,1783706,7596021,-444753,-471757,17463663,--,--,2007974,19471637,0,0,19761237,19.84
2015/03,2207,和泰汽車,104157513,53097063,157254576,90372499,23329572,113702071,5461792,263060,30511955,1171275,--,37408082,--,--,6144423,43552505,0,0,0,68.49
2015/03,2208,台船公司,12015866,11947952,23963818,6968868,3332365,10301233,7435652,1965,6174594,--,--,13612211,--,--,50374,13662585,0,0,0,18.31
2015/03,2227,裕隆日產,13948357,18051309,31999666,7448398,3107819,10556217,3000000,6129405,10650240,1663804,--,21443449,--,--,--,21443449,0,--,0,71.48
2015/03,2228,劍麟,2383168,1596490,3979658,496926,446158,943084,738742,850783,1375805,71244,--,3036574,--,--,--,3036574,0,0,0,41.1
2015/03,2231,為升,2268779,1027261,3296040,1000135,20980,1021115,833467,234678,1107011,66665,--,2241821,--,--,33104,2274925,0,0,0,30.93
2015/03,2236,F-百達,1390593,490717,1881310,548381,27028,575409,338670,353667,326382,89360,--,1108079,--,--,197822,1305901,0,0,0,32.72
2015/03,2239,F-英利,7004787,7893530,14898317,7050542,743460,7794002,1000000,5592383,374978,136954,--,7104315,0,--,--,7104315,0,0,0,71.04
2015/03,2301,光寶科技,150713210,61953905,212667115,114117289,19861362,133978651,23577153,27777986,20943729,4556487,-1955401,74899954,--,--,3788510,78688464,0,--,49455968,32.45
2015/03,2302,麗正,581821,1480794,2062615,255970,79753,335723,1663029,9,22981,40873,0,1726892,--,--,0,1726892,0,0,0,10.38
2015/03,2303,聯電,95032421,234179670,329212091,44470097,60743852,105213949,127581329,41745485,47684999,8839538,-3830201,222021150,--,--,1976992,223998142,0,0,350302237,17.89
2015/03,2305,全友電腦,1861948,818683,2680631,1154853,56129,1210982,2056608,0,-641064,72049,-49781,1437812,--,--,31837,1469649,0,0,2934365,7.09
2015/03,2308,台達電,136811098,92775162,229586260,80950385,48147285,129097670,24375433,25823361,41282665,3997306,--,95478765,--,--,5009825,100488590,0,0,0,39.17
2015/03,2311,日月光,157171473,211280263,368451736,119914025,84254491,204168516,79141178,24157701,51280670,6242036,-7292513,153529072,--,--,10754148,164283220,10085300,--,265883011,20.1
2015/03,2312,金寶電子,20665218,24957392,45622610,21674525,6855336,28529861,14581132,352651,1351708,1514736,-1204654,16595573,0,--,497176,17092749,0,0,80679408,12.05
2015/03,2313,華通,29276424,24228350,53504774,18547538,14822227,33369765,11918206,1016898,5299988,1899917,--,20135009,--,--,0,20135009,0,0,0,16.89
2015/03,2314,台揚科技,3828864,1748434,5577298,3252566,311582,3564148,4006452,565805,-2664124,104909,--,2013042,--,--,108,2013150,0,0,0,5.02
2015/03,2316,楠梓電,11079274,4569605,15648879,2380827,2434777,4815604,3191206,269638,7209580,269215,-106364,10833275,--,--,--,10833275,0,308000,1896964,34.18
2015/03,2317,鴻海,1844790845,525014039,2369804884,1153801131,188916270,1342717401,159932881,77731794,657036663,76203113,-18901,970885550,--,--,56201933,1027087483,0,0,1685317,60.71
2015/03,2321,東訊,2246751,565985,2812736,2063298,332978,2396276,6306652,2836,-5853245,-346237,-13784,96222,--,--,320238,416460,0,0,2821207,0.15
2015/03,2323,中環,12816434,23467490,36283924,7565146,2674387,10239533,20667435,5949062,-1386260,202741,-169070,25263908,--,--,780483,26044391,0,0,6521124,12.26
2015/03,2324,仁寶電腦,301370865,50565383,351936248,231504099,13184995,244689094,44721966,12846004,49689991,-3826613,-1724739,101706609,--,--,5540545,107247154,0,--,93833431,23.23
2015/03,2325,矽品,45627115,74074787,119701902,27698354,22764800,50463154,31163611,15771210,20100965,2202962,--,69238748,--,--,--,69238748,0,--,0,22.22
2015/03,2327,國巨,27267993,23508621,50776614,21025508,4398484,25423992,6595547,553850,17278805,1160273,-367956,25220519,--,--,132103,25352622,0,0,7698000,38.69
2015/03,2328,廣宇,12341206,5790420,18131626,6700917,355215,7056132,5183462,1405063,3045761,302170,-141957,9794499,--,--,1280995,11075494,0,--,10000000,19.27
2015/03,2329,華泰電子,5788381,11308619,17097000,9591288,1619830,11211118,8060158,1680,-2602204,288228,--,5747862,--,--,138020,5885882,0,0,0,7.13
2015/03,2330,台積電,693661496,882557314,1576218810,201689370,223534496,425223866,259303805,56298728,822218442,13138191,--,1150959166,--,--,35778,1150994944,0,0,0,44.39
2015/03,2331,精英,21502034,7274794,28776828,13468016,695391,14163407,5574030,6489280,2021827,431199,--,14516336,--,--,97085,14613421,0,0,0,26.04
2015/03,2332,友訊科技,15582590,6838016,22420606,8798228,1791672,10589900,6788031,1969194,4207948,-881894,-657942,11425337,0,--,405369,11830706,0,0,44786000,18.02
2015/03,2337,旺宏,18347380,20459770,38807150,7614722,10974609,18589331,36178489,26866,-16341763,501050,-159061,20205581,--,--,12238,20217819,0,749800,3899382,5.59
2015/03,2338,光罩,2164685,1763898,3928583,281976,43325,325301,2627136,159958,798459,-12905,-307369,3265279,--,--,338003,3603282,0,0,48337568,15.23
2015/03,2340,光磊,7571901,4457934,12029835,2886451,1535163,4421614,5456621,641656,1439584,93502,-26699,7604664,--,--,3557,7608221,0,0,1107276,13.96
2015/03,2342,茂矽,943960,1816219,2760179,1566976,134656,1701632,3722549,3,-2736528,-2406,-3,983615,--,--,74932,1058547,0,0,86,2.64
2015/03,2344,華邦電,24736875,38900602,63637477,12786143,11377332,24163475,36949822,2143393,1354084,-1499547,-661407,38286345,--,--,1187657,39474002,0,--,87518364,10.61
2015/03,2345,智邦科技,13717825,1610369,15328194,7508627,18024,7526651,5349329,643107,1477741,374657,-50999,7793835,--,--,7708,7801543,0,--,2209867,14.63
2015/03,2347,聯強國際,115751848,25791454,141543302,89476739,8777345,98254084,15885209,14302062,12502490,-335319,--,42354442,--,--,934776,43289218,0,0,0,26.66
2015/03,2348,海悅,1913803,260343,2174146,464526,596437,1060963,856000,0,231735,0,--,1087735,--,--,25448,1113183,0,0,0,12.71
2015/03,2349,錸德科技,9540130,23302762,32842892,7449810,4107969,11557779,26129274,666189,-7583643,-14542,-2588828,16608450,--,--,4676663,21285113,0,0,42957903,6.46
2015/03,2351,順德,5399185,4960001,10359186,3096584,2231679,5328263,1821453,485271,2402000,75384,--,4784108,--,--,246815,5030923,0,0,0,26.27
2015/03,2352,佳世達,57408713,45494128,102902841,56863652,15259501,72123153,19667820,1939137,3289742,1949658,0,26846357,0,--,3933331,30779688,0,--,0,13.65
2015/03,2353,宏碁,137383922,39056595,176440517,105374580,4919039,110293619,30854428,36304464,1214841,685935,-2914856,66144812,--,--,2086,66146898,0,0,46746290,21.77
2015/03,2354,鴻準,122556508,20829698,143386206,54437349,634330,55071679,13950240,7470233,59226631,7574948,--,88222052,--,--,92475,88314527,0,0,0,63.24
2015/03,2355,敬鵬,14497959,9698383,24196342,8099766,800772,8900538,3974954,1574389,8511250,715797,--,14776390,--,--,519414,15295804,0,0,0,37.17
2015/03,2356,英業達,145658659,44197137,189855796,122388179,5317772,127705951,35874751,2923817,14061778,3131984,0,55992330,--,--,6157515,62149845,0,0,0,15.61
2015/03,2357,華碩,264971424,80005851,344977275,166567559,9076140,175643699,7427603,4685562,121390665,33973743,--,167477573,--,--,1856003,169333576,0,0,0,225.48
2015/03,2358,廷鑫,454824,358072,812896,259426,0,259426,850000,16000,-312530,0,--,--,--,--,--,553470,0,--,0,6.51
2015/03,2359,所羅門,4014473,1843082,5857555,981423,28956,1010379,1714711,83984,2501179,66424,-6042,4360256,--,--,486920,4847176,0,0,100432,25.44
2015/03,2360,致茂電子,10009664,5885539,15895203,3655889,2848929,6504818,3800029,1282745,3729299,473556,-35714,9249915,--,--,140470,9390385,243800,--,1915579,24.53
2015/03,2362,藍天,20330396,105715313,126045709,22790929,53302901,76093830,6831630,1532315,36260027,5626977,-313144,49937805,--,--,14074,49951879,0,0,30447265,76.51
2015/03,2363,矽統科技,1594713,5139758,6734471,67758,1206,68964,6135350,31608,-565297,1063846,0,6665507,--,--,--,6665507,0,0,4,10.86
2015/03,2364,倫飛電腦,591642,804220,1395862,815835,3122,818957,1901615,3397,-938777,19575,-409026,576784,--,--,121,576905,0,0,6087783,3.13
2015/03,2365,昆盈企業,3923743,2733242,6656985,1993654,365047,2358701,3148535,570898,841975,-82303,-272590,4206515,--,--,91769,4298284,0,--,23554000,15.04
2015/03,2367,燿華,7071527,11763852,18835379,5795609,3320008,9115617,5663184,3101797,567308,406697,-106942,9632044,--,--,87718,9719762,0,0,9864000,17.31
2015/03,2368,金像電,12967371,9822540,22789911,11755980,3704070,15460050,5649129,1445337,20547,380285,-165437,7329861,--,--,--,7329861,0,0,12996750,13.28
2015/03,2369,菱生,3440679,6260549,9701228,1582978,1898102,3481080,3801023,1619202,830314,-17030,-176415,6057094,--,--,163054,6220148,0,--,5658911,16.18
2015/03,2371,大同,79564793,120100201,199664994,98701197,49486243,148187440,23395367,772867,8058021,215578,-806870,31634963,--,--,19842591,51477554,0,--,70931341,13.94
2015/03,2373,震旦行,9121142,5614036,14735178,5181605,1441963,6623568,3374322,1640705,2786941,778251,-1353627,7226592,--,--,885018,8111610,0,--,28751997,23.41
2015/03,2374,佳能,11376559,5295027,16671586,7860889,97460,7958349,2828310,1556536,3939671,216557,-611,8540463,--,--,172774,8713237,5000,0,61100,30.2
2015/03,2375,智寶,2221356,272731,2494087,826021,4701,830722,647354,--,902402,161086,-47477,1663365,--,--,--,1663365,0,--,3217110,27.04
2015/03,2376,技嘉,29475780,5548348,35024128,12046178,475687,12521865,6290629,4601420,11141905,452645,--,22486599,--,--,15664,22502263,0,0,0,35.75
2015/03,2377,微星科技,36104324,6446965,42551289,17293730,408659,17702389,8448562,2920142,12805246,674950,0,24848900,--,--,0,24848900,0,0,0,29.41
2015/03,2379,瑞昱,37248889,8784032,46032921,22875994,1569743,24445737,5049513,4405168,10225879,1897004,--,21577564,--,--,9620,21587184,0,0,0,42.73
2015/03,2380,虹光精密,2462119,1665989,4128108,531600,208779,740379,2188519,788550,250795,198976,-39815,3387025,--,--,704,3387729,0,0,3868078,15.75
2015/03,2382,廣達,519520527,63547136,583067663,429111709,18447499,447559208,38626274,14042566,80405815,-4306250,-333094,128435311,0,--,7073144,135508455,0,--,8108885,33.32
2015/03,2383,台光電子,13089019,5340587,18429606,7204528,1889296,9093824,3173231,430877,5001227,719613,--,9324948,--,--,10834,9335782,0,0,0,29.39
2015/03,2385,群光電子,40979682,21943298,62922980,35399710,2994209,38393919,7038101,4094127,11144969,-849163,-311277,21116757,--,--,3412304,24529061,0,0,36808346,31.66
2015/03,2387,精元電腦,10977403,4930827,15908230,6413552,104038,6517590,3631833,0,4451994,652427,-203255,8532999,--,--,857641,9390640,0,0,14070000,24.44
2015/03,2388,威盛電子,2721488,7062979,9784467,3756123,2784148,6540271,4933034,403,-2160943,242712,--,3015206,--,--,228990,3244196,0,0,0,6.11
2015/03,2390,云辰,1442613,1993402,3436015,681626,160642,842268,2153033,341174,157777,-29444,-42829,2579711,--,--,14036,2593747,0,--,1731000,12.08
2015/03,2392,正崴,46721383,35188250,81909633,41753738,10305473,52059211,5123269,9417601,9079041,2520704,--,26140615,--,--,3709807,29850422,0,0,0,51.02
2015/03,2393,億光電子,24536204,13163884,37700088,11275129,8683649,19958778,4358785,8949391,4200099,-357787,--,17150488,--,--,590822,17741310,0,0,0,39.35
2015/03,2395,研華,18256615,13607377,31863992,8293209,1269816,9563025,6318531,5519914,9737781,586950,0,22163176,--,--,137791,22300967,0,0,0,35.08
2015/03,2397,友通資訊,2698525,836604,3535129,451540,118610,570150,1148399,791214,1063267,-32554,-5349,2964977,0,--,2,2964979,0,--,151000,25.85
2015/03,2399,映泰,2569968,548234,3118202,612149,118563,730712,1781000,91712,519208,-4430,--,2387490,--,--,--,2387490,0,--,0,13.41
2015/03,2401,凌陽科技,8514620,6875117,15389737,3219755,1446082,4665837,5919949,896627,2221359,117903,-63401,9092437,--,--,1631463,10723900,0,--,3559996,15.45
2015/03,2402,毅嘉科技,9040727,4034753,13075480,3916028,1929802,5845830,3415431,2509758,1092348,476340,-264227,7229650,--,--,--,7229650,0,--,11900000,21.93
2015/03,2404,漢唐,10893960,2677085,13571045,7184137,327498,7511635,2382334,604851,3093747,-60892,-3741,6016299,--,--,43111,6059410,0,0,201615,25.28
2015/03,2405,浩鑫,4531302,769848,5301150,1409322,67304,1476626,3483413,236624,24703,188159,-87196,3845703,--,--,-21179,3824524,0,--,8800000,11.33
2015/03,2406,國碩科技,11690522,7076411,18766933,5876601,4904531,10781132,3108278,2357710,-39994,-54627,--,5371367,--,--,2614434,7985801,0,0,0,17.28
2015/03,2408,南亞科,18677701,86657288,105334989,39005919,13833471,52839390,24285658,7219425,21234225,-6773,-347533,52385002,--,--,110597,52495599,0,0,687558,21.58
2015/03,2409,友達,180837553,269330637,450168190,155997400,80064289,236061689,96242451,60097799,28815436,5724840,--,190880526,--,--,23225975,214106501,0,--,0,19.83
2015/03,2412,中華電,68875768,364921229,433796997,49722606,19721574,69444180,77574465,168095570,113563319,179652,--,359413006,--,--,4939811,364352817,0,--,0,46.33
2015/03,2413,環科,2490255,2139086,4629341,1491360,1113773,2605133,1273592,369225,159297,221077,--,2023191,--,--,1017,2024208,0,0,0,15.89
2015/03,2414,精技電腦,4557998,1243535,5801533,2766197,108774,2874971,1617358,309756,526134,3170,--,2456418,--,--,470144,2926562,0,0,0,15.19
2015/03,2415,錩新,2205251,1630688,3835939,1574631,505679,2080310,911774,213973,353338,114196,--,1593281,--,--,162348,1755629,0,--,0,17.47
2015/03,2417,圓剛,2703324,2347309,5050633,623293,24392,647685,1991653,562818,581015,20518,-81636,3074368,0,--,1328580,4402948,0,0,6273000,15.94
2015/03,2419,仲琦,5662903,1360258,7023161,3007194,650761,3657955,2339112,539749,192724,44310,-97778,3018117,--,--,347089,3365206,0,--,8109000,13.37
2015/03,2420,新巨,2054805,3640983,5695788,1228522,1786065,3014587,1526487,135455,965310,18045,--,2645297,0,--,35904,2681201,0,0,0,17.33
2015/03,2421,建準電機,5159412,2104135,7263547,3165638,189092,3354730,2509297,344242,885753,159884,-24731,3874445,--,--,34372,3908817,0,0,1664000,15.54
2015/03,2423,固緯,1666710,1259390,2926100,587947,319917,907864,1381402,4047,554561,69594,0,2009604,--,--,8632,2018236,0,0,0,14.55
2015/03,2424,隴華電子,418011,113601,531612,4468,2993,7461,300000,--,215238,8913,--,524151,--,--,--,524151,0,0,0,17.47
2015/03,2425,承啟,2835378,174708,3010086,1270327,1350,1271677,1092488,--,627035,18886,--,1738409,--,--,--,1738409,0,0,0,15.91
2015/03,2426,鼎元,3183443,2016423,5199866,1400370,370258,1770628,2759318,200375,405074,-6809,0,3357958,--,--,71280,3429238,0,--,0,12.17
2015/03,2427,三商電腦,2078405,1244343,3322748,1024065,244041,1268106,1873145,94615,43311,56346,-24234,2043183,--,--,11459,2054642,0,0,3000000,11.09
2015/03,2428,興勤電子,4799568,1573535,6373103,1287298,428744,1716042,1274697,332100,2546926,350959,0,4504682,--,--,152379,4657061,0,0,0,35.34
2015/03,2429,銘旺科,346573,515295,861868,418954,46080,465034,368000,61071,-32237,0,0,--,--,--,--,396834,0,0,0,10.78
2015/03,2430,燦坤實業,4132323,5211781,9344104,4394821,419482,4814303,1674631,1258248,1650335,-79168,--,4504046,--,--,25755,4529801,0,0,0,26.9
2015/03,2431,聯昌電子,1900444,768923,2669367,937970,41002,978972,1109270,187070,361636,32419,--,1690395,--,--,--,1690395,0,0,0,15.24
2015/03,2433,互盛電,3023324,4250567,7273891,2598783,690028,3288811,1444960,41153,1100920,906956,--,3493989,--,--,491091,3985080,0,--,0,24.18
2015/03,2434,統懋,609555,660594,1270149,126768,275742,402510,1106776,0,-252140,13003,--,867639,0,--,0,867639,0,--,0,7.84
