公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分待出售非流動資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 備供出售金融資產減資退回股款,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 處分子公司,　　 採用權益法之被投資公司減資退回股款,　　 處分待出售非流動資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 其他應收款－關係人減少,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他金融資產增加,　　 其他非流動資產增加,　　 預付設備款增加,　　 其他預付款項增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 發行公司債,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金減少,　　 其他應付款－關係人減少,　　 其他非流動負債增加,　　 發放現金股利,　　 處分子公司股權（未喪失控制力）,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
1216,2016年01月01日至2016年09月30日,,             25518644,             25518644,,,             14353556,                568882,                167596,                 -4468,              1733259,               -685333,               -703368,             -3988739,                293318,                    104,                              0,             -1528552,             -1276019,                              0,                153063,                              0,               -116944,              8966355,,,              6725855,                178111,                              0,             -2807208,               -749740,              4849374,                -33723,               -548319,              7614350,,                231018,                552631,                817492,             -5166479,                 63195,               -776964,             -4279107,              3335243,             12301598,             37820242,                582497,              3175998,             -1889334,             -4628050,             35061353,,               -649801,                799593,                  1577,               -669988,              1430233,                  2796,                 -6416,                 28344,                238031,                 14253,              6256466,            -10304937,                335593,                 74844,                  2396,               -253304,               -768510,                              0,             -5983135,                464599,             -2196106,               -301744,            -11485216,,             -5285822,              1058938,                              0,             -8844994,            175980197,           -172699896,                 95190,                              0,                226230,            -11364031,               -261352,             -6866816,            -27962356,               -231140,             -4617359,             45034743,             40417384,             40417384
1216,2015年01月01日至2015年09月30日,,             24315475,             24315475,,,             14364736,                556022,                135545,                -11558,              1784744,               -942279,               -719639,             -3518069,                 90912,                              0,                  7805,               -452780,               -640057,                              0,                              0,                -16296,                 92707,             10731793,,,               -702249,                129328,                              0,             -3300827,                508442,              2796945,                443982,               -472580,               -596959,,                363319,              2742890,              7876144,             -2487526,                 41041,               -312237,              8223631,              7626672,             18358465,             42673940,                799993,              2846067,             -1677936,             -5039566,             39602498,,             -1240674,              2256673,                              0,                -91355,                120304,                 33600,               -129214,                 60570,                              0,                  3121,                387937,            -12226542,                685923,               -158820,                    128,               -249610,               -119623,                              0,            -12085667,                -31457,             -2931139,               -529244,            -26245089,,              5666343,              1533693,                717242,             -2250000,            147908170,           -161960854,                174650,                              0,                210879,             -7648867,                209856,             -4959866,            -20398754,                 -5019,             -7046364,             43858837,             36812473,             36812473
