公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 處分承受擔保品損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 避險之衍生金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 避險之衍生金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分無形資產,　　 處分承受擔保品,　　 取得投資性不動產,　　 應收款項減少,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資減少,　　 應付商業本票增加,　　 發行金融債券,　　 償還金融債券,　　 附買回票券及債券負債減少,　　 原始認列時指定為透過損益按公允價值衡量之金融負債增加,　　 償還特別股負債,　　 應付款項減少,　　 其他負債增加,　　 發放現金股利,　　 庫藏股票買回成本,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2891,2016年01月01日至2016年09月30日,,             28414629,             28414629,,,              1886707,                878988,              4866028,             -7099893,             14195935,            -75901486,             -2951827,            157279494,                 17545,               -208409,                  2501,                 -8280,                -38207,                 53656,                  7636,                              0,                  1832,            -12381772,             80600448,,,             15444771,            -19235664,           -173665041,                -24188,             16760549,           -110265142,               -348838,             23705460,           -113875227,           -361503320,,             17193131,            -34284257,               -129802,              4253103,             86645508,               -395575,             -1306401,             32257808,            104233515,           -257269805,           -176669357,           -148254728,             75823904,              2907185,            -14262573,             -3793704,            -87579916,,               -788563,                 57969,                332503,             -1248615,                              0,             -2788541,                458352,               -922993,                  9211,                 19338,            -18045414,             13683775,                              0,              7301243,             -1931735,,            -10089190,             15961555,                              0,            -11939920,            -14568981,                              0,             -2030000,               -627693,              7100240,            -14602366,                              0,                -10003,            -30806358,              2745078,           -117572931,            450272061,            332699130,             96481246,            227232153,              8985731
2891,2015年01月01日至2015年09月30日,,             29646467,             29646467,,,              1477690,                826515,                837990,             -4100538,             16137308,            -56905608,             -1334255,             77530488,                -15335,                -48144,               -657842,                 65149,                -33921,                 98140,                              0,                   -702,                    -93,              2813375,             36690217,,,             21494562,            -19229261,            -17462409,              1417068,             26224969,           -191484878,                -29386,            -49090895,            -67553383,           -295713613,,            -13696070,             26518204,                537722,              3680996,            282366893,               -125290,                430516,                581921,            300294892,              4581279,             41271496,             70917963,             57529810,              1326158,            -20823689,             -4441187,            104509055,,               -955706,                 70508,                 18030,               -688802,                232833,             -8255143,              1099177,               -734476,                              0,                 12141,               -334049,              1479683,            -22250766,                              0,            -30306570,,            -22544212,                 36490,             32000000,            -22157420,            -13307105,             10057737,                              0,               -892117,                646092,            -12358398,               -582754,                 -3003,            -29104690,              1728262,             46826057,            325668807,            372494864,            108589927,            260513564,              3391373
