公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分待出售資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 處分承受擔保品損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 避險之衍生金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 避險之衍生金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 處分待出售資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分無形資產,　　 處分承受擔保品,　　 概括承受他公司之淨現金收取數,　　 取得投資性不動產,　　 應收款項減少,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 應付商業本票增加,　　 發行金融債券,　　 償還金融債券,　　 附買回票券及債券負債增加,　　 原始認列時指定為透過損益按公允價值衡量之金融負債增加,　　 應付款項增加,　　 應付款項減少,　　 其他負債減少,　　 發放現金股利,　　 庫藏股票買回成本,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2891,2015年度,,             41050321,             41050321,,,              2072277,              1090866,              1504991,                177618,             21389532,            -80541643,             -1533922,            117725465,                -17879,                -11070,                -74167,              2352331,                              0,            -10229800,                -55618,                891486,                 10692,                    314,              6201727,             60953200,,,            -30476885,            -37908736,             86898280,              1391960,             28969713,           -197501520,                336148,            -83548717,            -67565848,           -299405605,,             -4300154,             25657999,               -474894,            -10921553,            289122611,                531896,                295881,            -17002787,            282908999,            -16496606,             44456594,             85506915,             80474299,              1602234,            -26159302,             -6643535,            134780611,,             -2372716,                 78856,                463495,            -13560677,                232833,             13640153,             -9621328,              1155348,             -1139290,                 68094,                 12141,             23568934,             -2339681,                813854,            -19597592,             -8597576,,            -33548167,              4577872,             32000000,            -34157420,             -6743708,             10057737,                              0,               -475647,                -68350,            -12358398,               -582754,                              0,                  3803,            -41295032,              1569209,             86457212,            363814849,            450272061,            114274285,            323568533,             12429243
2891,2014年度,,             45161214,             45161214,,,              1421105,                776744,              3644750,             -3420682,             20880860,            -67442151,               -992951,            104063750,                 -5645,                -57543,                 11428,                 17169,                    573,                              0,                -25241,                 29176,                 36923,                  1673,            -10243846,             48696092,,,              1253450,             -4592857,            -40038236,               -589373,            -12431895,           -103851387,                396608,            -31662655,           -102886566,           -294402911,,                924870,             32023755,                661210,              6252387,            188304785,                179325,                422987,              7049269,            235818588,            -58584323,             -9888231,             35272983,             65479205,              1045605,            -21571490,             -4414928,             75811375,,             -3075629,                 20353,                139383,                              0,                              0,                              0,             -8549899,                 49059,             -1522618,                    716,                  7071,             54711077,               -150018,                514655,            -13519662,             28624488,,              1651714,              6915896,             35000000,             -5996990,                207273,             32764694,                928291,                              0,             -4707110,             -5590370,                              0,                    -82,                    257,             61173573,             -1703364,            163906072,            199908777,            363814849,            133647130,            226331817,              3835902
