公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 處分承受擔保品損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 避險之衍生金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 避險之衍生金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分承受擔保品,　　 取得投資性不動產,　　 附賣回票券及債券投資減少,　　 應收款項減少,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資減少,　　 應付商業本票增加,　　 發行金融債券,　　 償還金融債券,　　 附買回票券及債券負債減少,　　 原始認列時指定為透過損益按公允價值衡量之金融負債增加,　　 償還特別股負債,　　 應付款項增加,　　 應付款項減少,　　 其他負債增加,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2891,2016年01月01日至2016年06月30日,,             17824677,             17824677,,,              1241095,                580928,              3380725,             -3654294,              9773933,            -49924244,               -777311,            100557629,                 20106,               -130235,                 16227,                    636,                -46579,                 68262,                  4518,                              0,                 -7958,             -4406089,             56697349,,,               -450588,            -27033957,            -56373465,               -156604,            -20205807,           -102405146,               -488322,             22990210,            -76337277,           -260460956,,             17905320,            -24404903,                181848,             22198449,              7355245,               -353316,               -481196,             20361129,             42762576,           -217698380,           -161001031,           -143176354,             49454923,                582772,             -8896900,             -2139909,           -104175468,,               -577693,                 38694,                              0,               -869635,                              0,             -1575693,                274993,               -527539,                 12807,             -5922381,                270000,             14113799,              2381319,              7618671,,             -2036485,              1253756,                              0,             -8131000,               -907561,                              0,             -2030000,                312462,                              0,              5349268,                -10003,             -6199563,              4093546,            -98662814,            450272061,            351609247,            102648061,            242212601,              6748585
2891,2015年01月01日至2015年06月30日,,             20238549,             20238549,,,                943098,                562840,               -606708,             -2821007,             10813136,            -37264949,               -264385,             51871739,                -12975,                 -9172,                  8522,                    722,                -17989,                 97578,                              0,                   -541,                    304,             -3428339,             19871874,,,             19653663,             25357043,             25624419,              1195475,             -1389831,            -79068383,                -33010,            -42673822,            -43517584,            -94852030,,            -10496646,            -20523724,               -828210,             -3716167,            106813961,                -73143,                103930,            -11815467,             59464534,            -35387496,            -15515622,              4722927,             38358675,                279006,            -15768640,             -3129070,             24462898,,               -753441,                 16756,                  6648,                              0,                232833,             -4067366,                 31461,               -388963,                  2318,               -229964,                              0,              1741192,                221643,             -3186883,,            -18113153,              1323779,             17000000,            -20253020,             -4164332,              8070057,                              0,                              0,               -512270,                 92184,                              0,            -16556755,             -3084531,              1634729,            325668807,            327303536,             81480934,            242948256,              2874346
