公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",13304170,6581564,6722606,3943462,10666068,2001985,-263546,4577585,3822952,-680039,3142913,0,0,0,3142913,3142879,34,0.53,0.00
"2881","富邦金",14709233,6800105,7909128,42779545,50688673,1563818,-38085269,6851371,4188215,-706162,3482053,0,0,0,3482053,3374982,107071,0.44,0.00
"2882","國泰金",28928267,5277621,23650646,8299639,31950285,352033,-29103303,13323181,-10828232,4850250,-5977982,0,0,0,-5977982,-5976002,-1980,-0.65,0.00
"2883","開發金",1692171,956268,735903,1145498,1881401,31957,0,1307325,542119,-88386,453733,0,0,0,453733,459300,-5567,0.04,0.00
"2884","玉山金控",5940602,3562908,2377694,1468014,3845708,751193,0,2146212,948303,-122360,825943,0,0,0,825943,825943,0,0.25,0.14
"2885","元大金",4366377,1773406,2592971,3587461,6180432,241285,0,4112681,1826466,-121989,1704477,0,0,0,1704477,1678921,25556,0.21,0.21
"2886","兆豐金",18442292,11173934,7268358,1871465,9139823,2439599,-215882,4961618,1522724,-794024,728700,0,0,0,728700,725177,3523,0.07,0.00
"2887","台新金控",18949974,10540278,8409696,4906427,13316123,3791239,0,7861681,1663203,-580945,1082258,0,0,0,1082258,-9668,1091926,-0.02,0.00
"2888","新光金",13283569,1788037,11495532,6177017,17672549,579997,-19671219,6888791,-9467458,2620272,-6847186,0,0,0,-6847186,-6861737,14551,-1.38,0.00
"2889","國票金控",890601,926559,-35958,928340,892382,70888,0,528079,293415,-85784,207631,0,58,0,207689,273562,-65873,0.13,0.00
"2890","永豐金控",13719007,9386864,4332143,-1672977,2659166,1449116,0,4608016,-3397966,1430314,-1967652,0,0,0,-1967652,-1966791,-861,-0.28,0.00
"2891","中信金",15280742,7448651,7832091,8543417,16375508,3087545,0,8265325,5022638,-31545,4991093,0,0,-65296,4925797,4924804,993,0.55,0.00
"2892","第一金控",12727705,6608496,6119209,3980304,10099513,856657,-515634,4196594,4530628,-1104360,3426268,0,0,0,3426268,3451321,-25053,0.57,0.00
