公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",8698149,8701606,-3457,-15127,0,0,0,11670,26860,-15190,0.02,0.00
"1718","中纖",9205446,8636743,568703,179453,0,0,0,389250,16317,372933,0.01,0.00
"2514","龍邦國際",24858447,25340384,-481937,-115133,0,0,0,-366804,-185764,-181040,-0.38,-0.38
"2847","大眾銀行",3905227,3550627,354600,31915,0,0,0,322685,355515,-32830,0.13,0.12
"2905","三商",17589185,17361588,227597,119682,0,0,0,107915,183415,-75500,0.37,0.00
