公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",2107548,1619896,487652,15828,471824,0,471824,0,0,471824,470955,869,0.40
"2856","元富證券",2633497,2585403,48094,68469,-20375,0,-20375,0,0,-20375,0,0,-0.01
"6005","群益證",2281007,1749930,531077,90317,440760,0,440760,0,0,440760,0,14673,0.30
"6012","金鼎證券",1203189,1468267,-265078,19048,-284126,0,-284126,0,0,-284126,-283099,-1027,-0.26
