公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",17906537,15416167,2490370,720211,1770159,910851,655089,2025921,319210,1706711,0,0,0,1706711,1282239,0,424472,0.39
"1102","亞泥",9387311,7959579,1427732,552482,875250,3009363,860026,3024587,124787,2899800,0,0,0,2899800,2863616,0,36184,1.05
"1103","嘉泥",1705809,1268600,437209,138988,298221,213260,197046,314435,42986,271449,0,0,0,271449,223157,0,48292,0.41
"1104","環球水泥",2010755,1796353,214402,168639,45763,186835,38722,193876,68,193808,0,0,0,193808,185777,0,8031,0.33
"1108","幸福水泥",1176581,1052444,124137,116626,7511,180650,42056,146105,50181,95924,0,0,0,95924,99051,0,-3127,0.24
"1109","信大水泥",583876,472419,111457,57077,54380,101690,15544,140526,15486,125040,0,0,0,125040,128150,0,-3110,0.30
"1110","東泥",455469,381844,73625,23349,50276,51192,21575,79893,3641,76252,0,0,0,76252,76182,0,70,0.13
"1201","味全公司",4406960,2896473,1510487,1309868,200619,29465,89731,140353,22129,118224,0,0,0,118224,120379,0,-2155,0.24
"1203","味王公司",1258379,1056548,201831,199979,1852,8387,32288,-22049,6310,-28359,0,0,0,-28359,-11479,0,-16880,-0.02
"1210","大成長城",17210554,15530761,1679793,1097262,582531,321166,181245,722452,151868,570584,0,0,0,570584,372612,0,197972,0.96
"1213","大飲",148571,125579,22992,25611,-2619,6581,1753,2209,959,1250,0,0,0,1250,1250,0,0,0.02
"1215","卜蜂企業",3575473,3193961,381512,217290,164222,17862,15142,166942,41805,125137,0,0,0,125137,123541,0,1596,0.53
"1216","統一",73360093,53118262,20241831,17310124,2931707,1354244,1773961,2511990,753449,1758541,0,0,0,1758541,1177616,0,580925,0.33
"1217","愛之味",1279682,824997,454685,424767,29918,79515,84718,24715,-15542,40257,0,0,0,40257,33147,0,7110,0.11
"1218","泰山企業",1991441,1697252,294189,256772,37182,46341,53386,30137,-616,30753,0,0,0,30753,26952,0,3801,0.09
"1219","福壽實業",2479237,2204432,274805,137412,135570,25193,17680,143083,45067,98016,0,0,0,98016,102197,0,-4181,0.38
"1220","台榮",779218,719088,60130,58937,1193,33916,11066,24043,6824,17219,0,0,0,17219,20725,0,-3506,0.12
"1225","福懋油",3165234,2902919,262315,98451,162922,41181,33987,170116,41639,128477,0,0,0,128477,113242,0,15235,0.70
"1227","佳格",3347113,2107880,1239233,765879,473354,31669,62650,442373,118791,323582,0,0,0,323582,322829,0,753,1.01
"1229","聯華實業",1541541,1421924,119617,101509,18108,156467,28981,145594,31214,114380,0,0,0,114380,145835,0,-31455,0.20
