公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 以成本衡量之金融資產及負債之淨損失（利益）,　　　　 利息收入,　　　　 各項保險負債淨變動,　　　　 具金融商品性質之保險契約準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收保費（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 其他應付款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 投資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2816,2016年01月01日至2016年06月30日,,                 60413,                 60413,,,                 16677,                  3297,                  4234,                              0,                -28296,              1104469,                              0,                 -3833,                    -43,                              0,                  5405,              1101910,,,                  2731,               -171320,                 12791,               -125874,                859416,               -619010,               -355361,               -299521,                -48021,               -744169,,                -69192,                 22572,                -46620,               -790789,                311121,                371534,                 31108,                  2203,                404845,,                              0,                -31667,                     43,                -31631,                   -890,                              0,                -64145,                    381,                341081,              2131322,              2472403,              2472403
2816,2015年01月01日至2015年06月30日,,                318844,                318844,,,                 12660,                  2778,                 -5339,                   -840,                -29479,                686613,                -30069,                  1471,                      7,                 -5724,                 19606,                651684,,,                -23066,               -223531,                    -29,                 48506,                -42083,               -540290,                221564,                    476,               -110128,               -668581,,                162542,                 43396,                205938,               -462643,                189041,                507885,                 29494,                              0,                537379,,                -37228,                 -6586,                      2,                              0,                              0,                 16880,                -26932,                   -454,                509993,              2855073,              3365066,              3365066
