公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 其他各項負債準備淨變動,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 取得無形資產,　　 其他金融資產減少,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 償還金融債券,　　 存入保證金減少,　　 其他負債減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2836,2016年01月01日至2016年03月31日,,                176369,                176369,,,                 14985,                  5393,                111375,                -23661,                507113,             -1134358,                    179,                -20678,                              0,               -539652,,,                737021,               -225720,               -662020,             -3984650,                567924,             -1479469,                  2961,             -5043953,,             -4243633,                446270,              1086999,             -5235374,                   -840,               -648264,             -8594842,            -13638795,            -14178447,            -14002078,              1185423,               -566396,                -13761,            -13396812,,                 -2526,                 -5898,                              0,                -26809,                -35233,,             -3000000,                 -1690,                -11131,             -3012821,                   -419,            -16445285,             31320675,             14875390,              2321747,              6264898,              6288745
2836,2015年01月01日至2015年03月31日,,                184110,                184110,,,                 15354,                  5049,                110422,                -63328,                564751,             -1173546,                              0,                -25635,                  7881,               -559052,,,               -458981,                670607,               -126823,              3827775,             -2700951,               -463658,               -399143,                348826,,               -597644,                 -2939,                 85554,             -1770389,                   -362,                  7429,             -2278351,             -1929525,             -2488577,             -2304467,              1157399,               -594011,                -12164,             -1753243,,                -15885,                -18930,                              0,                -54367,                -89182,,                              0,                 -2834,                 -5834,                 -8668,                -23950,             -1875043,             33768670,             31893627,              3157572,             14090237,             14645818
