公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 取得不動產及設備,　　 取得無形資產,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 發行金融債券,　　 存入保證金增加,　　 存入保證金減少,　　 其他負債減少,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2836,2015年度,,                653264,                653264,,,                 60504,                 21003,                474723,                 71940,              2298356,             -4780347,                -52827,                              0,                -53019,                 23586,                              0,             -1936081,,,               -201714,              7019842,                -67354,             16468803,            -10651233,             -8961273,               -387067,              3220004,,               -363747,              1009963,                -59340,             -7187582,                 -3023,                 29620,             -6574109,             -3354105,             -5290186,             -4636922,              4662688,                 51663,             -2303063,                -58240,             -2283874,,                              0,                -27354,                -21720,                              0,                  7974,                -51229,                -92329,,                              0,                              0,                 -2281,                -23437,                -22200,                -47918,                -23874,             -2447995,             33768670,             31320675,              3384503,              7870737,             20065435
2836,2014年度,,                509685,                509685,,,                 57670,                 17119,                840932,                123596,              2145799,             -4613680,                -51537,                 29000,               -113001,                101904,               -190198,             -1652396,,,                 76702,             -9491273,               -106659,             -5450740,             -6843505,             -2746339,                202671,            -24359143,,             -5505536,                 -6898,                111253,             38237507,                 39705,                 47114,             32923145,              8564002,              6911606,              7421291,              4622776,                 51537,             -2127081,                -48831,              9919692,,                -43000,               -101892,                -37759,                 -5373,                              0,                -12786,               -200810,,              1000000,                  5436,                              0,                   -390,                -14421,                990625,                 21592,             10731099,             23037571,             33768670,              4107916,             16275436,             13385318
