公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 取得採用權益法之投資,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 預付設備款增加,　　 收取之股利,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 舉借長期借款,　　 償還長期借款,　　 其他非流動負債增加,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
9921,2015年度,,              5082144,              5082144,,,              1039825,                 77192,                 -3148,                139703,               -218718,                  1094,                 31216,                142541,                101762,                  9045,                -27421,              1293091,,,                -64244,                 51275,               -271470,             -2129516,               -127633,             -2541588,,               -508407,               -316379,                941347,                 70825,                  6607,                 16158,                210151,             -2331437,             -1038346,              4043798,                234259,               -141597,             -1423807,              2712653,,                -14317,                    203,              2141680,                -44352,                -40936,               -771576,                 33671,                -29192,               -108301,               -660216,                  3113,                              0,                509777,,              1056294,               -399581,                 20928,                -58329,                  2989,             -2475427,             -1853126,                  4080,              1373384,              6470505,              7843889,              7843889
9921,2014年度,,              5576704,              5576704,,,              1053733,                 83612,                              0,                124133,               -280134,                 -3470,                 22221,                     80,                -56326,                -97362,                -14171,                832316,,,                 37528,             -1417459,               -243126,             -1105458,               -275353,             -3003868,,                243285,                494549,                771949,                 45607,                  3729,                 -2837,              1556282,             -1447586,               -615270,              4961434,                263879,               -126871,             -1199838,              3898604,,               -162245,                              0,               -230090,                              0,                              0,               -633800,                 14033,                -20983,                 15410,               -510957,                              0,                              0,             -1528632,,                814769,                              0,                 80360,               -141807,                -11925,             -2250388,             -1508991,                161795,              1022776,              5447729,              6470505,              6470505
