公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付費用（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之利息,　　 支付之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之現金流量－直接法,　　 營業活動之收現類別,　　　 營業活動之收現類別合計,　　 營業活動之付現類別,　　　 營業活動之付現類別合計,　　 支付之股利,　　 收取之股利,　　 支付之利息,　　 支付之利息,　　 收取之利息,　　 收取之利息,　　 退還（支付）所得稅,　　 其他現金流入（出）,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分以成本衡量之金融資產,　　 處分採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 取得投資性不動產,　　 其他非流動資產減少,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
6205,2016年01月01日至2016年06月30日,,                102803,                              0,                102803,,,                 13316,                  1680,                  1782,                  1133,                     16,                 -3729,                 -6482,                    262,                 -8489,                  7338,                  6827,,,                -34288,                  1084,                              0,                -31631,                 -4778,                  5138,                 20177,                 38357,                 -5941,,                 -3322,                -52605,                  1173,                 30410,                  1696,                  2765,                    142,                -19741,                -25682,                -18855,                 83948,                  3729,                  3729,                    -16,                    -16,                -34658,,,                 83948,,                              0,                              0,                              0,                    -16,                    -16,                  3729,                  3729,                -34658,                              0,                 53003,,                -14072,                 16228,                              0,                 11899,                -27491,                    119,                 -1297,                    806,                 -1780,                              0,                              0,                 18000,                  2412,,                  6000,                              0,                              0,                    208,                   -310,                              0,                  5898,                 -5006,                 56307,                894335,                950642,                950642
6205,2015年01月01日至2015年06月30日,,                107951,                              0,                107951,,,                 13037,                  1107,                    -45,                    536,                              0,                 -1811,                 -8987,                  1763,                -24695,                  4822,                -14273,,,                 -1705,                  3718,                              0,                180385,                    643,                 11073,                 11625,                    115,                205854,,                 -2687,               -134731,                  4363,                -27533,                   -705,                 -3367,                    117,               -164543,                 41311,                 27038,                134989,                  1811,                  1811,                              0,                              0,                -37181,,,                134989,,                              0,                              0,                              0,                              0,                              0,                  1811,                  1811,                -37181,                              0,                 99619,,                 -6660,                 12961,                              0,                 33320,                -13962,                              0,                   -487,                    775,                   -910,                              0,                              0,                              0,                 25037,,                              0,                              0,                              0,                     60,                   -215,                 -7097,                 -7252,                  7913,                125317,                776751,                902068,                902068
