年,季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2015,02,1216,統一,209965307,139499974,70465333,--,--,70465333,57933170,--,12532163,4716297,17248460,3712637,13535823,--,--,13535823,-3050393,--,10485430,8727337,--,4808486,6582296,--,3903134,1.60
2015,02,1217,愛之味,2159610,1473734,685876,--,--,685876,785561,--,-99685,-33610,-133295,-4037,-129258,--,--,-129258,-62905,--,-192163,-127131,--,-2127,-176439,--,-15724,-0.26
2015,02,1218,泰山企業,3892570,3308475,584095,570,182,583707,676744,--,-93037,74011,-19026,3301,-22327,--,--,-22327,-6459,--,-28786,-22433,--,106,-28892,--,106,-0.07
2015,02,1219,福壽實業,4630944,4281354,349590,--,--,349590,341775,--,7815,13298,21113,9247,11866,0,--,11866,-1824,--,10042,19932,--,-8066,18439,--,-8397,0.06
2015,02,1220,台榮,1601479,1469618,131861,--,--,131861,120447,--,11414,7919,19333,4773,14560,--,--,14560,-1833,--,12727,29224,--,-14664,27212,--,-14485,0.17
2015,02,1225,福懋油,5340279,5016969,323310,62,--,323248,242417,58,80889,-22624,58265,13123,45142,--,--,45142,-6773,--,38369,42446,--,2696,35673,--,2696,0.19
2015,02,1227,佳格,12342587,8393698,3948889,--,--,3948889,2382909,--,1565980,50613,1616593,318443,1298150,--,--,1298150,-91673,--,1206477,1287007,--,11143,1194689,--,11788,1.80
2015,02,1229,聯華實業,2562249,2245087,317162,--,--,317162,220692,--,96470,924988,1021458,23755,997703,--,--,997703,481959,--,1479662,996448,--,1255,1479754,--,-92,1.17
2015,02,1231,聯華食品,3142068,2541041,601027,--,--,601027,464135,--,136892,25593,162485,33234,129251,--,--,129251,-4633,--,124618,129321,--,-70,125045,--,-427,0.87
2015,02,1232,大統益,8941200,8134509,806691,--,--,806691,284525,--,522166,-1113,521053,98324,422729,--,--,422729,222,--,422951,418666,--,4063,418888,--,4063,2.62
2015,02,1233,天仁,1063859,441127,622732,--,--,622732,519965,--,102767,9891,112658,19521,93137,0,--,93137,8270,--,101407,93627,0,-490,102448,--,-1041,1.03
2015,02,1234,黑松,2861930,1921779,940151,--,--,940151,940141,--,10,329045,329055,52932,276123,0,--,276123,15466,--,291589,276123,--,--,291589,--,--,0.69
2015,02,1235,興泰,48893,44623,4270,--,--,4270,13738,--,-9468,-22687,-32155,192,-32347,--,--,-32347,-45407,--,-77754,-32347,--,0,-77754,--,0,-0.55
2015,02,1236,宏亞食品,1118766,823890,294876,--,--,294876,243668,--,51208,5569,56777,8743,48034,--,--,48034,-142150,--,-94116,48034,--,--,-94116,--,0,0.44
2015,02,1256,F-鮮活,1207503,851136,356367,--,--,356367,162820,--,193547,944,194491,63881,130610,--,--,130610,-20211,--,110399,129427,--,1183,109296,--,1103,4.76
2015,02,1262,F-綠悅,2983038,1900090,1082948,--,--,1082948,195262,--,887686,-6410,881276,133737,747539,--,--,747539,-225371,--,522168,747539,--,--,522168,--,--,5.03
2015,02,1301,台塑,98704477,87074159,11630318,--,--,11630318,5296807,--,6333511,10347753,16681264,2176472,14504792,--,--,14504792,-8256166,--,6248626,14504792,--,--,6248626,--,--,2.28
2015,02,1303,南亞塑膠,161549601,138148476,23401125,3372,--,23397753,9038051,--,14359702,11436168,25795870,5067982,20727888,--,--,20727888,-16976656,--,3751232,20508579,--,219309,4219762,-468530,--,2.59
2015,02,1304,台聚,27141294,24015152,3126142,--,--,3126142,1845277,--,1280865,93728,1374593,274474,1100119,-13627,--,1086492,-440580,--,645912,503354,--,583138,122884,--,523028,0.49
2015,02,1305,華夏,7345921,6246604,1099317,--,--,1099317,540712,--,558605,-13581,545024,92891,452133,-13627,--,438506,-29346,--,409160,414325,--,24181,385063,--,24097,0.88
2015,02,1307,三芳化工,5525498,4008384,1517114,--,--,1517114,830329,--,686785,-45176,641609,137344,504265,--,--,504265,-168324,--,335941,504265,--,--,335941,--,--,1.31
2015,02,1308,亞聚,2487483,2183235,304248,--,--,304248,95869,--,208379,153877,362256,61057,301199,--,--,301199,-569144,--,-267945,301199,--,--,-267945,--,--,0.61
2015,02,1309,台達化工,9101491,8416023,685468,--,--,685468,373810,--,311658,-7607,304051,31659,272392,--,--,272392,-116718,--,155674,272392,0,0,155674,--,--,0.83
2015,02,1310,台苯,6469207,5629868,839339,--,--,839339,175275,--,664064,-40678,623386,116166,507220,0,--,507220,17055,--,524275,534034,--,-26814,553934,--,-29659,1.01
2015,02,1312,國喬石化,11019398,9147516,1871882,0,0,1871882,628989,--,1242893,257084,1499977,254869,1245108,--,--,1245108,374193,--,1619301,1162326,--,82782,1375161,244140,--,1.28
2015,02,1313,聯成,22723468,21516678,1206790,--,--,1206790,886589,--,320201,451396,771597,209746,561851,--,--,561851,73066,--,634917,561851,0,--,634917,--,0,0.48
2015,02,1314,中石化,15051434,14632743,418691,539,931,419083,615742,--,-196659,745865,549206,18149,531057,--,--,531057,11502,--,542559,537508,--,-6451,548424,--,-5865,0.23
2015,02,1315,達新工業,1323170,1078225,244945,--,--,244945,217447,--,27498,10287,37785,11918,25867,--,--,25867,144005,--,169872,32173,--,-6306,176163,--,-6291,0.17
2015,02,1316,上曜,513630,438191,75439,--,--,75439,127698,--,-52259,-5813,-58072,3492,-61564,--,--,-61564,-22974,--,-84538,-73590,--,12026,-85016,--,478,-0.50
2015,02,1319,東陽,11097641,8578687,2518954,--,291,2519245,1667369,--,851876,-138419,713457,148140,565317,--,--,565317,-132018,--,433299,542129,--,23188,426301,--,6998,0.92
2015,02,1321,大洋,2454467,2260094,194373,--,--,194373,186824,--,7549,20057,27606,-1,27607,--,--,27607,-13503,--,14104,27607,--,--,14104,--,--,0.13
2015,02,1323,永裕,1511193,1153979,357214,--,--,357214,186983,15,170246,-11091,159155,44413,114742,0,--,114742,-28140,--,86602,87763,--,26979,59735,--,26867,0.97
2015,02,1324,地球工業,645080,520317,124763,--,--,124763,96430,--,28333,907,29240,7446,21794,--,--,21794,-7653,--,14141,21794,--,0,14141,--,0,0.29
2015,02,1325,恒大,563575,478025,85550,--,--,85550,36894,--,48656,-4771,43885,8288,35597,--,--,35597,-8898,--,26699,35269,--,328,28864,--,-2165,0.35
2015,02,1326,台化,171477223,152125221,19352002,--,--,19352002,7130091,--,12221911,5559166,17781077,2249062,15532015,--,--,15532015,-9131705,--,6400310,13688851,--,1843164,3110992,--,3289318,2.34
2015,02,1337,F-再生,1960878,1600452,360426,--,--,360426,218773,--,141653,20415,162068,60438,101630,--,--,101630,-239413,--,-137783,101630,--,--,-137783,--,--,0.39
2015,02,1338,F-廣華,3956331,3018862,937469,--,--,937469,495498,--,441971,35240,477211,103838,373373,--,--,373373,-156157,--,217216,373468,--,-95,220590,--,-3374,4.45
2015,02,1339,昭輝,917720,616033,301687,--,--,301687,123959,--,177728,-9384,168344,41752,126592,--,--,126592,-5145,--,121447,123611,--,2981,119845,--,1602,1.67
2015,02,1340,F-勝悅,1426079,937055,489024,--,--,489024,60179,--,428845,24038,452883,77564,375319,--,--,375319,-120695,--,254624,375319,--,--,254624,--,--,4.25
2015,02,1402,遠東新,108975116,82904640,26070476,--,278,26070754,17825007,--,8245747,5109868,13355615,3163030,10192585,--,--,10192585,-776916,--,9415669,6305932,--,3886653,5607295,--,3808374,1.26
2015,02,1410,南染,319962,205725,114237,--,--,114237,39792,--,74445,2842,77287,13037,64250,--,--,64250,-2565,--,61685,58899,--,5351,56334,--,5351,0.82
2015,02,1413,宏洲纖維,1318556,1345053,-26497,--,--,-26497,65224,--,-91721,99162,7441,-48,7489,--,--,7489,-2053,--,5436,8630,--,-1141,6577,--,-1141,0.08
2015,02,1414,東和,581110,570232,10878,--,--,10878,32945,--,-22067,-5341,-27408,-6756,-20652,--,--,-20652,-2603,--,-23255,--,--,--,--,--,--,-0.09
2015,02,1416,廣豐,1088677,862184,226493,--,--,226493,185418,--,41075,52093,93168,-6307,99475,--,--,99475,-45999,--,53476,99769,--,-294,53770,--,-294,0.34
2015,02,1417,嘉裕,1746000,1306148,439852,--,--,439852,636225,--,-196373,13792,-182581,555,-183136,--,--,-183136,-91217,--,-274353,-183136,--,--,-274353,--,--,-0.48
2015,02,1418,東華,740012,782414,-42402,--,--,-42402,71870,--,-114272,27989,-86283,1855,-88138,--,--,-88138,-23260,--,-111398,-88121,--,-17,-111381,--,-17,-0.72
2015,02,1419,新紡,509674,407537,102137,--,--,102137,148603,--,-46466,-1741,-48207,-961,-47246,--,--,-47246,-152014,--,-199260,-43146,--,-4100,-195160,--,-4100,-0.14
2015,02,1423,利華羊毛,356851,319808,37043,--,--,37043,18109,--,18934,-19074,-140,2194,-2334,--,--,-2334,-10530,--,-12864,--,--,--,--,--,--,-0.01
2015,02,1432,大魯閣,115478,96221,19257,--,--,19257,127878,--,-108621,-4390,-113011,2614,-115625,79645,--,-35980,-37707,--,-73687,-30991,--,-4989,-68698,--,-4989,-0.19
2015,02,1434,福懋興業,22625929,19231052,3394877,--,--,3394877,1442050,--,1952827,-175765,1777062,392069,1384993,--,--,1384993,3142171,--,4527164,1204694,--,180299,4348403,--,178761,0.72
2015,02,1435,中福國際,14602,1567,13035,--,--,13035,12799,0,236,-198,38,--,38,--,--,38,--,--,38,38,--,--,38,--,--,0.00
2015,02,1436,華友聯,60593,42795,17798,--,--,17798,26807,--,-9009,-8273,-17282,11874,-29156,--,--,-29156,--,--,-29156,-29156,--,--,-29156,--,--,-0.49
2015,02,1437,勤益投控,431738,320696,111042,--,--,111042,53217,--,57825,-1492,56333,5162,51171,--,--,51171,4435,--,55606,50868,--,303,55943,--,-337,0.25
2015,02,1438,裕豐,23456,5585,17871,0,0,17871,5090,0,12781,352,13133,1772,11361,--,--,11361,--,--,11361,--,--,--,--,--,--,0.11
2015,02,1439,中和羊毛,184446,178082,6364,--,--,6364,14608,--,-8244,8655,411,-42,453,--,--,453,0,--,453,--,--,--,--,--,--,0.00
2015,02,1440,南紡,11244363,9760394,1483969,--,--,1483969,1077984,--,405985,344634,750619,155451,595168,--,--,595168,-758033,--,-162865,629891,--,-34723,-128135,--,-34730,0.38
2015,02,1441,大東紡織,956052,886406,69646,--,--,69646,92496,--,-22850,-22468,-45318,-4428,-40890,--,--,-40890,-11478,--,-52368,-40890,--,--,-52368,--,--,-0.46
2015,02,1442,名軒,1054794,572168,482626,--,--,482626,100272,--,382354,1650,384004,39810,344194,--,--,344194,-2345,--,341849,344194,--,0,341849,--,0,1.57
2015,02,1443,立益紡織,632791,631155,1636,--,--,1636,62898,--,-61262,-69164,-130426,0,-130426,--,--,-130426,18663,--,-111763,-91560,--,-38866,-83614,--,-28149,-0.68
2015,02,1444,力麗,5434868,4948556,486312,96,0,486216,248651,--,237565,-12199,225366,21247,204119,--,--,204119,3022,--,207141,207502,--,-3383,204989,--,2152,0.22
2015,02,1445,大宇紡織,929039,811181,117858,0,0,117858,70335,--,47523,-2458,45065,4360,40705,0,--,40705,76902,--,117607,40705,0,0,117607,0,0,0.29
2015,02,1446,宏和,418128,336660,81468,--,--,81468,84525,--,-3057,7029,3972,3077,895,--,--,895,-19416,--,-18521,895,--,--,-18521,--,--,0.01
2015,02,1447,力鵬,9634535,9167396,467139,--,--,467139,320165,--,146974,-117246,29728,3574,26154,--,--,26154,95500,--,121654,25282,--,872,73660,--,47994,0.03
2015,02,1449,佳和實業,1451117,1474443,-23326,--,--,-23326,175280,--,-198606,5311,-193295,-989,-192306,--,--,-192306,6836,--,-185470,-188339,--,-3967,-181496,--,-3974,-1.59
2015,02,1451,年興紡織,6245534,5783556,461978,--,--,461978,370051,--,91927,24008,115935,22517,93418,--,--,93418,-347839,--,-254421,95520,--,-2102,-250930,--,-3491,0.24
2015,02,1452,宏益,1066202,863242,202960,--,--,202960,55722,--,147238,125719,272957,29108,243849,--,--,243849,71942,--,315791,--,--,--,--,--,--,1.84
2015,02,1453,大將,296510,192888,103622,--,--,103622,33168,--,70454,2094,72548,770,71778,--,--,71778,1444,--,73222,72017,--,-239,73461,--,-239,0.82
2015,02,1454,台富,1086932,957811,129121,--,--,129121,53825,-117,75179,2123,77302,13693,63609,--,--,63609,37852,--,101461,63606,--,3,101458,--,3,0.48
2015,02,1455,集盛,8221062,7911619,309443,--,--,309443,241688,--,67755,147176,214931,11581,203350,--,--,203350,-171,--,203179,203350,--,--,203179,--,--,0.33
2015,02,1456,怡華,274329,232043,42286,--,--,42286,52315,0,-10029,-33269,-43298,0,-43298,--,--,-43298,34675,--,-8623,-43298,--,--,-8623,--,--,-0.20
2015,02,1457,宜進,1796473,1599230,197243,--,--,197243,118824,--,78419,433282,511701,5884,505817,--,--,505817,-13464,--,492353,416045,--,89772,402733,--,89620,1.58
2015,02,1459,聯發紡織,1979208,1781139,198069,--,--,198069,78969,--,119100,121167,240267,34767,205500,--,--,205500,-491307,--,-285807,205385,--,115,-285922,--,115,0.65
2015,02,1460,宏遠,3969068,3215904,753164,--,--,753164,539906,-4619,208639,-4467,204172,27319,176853,--,--,176853,-35689,--,141164,176859,--,-6,141170,--,-6,0.40
2015,02,1463,強盛染整,259094,213644,45450,--,--,45450,39198,--,6252,24836,31088,3678,27410,0,--,27410,-4932,--,22478,28126,--,-716,23194,--,-716,0.17
2015,02,1464,得力實業,3145938,2583351,562587,--,--,562587,351771,-2910,207906,44877,252783,67026,185757,--,--,185757,-2883,--,182874,129129,--,56628,117650,--,65224,0.60
2015,02,1465,偉全實業,1165916,1006375,159541,--,--,159541,115942,--,43599,12580,56179,4108,52071,--,--,52071,-86528,--,-34457,33593,--,18478,-1633,--,-32824,0.32
2015,02,1466,聚隆,2088767,1935664,153103,0,0,153103,144129,--,8974,-20502,-11528,-1723,-9805,0,--,-9805,0,--,-9805,-9805,0,0,-9805,0,0,-0.09
2015,02,1467,南緯實業,3252827,2636790,616037,--,--,616037,593127,--,22910,-25762,-2852,21130,-23982,--,--,-23982,-138444,--,-162426,11397,--,-35379,-118272,--,-44154,0.05
2015,02,1468,昶和纖維,359676,307257,52419,--,--,52419,58398,--,-5979,-20047,-26026,0,-26026,--,--,-26026,-4445,--,-30471,-23143,--,-2883,-26690,--,-3781,-0.14
2015,02,1469,理隆纖維,223166,183112,40054,--,--,40054,26500,--,13554,-3731,9823,1772,8051,--,--,8051,117380,--,125431,8051,--,0,125431,--,0,0.06
2015,02,1470,大統染,398195,313668,84527,--,--,84527,51038,240,33729,-776,32953,6923,26030,--,--,26030,156,--,26186,--,--,--,--,--,--,0.30
2015,02,1471,首利,963242,1037248,-74006,--,--,-74006,118264,--,-192270,2163,-190107,859,-190966,--,--,-190966,-38015,--,-228981,-190966,--,--,-228981,--,--,-0.95
2015,02,1472,三洋紡,389676,398424,-8748,--,--,-8748,33294,46324,4282,-8235,-3953,3039,-6992,--,--,-6992,-7058,--,-14050,-5791,--,-1201,-12849,--,-1201,-0.08
2015,02,1473,台南企業,4494232,3682740,811492,--,--,811492,939550,--,-128058,85650,-42408,76187,-118595,--,--,-118595,-61334,--,-179929,33205,--,-151800,-27163,--,-152766,0.23
2015,02,1474,弘裕,1744325,1557222,187103,--,--,187103,127310,--,59793,-1644,58149,12389,45760,--,--,45760,-9621,--,36139,45760,--,--,36139,--,--,0.35
2015,02,1475,本盟光電,107908,112970,-5062,--,--,-5062,25882,--,-30944,-17798,-48742,-141,-48601,--,--,-48601,2771,--,-45830,-29438,--,-19163,-28705,--,-17125,-0.56
2015,02,1476,儒鴻,11426585,8253794,3172791,--,--,3172791,1005931,--,2166860,-42602,2124258,434190,1690068,--,--,1690068,-68503,--,1621565,1690068,--,0,1621565,--,0,6.48
2015,02,1477,聚陽實業,10757296,8153003,2604293,--,--,2604293,1253716,--,1350577,-21383,1329194,247988,1081206,--,--,1081206,-67289,--,1013917,1072978,--,8228,1005789,--,8128,5.42
2015,02,1503,士電,9718162,7663269,2054893,--,--,2054893,1333333,--,721560,137103,858663,203497,655166,--,--,655166,-228166,--,427000,622669,--,32497,404651,--,22349,1.20
2015,02,1504,東元電機,23875832,17755993,6119839,5988,10265,6124116,4234561,--,1889555,499818,2389373,574762,1814611,--,--,1814611,-1642256,--,172355,1650067,--,164544,94114,--,78241,0.83
2015,02,1506,正道,805704,666597,139107,--,--,139107,114699,--,24408,-13394,11014,1675,9339,--,--,9339,-54305,--,-44966,10608,--,-1269,-32825,--,-12141,0.09
2015,02,1507,永大機電,11276152,8224100,3052052,--,--,3052052,1823897,--,1228155,41082,1269237,311345,957892,0,--,957892,-217363,--,740529,942409,--,15483,725046,--,15483,2.31
2015,02,1512,瑞利,1780518,1590798,189720,--,--,189720,271771,--,-82051,-64545,-146596,22409,-169005,--,--,-169005,-30840,--,-199845,-161578,--,-7427,-189370,--,-10475,-0.89
2015,02,1513,中興電,4549277,3640284,908993,--,--,908993,684784,--,224209,69187,293396,70253,223143,--,--,223143,-115019,--,108124,227925,--,-4782,118158,--,-10034,0.55
2015,02,1514,亞力電機,1728037,1515476,212561,0,2965,215526,177312,215,38429,13320,51749,9305,42444,--,--,42444,-2792,--,39652,44064,--,-1620,41918,--,-2266,0.22
2015,02,1515,力山,1455387,1157159,298228,--,--,298228,277523,--,20705,3711,24416,17800,6616,--,--,6616,-64088,--,-57472,6357,--,259,-57559,--,87,0.04
2015,02,1516,川飛,104004,91725,12279,--,--,12279,7445,0,4834,74413,79247,107,79140,0,--,79140,0,--,79140,--,--,--,--,--,--,3.52
2015,02,1517,利奇機械,1792014,1531857,260157,--,--,260157,173721,--,86436,23694,110130,35931,74199,--,--,74199,-33900,--,40299,58509,--,15690,24269,--,16030,0.26
2015,02,1519,華城電機,2366478,1907992,458486,--,--,458486,269980,--,188506,-29270,159236,49856,109380,--,--,109380,-17473,--,91907,109298,--,82,91975,--,-68,0.42
2015,02,1521,大億,2951442,2414557,536885,1056,7223,543052,260634,-185,282233,33529,315762,52239,263523,--,--,263523,-10849,--,252674,263523,--,--,252674,--,--,3.46
2015,02,1522,堤維西,7515626,5858734,1656892,271,1327,1657948,1184527,--,473421,-35079,438342,148711,289631,0,--,289631,-105205,--,184426,242603,--,47028,149825,--,34601,0.78
2015,02,1524,耿鼎企業,1190368,1003766,186602,--,--,186602,158353,--,28249,-377882,-349633,-59261,-290372,--,--,-290372,--,--,-290372,-290372,--,--,-290372,--,--,-1.62
2015,02,1525,江申工業,609276,541820,67456,--,--,67456,47141,--,20315,183893,204208,27352,176856,--,--,176856,-75214,--,101642,176856,--,--,101642,--,--,2.55
2015,02,1526,日馳,456072,349577,106495,--,--,106495,61348,--,45147,-12543,32604,8793,23811,0,--,23811,-972,--,22839,23811,--,--,22839,--,--,0.48
2015,02,1527,鑽全,1696618,1193450,503168,--,--,503168,163807,--,339361,-182304,157057,80454,76603,--,--,76603,-89568,--,-12965,--,--,--,--,--,--,0.50
2015,02,1528,恩德,1705186,1202708,502478,--,--,502478,470322,--,32156,-22017,10139,2125,8014,--,--,8014,-31137,--,-23123,8685,--,-671,-22297,--,-826,0.05
2015,02,1529,樂士,51452,44397,7055,--,--,7055,16971,--,-9916,-24501,-34417,0,-34417,--,--,-34417,--,--,-34417,-34417,--,--,-34417,--,--,-0.11
2015,02,1530,亞崴機電,1881478,1519670,361808,1003,0,360805,274556,--,86249,27153,113402,37575,75827,--,--,75827,-12281,--,63546,75062,--,765,62781,--,765,0.82
2015,02,1531,高林股,1309453,1021482,287971,--,--,287971,203825,--,84146,6121,90267,25335,64932,--,--,64932,-79820,--,-14888,64932,--,--,-14888,--,--,0.35
2015,02,1532,勤美,8286200,6499554,1786646,--,--,1786646,1021691,4655,769610,11380,780990,138172,642818,--,--,642818,-267945,--,374873,378345,--,264473,237803,--,137070,0.96
2015,02,1533,車王電,1209624,784318,425306,--,--,425306,324368,--,100938,-20149,80789,33595,47194,--,--,47194,-100956,--,-53762,47193,--,1,-53763,--,1,0.50
2015,02,1535,中宇,5032766,4544415,488351,--,--,488351,246582,--,241769,65321,307090,51227,255863,--,--,255863,-64507,--,191356,255863,--,--,191356,--,--,2.07
2015,02,1536,和大工業,2531740,1641015,890725,--,--,890725,290203,--,600522,-54849,545673,101912,443761,--,--,443761,3863,--,447624,442343,--,1418,446208,--,1416,1.88
2015,02,1537,廣隆光電,3453824,2786270,667554,--,--,667554,226272,--,441282,-1030,440252,109463,330789,--,--,330789,-53100,--,277689,313188,--,17601,263513,--,14176,3.84
2015,02,1538,正峰新,426349,361696,64653,--,--,64653,97799,--,-33146,-128362,-161508,0,-161508,--,--,-161508,-13461,--,-174969,-161508,--,--,-174969,--,--,-1.94
2015,02,1539,巨庭機械,1393925,1196252,197673,--,--,197673,63168,--,134505,-29385,105120,25035,80085,--,--,80085,575,--,80660,80085,--,--,80660,--,--,1.23
2015,02,1540,喬福機械,508856,377763,131093,--,--,131093,47808,--,83285,-20131,63154,12416,50738,--,--,50738,--,--,50738,50738,--,--,50738,--,--,0.64
2015,02,1541,錩泰,1310411,1057538,252873,--,--,252873,144247,--,108626,-18173,90453,16654,73799,--,--,73799,-2290,--,71509,73799,--,--,71509,--,--,0.94
2015,02,1558,伸興,2879274,2162150,717124,--,--,717124,292392,--,424732,-9974,414758,100758,314000,--,--,314000,-11953,--,302047,309243,--,4757,297290,--,4757,5.11
2015,02,1560,中砂,2070242,1412238,658004,--,--,658004,263924,--,394080,-17375,376705,65581,311124,--,--,311124,-602,--,310522,--,--,--,--,--,--,2.21
2015,02,1568,倉佑,1144886,963683,181203,--,--,181203,93753,0,87450,-21925,65525,19656,45869,-323,--,45546,-11274,--,34272,43641,--,1905,35100,0,-828,0.42
2015,02,1582,信錦,4512997,3522763,990234,--,--,990234,529862,--,460372,50877,511249,178684,332565,--,--,332565,-142416,--,190149,332565,--,0,190149,--,0,2.22
2015,02,1583,程泰,3685550,2711714,973836,--,--,973836,598531,--,375305,-15483,359822,108958,250864,--,--,250864,-32750,--,218114,211118,--,39746,185096,--,33018,2.11
2015,02,1589,F-永冠,4050953,2764782,1286171,--,--,1286171,556429,--,729742,24003,753745,212534,541211,--,--,541211,-222441,--,318770,542149,--,-938,325428,--,-6658,5.10
2015,02,1590,F-亞德,4307947,2037204,2270743,--,--,2270743,1205165,--,1065578,10019,1075597,267947,807650,--,--,807650,-227312,--,580338,802039,--,5611,574674,--,5664,4.48
2015,02,1592,F-英瑞,2584653,1750428,834225,--,--,834225,679742,0,154483,-24447,130036,40506,89530,--,--,89530,-74071,--,15459,89530,--,--,15459,--,--,0.89
2015,02,1603,華電,1437756,1321381,116375,--,--,116375,77130,9465,48710,102949,151659,-8125,159784,--,--,159784,5562,--,165346,159784,--,0,165346,--,0,0.56
2015,02,1604,聲寶,5469048,4079375,1389673,--,--,1389673,1233447,--,156226,206420,362646,9125,353521,--,--,353521,-85518,--,268003,342609,--,10912,257091,--,10912,0.67
2015,02,1605,華新,75849318,73279244,2570074,-726,--,2570800,1786640,--,784160,226846,1011006,464263,546743,--,--,546743,-2783130,--,-2236387,513803,--,32940,-2229359,--,-7028,0.14
2015,02,1608,華榮,4476696,4516635,-39939,--,--,-39939,89265,--,-129204,-27479,-156683,-20795,-135888,--,--,-135888,-536142,--,-672030,-27878,--,-108010,-562820,--,-109210,-0.07
2015,02,1609,大亞電線,7503494,7345554,157940,--,--,157940,433444,--,-275504,-5983,-281487,-45344,-236143,--,--,-236143,-2544,--,-238687,-221811,--,-14332,-218404,--,-20283,-0.39
2015,02,1611,中電,1363825,1028108,335717,118,0,335599,286866,--,48733,-233225,-184492,2488,-186980,--,--,-186980,-89442,--,-276422,-186398,--,-582,-275840,--,-582,-0.47
2015,02,1612,宏泰,1580857,1548909,31948,--,--,31948,86154,--,-54206,86981,32775,-11690,44465,--,--,44465,-86056,--,-41591,44715,--,-250,-41341,--,-250,0.14
2015,02,1613,台一,17602477,17287611,314866,--,--,314866,297037,--,17829,-259209,-241380,8705,-250085,--,--,-250085,-23328,--,-273413,-243700,--,-6385,-262950,--,-10463,-1.07
2015,02,1614,三洋電,2714214,2241872,472342,--,--,472342,330607,--,141735,2946,144681,27295,117386,--,--,117386,-1330,--,116056,117122,--,264,115792,--,264,0.45
2015,02,1615,大山,1190750,1123331,67419,--,--,67419,54147,--,13272,-12927,345,-181,526,0,--,526,507,--,1033,526,0,0,1033,0,0,0.00
