年,季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2015,01,1101,台泥,21440142,18579134,2861008,--,--,2861008,1167500,--,1693508,-223641,1469867,495349,974518,--,--,974518,-772223,--,202295,808778,--,165740,349121,--,-146826,0.22
2015,01,1102,亞泥,15362530,13729956,1632574,1263,--,1631311,593936,--,1037375,807325,1844700,302412,1542288,--,--,1542288,3927296,--,5469584,1468473,--,73815,5633392,--,-163808,0.47
2015,01,1103,嘉泥,671355,747020,-75665,--,--,-75665,110102,--,-185767,-23780,-209547,-26257,-183290,--,--,-183290,-450076,--,-633366,-187780,--,4490,-622310,--,-11056,-0.29
2015,01,1104,環球水泥,1327430,1217267,110163,--,--,110163,85583,--,24580,245154,269734,7897,261837,--,--,261837,45966,--,307803,263305,--,-1468,309271,--,-1468,0.43
2015,01,1108,幸福水泥,1290902,1021426,269476,--,--,269476,71038,--,198438,-11492,186946,31941,155005,--,--,155005,1625,--,156630,156298,--,-1293,157746,--,-1116,0.39
2015,01,1109,信大水泥,951789,836497,115292,--,--,115292,95126,--,20166,-12332,7834,6327,1507,0,--,1507,-26012,--,-24505,10502,--,-8995,-6970,--,-17535,0.02
2015,01,1110,東泥,475433,428669,46764,--,--,46764,14024,--,32740,-1299,31441,-4546,35987,0,--,35987,59880,--,95867,35833,--,154,95714,--,153,0.06
2015,01,1201,味全公司,4742993,3481869,1261124,--,--,1261124,1566544,--,-305420,-57183,-362603,-45329,-317274,-11978,--,-329252,-70076,--,-399328,-293436,--,-35816,-358480,--,-40848,-0.58
2015,01,1203,味王公司,1654449,1253800,400649,0,0,400649,215972,--,184677,72209,256886,53655,203231,0,--,203231,13060,--,216291,118298,--,84933,130152,--,86139,0.50
2015,01,1210,大成長城,20079300,18212106,1867194,--,--,1867194,1654463,--,212731,-29658,183073,93381,89692,--,--,89692,86631,--,176323,158238,--,-68546,344772,--,-168449,0.23
2015,01,1213,大飲,182697,148624,34073,--,--,34073,21589,--,12484,1111,13595,2526,11069,--,--,11069,-3,--,11066,11069,--,--,11066,--,--,0.22
2015,01,1215,卜蜂企業,4008464,3505592,502872,--,--,502872,273897,-12346,216629,4387,221016,42313,178703,--,--,178703,-300526,--,-121823,174847,--,3856,-124666,--,2843,0.72
2015,01,1216,統一,104940238,70402856,34537382,--,--,34537382,28259488,--,6277894,2091236,8369130,1752853,6616277,--,--,6616277,-810146,--,5806131,4299459,--,2316818,3641583,--,2164548,0.79
2015,01,1217,愛之味,1016187,717928,298259,--,--,298259,373784,--,-75525,-3926,-79451,-2836,-76615,--,--,-76615,-2867,--,-79482,-63155,--,-13460,-65913,--,-13569,-0.13
2015,01,1218,泰山企業,1982171,1695365,286806,820,182,286168,311587,--,-25419,16164,-9255,472,-9727,--,--,-9727,-7631,--,-17358,-9803,--,76,-17434,--,76,-0.03
2015,01,1219,福壽實業,2325248,2139275,185973,--,--,185973,164019,--,21954,4427,26381,7393,18988,--,--,18988,-752,--,18236,22504,--,-3516,21888,--,-3652,0.07
2015,01,1220,台榮,837271,787147,50124,--,--,50124,62849,--,-12725,7827,-4898,-1064,-3834,--,--,-3834,8850,--,5016,-1573,--,-2261,7304,--,-2288,-0.01
2015,01,1225,福懋油,2718613,2551783,166830,110,--,166720,116867,0,49853,-9955,39898,7456,32442,--,--,32442,-3546,--,28896,31588,--,854,28042,--,854,0.14
2015,01,1227,佳格,7183052,4804777,2378275,--,--,2378275,1181377,--,1196898,17834,1214732,295884,918848,--,--,918848,-58867,--,859981,912101,--,6747,853234,--,6747,1.27
2015,01,1229,聯華實業,1253789,1097685,156104,--,--,156104,103753,--,52351,236479,288830,6352,282478,--,--,282478,-460166,--,-177688,281506,--,972,-178127,--,439,0.33
2015,01,1231,聯華食品,1677670,1310156,367514,0,0,367514,253395,--,114119,3991,118110,20127,97983,--,--,97983,-2863,--,95120,98452,--,-469,95810,--,-690,0.66
2015,01,1232,大統益,4750989,4306393,444596,--,--,444596,151647,--,292949,795,293744,49784,243960,--,--,243960,222,--,244182,241953,--,2007,242175,--,2007,1.51
2015,01,1233,天仁,565923,230412,335511,--,--,335511,264444,--,71067,1725,72792,12673,60119,0,--,60119,-4526,--,55593,60104,--,15,56191,--,-598,0.66
2015,01,1234,黑松,1331189,948971,382218,--,--,382218,421466,--,-39248,187077,147829,24801,123028,0,--,123028,19858,--,142886,123028,--,--,142886,--,--,0.31
2015,01,1235,興泰,22330,21691,639,--,--,639,4865,--,-4226,4178,-48,144,-192,--,--,-192,22255,--,22063,-192,--,0,22063,--,0,0.00
2015,01,1236,宏亞食品,705960,492919,213041,--,--,213041,125969,--,87072,302,87374,14314,73060,--,--,73060,-31962,--,41098,73060,--,0,41098,--,0,0.67
2015,01,1256,F-鮮活,506333,358882,147451,--,--,147451,75922,--,71529,735,72264,24754,47510,--,--,47510,-7792,--,39718,47268,--,242,39502,--,216,1.91
2015,01,1262,F-綠悅,1406797,888588,518209,--,--,518209,100008,--,418201,-5654,412547,63002,349545,--,--,349545,-137822,--,211723,349545,--,--,211723,--,--,2.35
2015,01,1301,台塑,47697112,42125233,5571879,--,--,5571879,2632896,--,2938983,1513001,4451984,808299,3643685,--,--,3643685,2874768,--,6518453,3643685,--,--,6518453,--,--,0.57
2015,01,1303,南亞塑膠,79525772,68480472,11045300,-214,--,11045514,4521659,--,6523855,3294117,9817972,1648631,8169341,--,--,8169341,-4207978,--,3961363,7950168,--,219173,4063483,--,-102120,1.00
2015,01,1304,台聚,13066416,11712905,1353511,--,--,1353511,932786,--,420725,40824,461549,63523,398026,-6614,--,391412,-167263,--,224149,187745,--,203667,46289,--,177860,0.18
2015,01,1305,華夏,3661067,3158674,502393,--,--,502393,285935,0,216458,-11372,205086,28679,176407,-6614,--,169793,-14372,--,155421,161693,--,8100,147361,--,8060,0.35
2015,01,1307,三芳化工,2971584,2163111,808473,--,--,808473,428056,--,380417,-31691,348726,64319,284407,--,--,284407,-76603,--,207804,284407,--,--,207804,--,--,0.76
2015,01,1308,亞聚,1230665,1104824,125841,--,--,125841,45998,--,79843,61412,141255,19944,121311,--,--,121311,-142133,--,-20822,121311,--,--,-20822,--,--,0.26
2015,01,1309,台達化工,4075100,3798998,276102,--,--,276102,191169,--,84933,-11219,73714,-8484,82198,--,--,82198,-47202,--,34996,82198,--,--,34996,--,--,0.25
2015,01,1310,台苯,2268323,2142872,125451,--,--,125451,65897,--,59554,-15801,43753,14256,29497,0,--,29497,87367,--,116864,27115,--,2382,116043,--,821,0.05
2015,01,1312,國喬石化,5008775,4403208,605567,--,--,605567,289077,--,316490,70710,387200,60394,326806,--,--,326806,73436,--,400242,292522,--,34284,332275,--,67967,0.32
2015,01,1313,聯成,10934995,10408976,526019,--,--,526019,422964,--,103055,4982,108037,20551,87486,--,--,87486,-219380,--,-131894,87486,--,0,-131894,--,0,0.08
2015,01,1314,中石化,7398603,7228836,169767,546,931,170152,309907,--,-139755,332705,192950,10000,182950,--,--,182950,-35782,--,147168,183688,--,-738,147334,--,-166,0.08
2015,01,1315,達新工業,638625,520722,117903,--,--,117903,107267,--,10636,-4094,6542,3461,3081,--,--,3081,113505,--,116586,6204,--,-3123,119699,--,-3113,0.03
2015,01,1316,上曜,208386,170696,37690,--,--,37690,74916,--,-37226,-9729,-46955,2124,-49079,--,--,-49079,16739,--,-32340,-56221,--,7142,-52671,--,20331,-0.43
2015,01,1319,東陽,5612549,4307825,1304724,--,145,1304869,823390,--,481479,20728,502207,71509,430698,--,--,430698,-68943,--,361755,412748,--,17950,351008,--,10747,0.70
2015,01,1321,大洋,1278856,1195252,83604,--,--,83604,95027,--,-11423,15647,4224,-1,4225,--,--,4225,372,--,4597,4225,--,--,4597,--,--,0.02
2015,01,1323,永裕,754527,568801,185726,--,--,185726,91339,0,94387,-8518,85869,26541,59328,--,--,59328,-16413,--,42915,47353,--,11975,30961,--,11954,0.52
2015,01,1324,地球工業,315831,257059,58772,--,--,58772,48193,--,10579,995,11574,4672,6902,--,--,6902,-3509,--,3393,6902,--,--,3393,--,--,0.09
2015,01,1325,恒大,279979,237619,42360,--,--,42360,18278,--,24082,-1942,22140,3901,18239,--,--,18239,-5562,--,12677,18494,--,-255,14463,--,-1786,0.18
2015,01,1326,台化,80909048,74716000,6193048,--,--,6193048,3525778,--,2667270,-135848,2531422,474331,2057091,--,--,2057091,1912574,--,3969665,1486545,--,570546,3758256,--,211409,0.25
2015,01,1337,F-再生,840612,660739,179873,--,--,179873,110444,--,69429,27563,96992,28893,68099,--,--,68099,-99418,--,-31319,68099,--,--,-31319,--,--,0.27
2015,01,1338,F-廣華,1928365,1459718,468647,--,--,468647,245365,--,223282,13781,237063,54741,182322,--,--,182322,-61669,--,120653,182373,--,-51,121017,--,-364,2.18
2015,01,1339,昭輝,377677,233614,144063,--,--,144063,52470,--,91593,-2940,88653,15295,73358,--,--,73358,0,--,73358,--,--,--,--,--,--,1.02
2015,01,1340,F-勝悅,592056,387515,204541,--,--,204541,28906,--,175635,7923,183558,30155,153403,--,--,153403,-47866,--,105537,153403,--,--,105537,--,--,1.74
2015,01,1402,遠東新,53529552,40683059,12846493,--,--,12846493,8974375,--,3872118,3105988,6978106,2351602,4626504,--,--,4626504,718926,--,5345430,2635289,--,1991215,3378591,--,1966839,0.54
2015,01,1410,南染,142816,95851,46965,--,--,46965,19360,--,27605,1510,29115,5192,23923,--,--,23923,-922,--,23001,21616,--,2307,20694,--,2307,0.30
2015,01,1413,宏洲纖維,579570,594566,-14996,--,--,-14996,17269,--,-32265,2749,-29516,3208,-32724,--,--,-32724,-11,--,-32735,-32750,--,26,-32761,--,26,-0.32
2015,01,1414,東和,296976,299184,-2208,--,--,-2208,17282,--,-19490,-440,-19930,-3509,-16421,--,--,-16421,-7148,--,-23569,--,--,--,--,--,--,-0.07
2015,01,1416,廣豐,869625,630369,239256,--,--,239256,126315,--,112941,47176,160117,4579,155538,--,--,155538,-10715,--,144823,155747,--,-209,145032,--,-209,0.54
2015,01,1417,嘉裕,938842,718894,219948,--,--,219948,309747,--,-89799,-2785,-92584,505,-93089,--,--,-93089,-15505,--,-108594,-93089,--,--,-108594,--,--,-0.25
2015,01,1418,東華,321943,344762,-22819,--,--,-22819,33803,--,-56622,-4192,-60814,1020,-61834,--,--,-61834,-2985,--,-64819,-61828,--,-6,-64813,--,-6,-0.51
2015,01,1419,新紡,265830,216200,49630,0,0,49630,72448,--,-22818,-3575,-26393,-910,-25483,0,--,-25483,9679,--,-15804,-25462,--,-21,-15783,--,-21,-0.09
2015,01,1423,利華羊毛,156067,163752,-7685,--,--,-7685,9144,--,-16829,-2710,-19539,-1127,-18412,--,--,-18412,-5240,--,-23652,--,--,--,--,--,--,-0.11
2015,01,1432,大魯閣,60945,52317,8628,--,--,8628,56897,--,-48269,-609,-48878,0,-48878,-30962,--,-79840,16659,--,-63181,-76944,--,-2896,-60285,--,-2896,-0.48
2015,01,1434,福懋興業,11029926,9534764,1495162,--,--,1495162,683973,--,811189,-30509,780680,164726,615954,--,--,615954,-154462,--,461492,517351,--,98603,354007,--,107485,0.31
2015,01,1435,中福國際,7118,805,6313,--,--,6313,5279,--,1034,-311,723,--,723,--,--,723,--,--,723,723,--,--,723,--,--,0.01
2015,01,1436,華友聯,49439,35431,14008,--,--,14008,13159,--,849,-7216,-6367,801,-7168,--,--,-7168,--,--,-7168,--,--,--,--,--,--,-0.12
2015,01,1437,勤益投控,252243,171063,81180,--,--,81180,24790,--,56390,-13877,42513,7903,34610,--,--,34610,5366,--,39976,34967,--,-357,40724,--,-748,0.17
2015,01,1438,裕豐,23352,5515,17837,0,0,17837,3271,0,14566,294,14860,1772,13088,--,--,13088,--,--,13088,--,--,--,--,--,--,0.13
2015,01,1439,中和羊毛,95543,91390,4153,--,--,4153,7584,--,-3431,3692,261,64,197,--,--,197,0,--,197,--,--,--,--,--,--,0.00
2015,01,1440,南紡,5279253,4636230,643023,--,--,643023,566182,--,76841,160358,237199,46391,190808,--,--,190808,-217165,--,-26357,203513,--,-12705,-13652,--,-12705,0.12
2015,01,1441,大東紡織,490281,460548,29733,--,--,29733,46463,--,-16730,-17937,-34667,-1676,-32991,--,--,-32991,-6078,--,-39069,-32991,--,--,-39069,--,--,-0.37
2015,01,1442,名軒,195506,121917,73589,--,--,73589,32114,--,41475,323,41798,4037,37761,--,--,37761,-1455,--,36306,37761,--,0,36306,--,0,0.18
2015,01,1443,立益紡織,273825,295968,-22143,--,--,-22143,30229,--,-52372,-41208,-93580,0,-93580,--,--,-93580,15907,--,-77673,-65099,--,-28481,-54494,--,-23179,-0.48
2015,01,1444,力麗,2759961,2477831,282130,168,0,281962,121641,--,160321,-42234,118087,28664,89423,--,--,89423,-50448,--,38975,96018,--,-6595,45380,--,-6405,0.10
2015,01,1445,大宇紡織,472498,422256,50242,--,--,50242,34074,--,16168,43,16211,-296,16507,--,--,16507,16032,--,32539,16507,--,0,32539,--,0,0.12
2015,01,1446,宏和,199597,151277,48320,--,--,48320,44988,--,3332,3608,6940,1833,5107,--,--,5107,-13563,--,-8456,5107,--,--,-8456,--,--,0.04
2015,01,1447,力鵬,4613017,4537933,75084,--,--,75084,161838,--,-86754,-49465,-136219,-22353,-113866,--,--,-113866,-47198,--,-161064,-114322,--,456,-163877,--,2813,-0.14
2015,01,1449,佳和實業,649528,618600,30928,--,--,30928,90803,--,-59875,-8631,-68506,55,-68561,--,--,-68561,13810,--,-54751,-61589,--,-6972,-47799,--,-6952,-0.52
2015,01,1451,年興紡織,2742195,2530219,211976,--,--,211976,157228,--,54748,3358,58106,11058,47048,--,--,47048,-212286,--,-165238,49151,--,-2103,-162569,--,-2669,0.12
2015,01,1452,宏益,576453,467052,109401,--,--,109401,26520,--,82881,22015,104896,17282,87614,--,--,87614,49098,--,136712,--,--,--,--,--,--,0.66
2015,01,1453,大將,30905,38531,-7626,--,--,-7626,9671,--,-17297,1853,-15444,1234,-16678,--,--,-16678,959,--,-15719,-16879,--,201,-15920,--,201,-0.19
2015,01,1454,台富,529892,464367,65525,--,--,65525,34485,63,31103,-897,30206,4336,25870,--,--,25870,548,--,26418,25870,--,0,26418,--,0,0.20
2015,01,1455,集盛,4025006,4035116,-10110,--,--,-10110,115466,--,-125576,48114,-77462,-10577,-66885,--,--,-66885,-62,--,-66947,-66885,--,--,-66947,--,--,-0.11
2015,01,1456,怡華,137992,111801,26191,--,--,26191,32598,0,-6407,-15756,-22163,0,-22163,--,--,-22163,1630,--,-20533,-22163,--,--,-20533,--,--,-0.10
2015,01,1457,宜進,785432,677357,108075,--,--,108075,47592,--,60483,57635,118118,3543,114575,--,--,114575,-6039,--,108536,110540,--,4035,104562,--,3974,0.42
2015,01,1459,聯發紡織,1003256,892371,110885,--,--,110885,44324,--,66561,35031,101592,13023,88569,--,--,88569,-161056,--,-72487,88509,--,60,-72547,--,60,0.28
2015,01,1460,宏遠,2093769,1706619,387150,--,--,387150,268291,-1846,117013,9525,126538,16482,110056,--,--,110056,-12583,--,97473,110062,--,-6,97479,--,-6,0.25
2015,01,1463,強盛染整,134186,107236,26950,--,--,26950,20738,--,6212,18066,24278,2040,22238,0,--,22238,-4849,--,17389,22601,--,-363,17752,--,-363,0.14
2015,01,1464,得力實業,1576218,1284980,291238,--,--,291238,195694,573,96117,4060,100177,20038,80139,--,--,80139,-27238,--,52901,59627,--,20512,35925,--,16976,0.28
2015,01,1465,偉全實業,523707,448050,75657,--,--,75657,52024,--,23633,11081,34714,2743,31971,--,--,31971,-20926,--,11045,20810,--,11161,5297,--,5748,0.20
2015,01,1466,聚隆,1047772,969969,77803,0,0,77803,74465,--,3338,-3487,-149,-401,252,0,--,252,0,--,252,252,0,0,252,0,0,0.00
2015,01,1467,南緯實業,1637948,1337147,300801,--,--,300801,291376,--,9425,-8394,1031,12141,-11110,--,--,-11110,-104183,--,-115293,8242,--,-19352,-87057,--,-28236,0.04
2015,01,1468,昶和纖維,172361,148051,24310,--,--,24310,24571,--,-261,-10343,-10604,0,-10604,--,--,-10604,-2645,--,-13249,-8033,--,-2571,-10135,--,-3114,-0.50
2015,01,1469,理隆纖維,75795,73032,2763,--,--,2763,13350,--,-10587,-825,-11412,-1127,-10285,--,--,-10285,67617,--,57332,-10285,--,--,57332,--,--,-0.08
2015,01,1470,大統染,199659,152645,47014,--,--,47014,25802,90,21302,-2450,18852,3586,15266,--,--,15266,5076,--,20342,--,--,--,--,--,--,0.18
2015,01,1471,首利,521544,546881,-25337,--,--,-25337,60915,--,-86252,1504,-84748,-397,-84351,--,--,-84351,-2077,--,-86428,-84351,--,--,-86428,--,--,-0.42
2015,01,1472,三洋紡,186329,195372,-9043,--,--,-9043,17606,0,-26649,-3155,-29804,131,-29935,--,--,-29935,-303,--,-30238,-29330,--,-605,-29633,--,-605,-0.41
2015,01,1473,台南企業,2503737,1964372,539365,--,--,539365,516176,--,23189,33492,56681,37606,19075,--,--,19075,-27959,--,-8884,66515,--,-47440,41779,--,-50663,0.46
2015,01,1474,弘裕,843838,755132,88706,--,--,88706,62725,--,25981,-3533,22448,3052,19396,--,--,19396,-4304,--,15092,19396,--,--,15092,--,--,0.15
