年,季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2014,04,1101,台泥,118325809,93453214,24872595,--,--,24872595,5014926,--,19857669,1341051,21198720,4614844,16583876,--,--,16583876,3225651,--,19809527,10828868,--,5755008,13340699,--,6468828,2.93
2014,04,1102,亞泥,77683281,66553091,11130190,586,--,11129604,2881200,--,8248404,5471335,13719739,2813741,10905998,--,--,10905998,4827293,--,15733291,9361635,--,1544363,13273390,--,2459901,2.98
2014,04,1103,嘉泥,3937686,3718300,219386,--,--,219386,478235,0,-258849,268150,9301,-44487,53788,--,--,53788,-1045280,--,-991492,16343,--,37445,-988148,--,-3344,0.03
2014,04,1104,環球水泥,5819904,5275558,544346,--,--,544346,365834,--,178512,1289523,1468035,83580,1384455,--,--,1384455,424424,--,1808879,1392582,--,-8127,1817255,--,-8376,2.26
2014,04,1108,幸福水泥,5099198,4360174,739024,--,--,739024,298458,--,440566,-2506,438060,70993,367067,--,--,367067,11775,--,378842,379540,--,-12473,390167,--,-11325,0.94
2014,04,1109,信大水泥,5000089,4055891,944198,--,--,944198,510219,0,433979,-7159,426820,90056,336764,0,--,336764,74194,--,410958,283540,--,53224,326958,--,84000,0.67
2014,04,1110,東泥,2078224,1865890,212334,--,--,212334,80394,--,131940,-1035,130905,-11396,142301,--,--,142301,116800,--,259101,141765,--,536,258565,--,536,0.25
2014,04,1201,味全公司,26469174,18931673,7537501,--,--,7537501,7107077,--,430424,-601099,-170675,147686,-318361,-59561,--,-377922,81064,--,-296858,-244138,--,-133784,-180185,--,-116673,-0.48
2014,04,1203,味王公司,6296547,4869090,1427457,0,0,1427457,922748,--,504709,28524,533233,172115,361118,0,--,361118,182124,--,543242,266931,--,94187,401692,--,141550,1.12
2014,04,1210,大成長城,91740920,83742961,7997959,--,--,7997959,6849289,--,1148670,343123,1491793,492216,999577,--,--,999577,841949,--,1841526,1162573,--,-162996,1687619,--,153907,1.70
2014,04,1213,大飲,702122,603479,98643,--,--,98643,86258,--,12385,4141,16526,5017,11509,--,--,11509,11,--,11520,11509,--,--,11520,--,--,0.22
2014,04,1215,卜蜂企業,17527760,15440281,2087479,--,--,2087479,1122228,8237,973488,21893,995381,187134,808247,--,--,808247,-137533,--,670714,782892,--,25355,640960,--,29754,3.21
2014,04,1216,統一,425187182,293188184,131998998,--,--,131998998,114223795,--,17775203,4486611,22261814,4548633,17713181,--,--,17713181,2798736,--,20511917,11122830,--,6590351,13563132,--,6948785,2.04
2014,04,1217,愛之味,4283751,3076451,1207300,--,--,1207300,1550486,--,-343186,-52211,-395397,13825,-409222,--,--,-409222,8444,--,-400778,-357794,--,-51428,-359875,--,-40903,-0.73
2014,04,1218,泰山企業,9001125,7638438,1362687,182,410,1362915,1464845,--,-101930,176677,74747,6908,67839,--,--,67839,143,--,67982,67717,--,122,67860,--,122,0.20
2014,04,1219,福壽實業,10543589,9809054,734535,--,--,734535,642723,--,91812,53916,145728,20929,124799,--,--,124799,-11196,--,113603,134453,--,-9654,123899,--,-10296,0.43
2014,04,1220,台榮,3769955,3509161,260794,--,--,260794,231261,--,29533,22637,52170,10303,41867,--,--,41867,-16439,--,25428,53469,--,-11602,37575,--,-12147,0.30
2014,04,1225,福懋油,12407408,11760111,647297,43,--,647254,524131,-6596,116527,-37505,79022,17833,61189,--,--,61189,20614,--,81803,45069,--,16120,65683,--,16120,0.22
2014,04,1227,佳格,21800013,15577607,6222406,--,--,6222406,3765248,--,2457158,112867,2570025,479665,2090360,--,--,2090360,223874,--,2314234,2075851,--,14509,2299759,--,14475,2.90
2014,04,1229,聯華實業,5302422,4631248,671174,--,--,671174,416590,--,254584,1513635,1768219,79740,1688479,--,--,1688479,-57109,--,1631370,1718864,--,-30385,1659861,--,-28491,2.01
2014,04,1231,聯華食品,5893261,4654789,1238472,0,0,1238472,1012138,--,226334,36987,263321,41247,222074,--,--,222074,-1811,--,220263,222809,--,-735,220174,--,89,1.50
2014,04,1232,大統益,21849462,20178839,1670623,--,--,1670623,584010,--,1086613,117551,1204164,209235,994929,--,--,994929,8844,--,1003773,987441,--,7488,996001,--,7772,6.17
2014,04,1233,天仁,2149080,867724,1281356,--,--,1281356,1041017,--,240339,38313,278652,46806,231846,--,--,231846,-43735,--,188111,229782,--,2064,185436,--,2675,2.54
2014,04,1234,黑松,6015394,4214857,1800537,--,--,1800537,1813508,--,-12971,492193,479222,84264,394958,--,--,394958,3252,--,398210,394958,--,--,398210,--,--,0.98
2014,04,1235,興泰,172096,162140,9956,--,--,9956,51396,0,-41440,91899,50459,-990,51449,0,--,51449,334799,--,386248,52341,--,-892,387140,--,-892,0.97
2014,04,1236,宏亞食品,2371613,1737004,634609,--,--,634609,580288,--,54321,127611,181932,14468,167464,--,--,167464,266347,--,433811,167464,--,--,433811,--,--,1.55
2014,04,1256,F-鮮活,2053572,1415326,638246,--,--,638246,258336,--,379910,6450,386360,142470,243890,--,--,243890,26769,--,270659,243237,--,653,269908,--,751,9.85
2014,04,1262,F-綠悅,6255929,4079162,2176767,--,--,2176767,341350,--,1835417,-25025,1810392,272315,1538077,--,--,1538077,445742,--,1983819,1538077,0,--,1983819,0,--,10.40
2014,04,1301,台塑,216589040,200036215,16552825,--,--,16552825,11037972,--,5514853,15036700,20551553,2558119,17993434,--,--,17993434,17554521,--,35547955,17993434,--,--,35547955,--,--,2.83
2014,04,1303,南亞塑膠,325473146,296426556,29046590,0,-13492,29033098,18041910,--,10991188,23524910,34516098,1699345,32816753,--,--,32816753,19282981,--,52099734,31785279,--,1031474,51068260,--,1031474,4.01
2014,04,1304,台聚,59704563,55799072,3905491,--,--,3905491,3557940,--,347551,529801,877352,222110,655242,-26566,--,628676,442852,--,1071528,640838,--,-12162,923137,--,148391,0.62
2014,04,1305,華夏,14559831,13422934,1136897,--,--,1136897,1040588,0,96309,58183,154492,5531,148961,-26566,--,122395,3337,--,125732,118906,--,3489,122933,--,2799,0.25
2014,04,1307,三芳化工,11191138,8440781,2750357,--,--,2750357,1616620,--,1133737,44161,1177898,208139,969759,0,--,969759,366999,--,1336758,969759,--,--,1336758,--,--,2.59
2014,04,1308,亞聚,5566285,4978473,587812,--,--,587812,180045,--,407767,176146,583913,83980,499933,--,--,499933,-155795,--,344138,499933,--,--,344138,--,--,1.06
2014,04,1309,台達化工,20933816,20855152,78664,--,--,78664,726611,--,-647947,9737,-638210,-7024,-631186,--,--,-631186,9577,--,-621609,-631186,--,--,-621609,--,--,-1.93
2014,04,1310,台苯,17028183,17176342,-148159,--,--,-148159,341416,--,-489575,82956,-406619,-64915,-341704,289788,--,-51916,-280605,--,-332521,-38456,--,-13460,-325377,--,-7144,-0.07
2014,04,1312,國喬石化,24340264,22747713,1592551,--,--,1592551,1148690,--,443861,310067,753928,263247,490681,--,--,490681,148384,--,639065,292518,--,198163,439236,--,199829,0.31
2014,04,1313,聯成,53282098,51946280,1335818,--,--,1335818,1726645,--,-390827,-5777,-396604,-152702,-243902,--,--,-243902,608976,--,365074,-243252,--,-650,365482,--,-408,-0.21
2014,04,1314,中石化,33249482,34012188,-762706,931,474,-763163,1411469,--,-2174632,2527223,352591,58059,294532,--,--,294532,25641,--,320173,304449,--,-9917,329224,--,-9051,0.13
