年,季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2013,01,1308,亞聚,1227231,1128105,99126,--,--,99126,49625,0,49501,92938,142439,11727,130712,--,--,130712,-135338,--,-4626,130712,--,--,-4626,--,--,0.28
2013,01,1309,台達化工,4389762,4254033,135729,--,--,135729,153608,--,-17879,61091,43212,-9149,52361,--,--,52361,17237,--,69598,52361,--,--,69598,--,--,0.16
2013,01,1310,台苯,4958708,4788389,170319,--,--,170319,117309,8,53018,-25089,27929,2109,25820,--,--,25820,95275,--,121095,21471,--,4349,113179,--,7916,0.04
2013,01,1312,國喬石化,5981395,5479937,501458,--,--,501458,285676,--,215782,45590,261372,43566,217806,--,--,217806,474377,--,692183,165752,--,52054,517796,--,174387,0.18
2013,01,1313,聯成,11397746,11019583,378163,--,--,378163,375468,--,2695,181326,184021,14844,169177,--,--,169177,357858,--,527035,171848,--,-2671,528341,--,-1306,0.15
2013,01,1314,中石化,9074551,9204859,-130308,0,1180,-129128,286472,--,-415600,157094,-258506,-836,-257670,--,--,-257670,197182,--,-60488,-246283,--,-11387,-49101,--,-11387,-0.11
2013,01,1315,達新工業,700168,580096,120072,--,--,120072,128227,--,-8155,11057,2902,-1863,4765,--,--,4765,-87091,--,-82326,8447,--,-3682,-79044,--,-3282,0.04
2013,01,1316,上曜,342813,254681,88132,--,--,88132,114272,--,-26140,-644,-26784,1601,-28385,--,--,-28385,7535,--,-20850,-31635,--,3250,-28288,--,7438,-0.43
2013,01,1319,東陽,4617094,3580389,1036705,--,985,1037690,703242,--,334448,63309,397757,62838,334919,--,--,334919,192338,--,527257,326294,--,8625,480446,--,46811,0.57
2013,01,1321,大洋,1228602,1147523,81079,--,--,81079,88820,--,-7741,9125,1384,0,1384,--,--,1384,19442,--,20826,1384,--,0,20826,--,0,0.01
2013,01,1323,永裕,777647,592261,185386,--,--,185386,98839,-49,86498,348,86846,21019,65827,--,--,65827,21952,--,87779,54371,--,11456,76280,--,11499,0.66
2013,01,1324,地球工業,386514,331832,54682,--,--,54682,47785,--,6897,9797,16694,2615,14079,--,--,14079,13738,--,27817,14079,--,0,27817,--,0,0.19
2013,01,1325,恒大,268167,227248,40919,--,--,40919,16664,--,24255,5503,29758,4602,25156,--,--,25156,7558,--,32714,25524,--,-368,29969,--,2745,0.25
2013,01,1326,台化,105123051,95567101,9555950,--,--,9555950,3170735,--,6385215,3012164,9397379,864303,8533076,--,--,8533076,457303,--,8990379,8096038,--,437038,10112798,--,-1122419,1.43
2013,01,1337,F-再生,958883,587149,371734,--,--,371734,88295,--,283439,22291,305730,75598,230132,--,--,230132,252679,--,482811,230132,--,--,482811,--,--,1.31
2013,01,1338,F-廣華,1430571,1127837,302734,--,--,302734,255181,--,47553,19600,67153,16145,51008,--,--,51008,131171,--,182179,51015,--,-7,181368,--,811,0.72
2013,01,1339,昭輝,314755,203000,111755,--,--,111755,49866,--,61889,22703,84592,14382,70210,--,--,70210,--,--,70210,--,--,--,--,--,--,1.06
2013,01,1402,遠東新,57620493,46683658,10936835,--,--,10936835,7780560,--,3156275,964605,4120880,553785,3567095,--,--,3567095,1425551,--,4992646,1872376,--,1694719,3124056,--,1868590,0.37
2013,01,1410,南染,138784,102813,35971,--,--,35971,18730,--,17241,3131,20372,846,19526,--,--,19526,874,--,20400,18779,--,747,19653,--,747,0.21
2013,01,1413,宏洲纖維,1128664,1170507,-41843,--,--,-41843,28834,--,-70677,-283,-70960,555,-71515,--,--,-71515,-9467,--,-80982,-71228,--,-287,-78308,--,-2674,-0.42
2013,01,1414,東和,308410,268219,40191,--,--,40191,15121,--,25070,7292,32362,0,32362,--,--,32362,3170,--,35532,--,--,--,--,--,--,0.15
2013,01,1416,廣豐,37717,8619,29098,--,--,29098,45410,--,-16312,6418,-9894,4,-9898,--,--,-9898,49571,--,39673,-14747,--,4849,34824,--,4849,-0.12
2013,01,1417,嘉裕,830911,620878,210033,--,--,210033,248344,--,-38311,35692,-2619,7291,-9910,--,--,-9910,85080,--,75170,-9910,--,--,75170,--,--,-0.03
2013,01,1418,東華,473882,467588,6294,--,--,6294,39417,--,-33123,8878,-24245,669,-24914,--,--,-24914,-11772,--,-36686,-24909,--,-5,-36681,--,-5,-0.21
2013,01,1419,新紡,223160,171116,52044,--,--,52044,62244,--,-10200,-1501,-11701,1230,-12931,--,--,-12931,311447,--,298516,-12931,--,--,298516,--,--,-0.04
2013,01,1423,利華羊毛,232654,205364,27290,--,--,27290,9039,--,18251,-1912,16339,-4821,21160,--,--,21160,12692,--,33852,--,--,--,--,--,--,0.12
2013,01,1432,大魯閣,117900,109704,8196,--,--,8196,69578,--,-61382,3077,-58305,0,-58305,--,--,-58305,32440,--,-25865,-58030,--,-275,-25590,--,-275,-0.66
2013,01,1434,福懋興業,11703212,10545422,1157790,--,--,1157790,598229,--,559561,68408,627969,101998,525971,--,--,525971,-2776355,--,-2250384,508309,--,17662,-2256566,--,6182,0.30
2013,01,1435,中福國際,5867,1045,4822,--,--,4822,6581,0,-1759,540,-1219,0,-1219,--,--,-1219,--,--,-1219,-1219,--,0,-1219,--,0,-0.01
2013,01,1436,華友聯,604,392,212,--,--,212,8812,--,-8600,5477,-3123,0,-3123,--,--,-3123,0,--,-3123,-3123,--,--,-3123,--,--,-0.05
2013,01,1437,勤益投控,326321,323095,3226,--,--,3226,25454,--,-22228,-14747,-36975,975,-37950,--,--,-37950,48502,--,10552,-36079,--,-1871,11324,--,-772,-0.18
2013,01,1438,裕豐,8852,2784,6068,--,--,6068,3064,--,3004,733,3737,363,3374,--,--,3374,0,--,3374,--,--,--,--,--,--,0.03
2013,01,1439,中和羊毛,128877,126490,2387,--,--,2387,5683,--,-3296,6377,3081,445,2636,--,--,2636,0,--,2636,--,--,--,--,--,--,0.03
2013,01,1440,南紡,5107408,4450313,657095,--,--,657095,318651,--,338444,93673,432117,99962,332155,--,--,332155,273849,--,606004,334735,--,-2580,608584,--,-2580,0.21
2013,01,1441,大東紡織,325830,298393,27437,--,--,27437,33703,--,-6266,11940,5674,-149,5823,--,--,5823,1592,--,7415,5823,--,--,7415,--,--,0.07
2013,01,1442,名軒,974123,570944,403179,--,--,403179,65389,--,337790,1607,339397,20959,318438,--,--,318438,26,--,318464,318438,--,0,318464,--,0,1.54
2013,01,1443,立益紡織,391215,347189,44026,--,--,44026,50663,--,-6637,-1628,-8265,0,-8265,--,--,-8265,-24764,--,-33029,14792,--,-23057,684,--,-33713,0.11
2013,01,1444,力麗,2816753,2651527,165226,101,--,165125,110645,--,54480,142354,196834,-3158,199992,--,--,199992,-85043,--,114949,178803,--,21189,131690,--,-16741,0.20
2013,01,1445,大宇紡織,456736,421813,34923,--,--,34923,31062,--,3861,14831,18692,1143,17549,--,--,17549,-2774,--,14775,17549,--,0,14775,--,0,0.13
2013,01,1446,宏和,204208,152950,51258,--,--,51258,38323,--,12935,2892,15827,3517,12310,--,--,12310,7135,--,19445,12310,--,0,19445,--,--,0.09
2013,01,1447,力鵬,6799613,6304884,494729,--,--,494729,163718,--,331011,82993,414004,67418,346586,--,--,346586,-136064,--,210522,346555,--,31,252818,--,-42296,0.49
2013,01,1449,佳和實業,788657,767847,20810,--,--,20810,103329,--,-82519,24564,-57955,14,-57969,--,--,-57969,5791,--,-52178,-51389,--,-6580,-45761,--,-6417,-0.29
2013,01,1451,年興紡織,3164668,2829204,335464,--,--,335464,198340,--,137124,43752,180876,31992,148884,--,--,148884,85358,--,234242,151383,--,-2499,233741,--,501,0.35
2013,01,1452,宏益,543440,494141,49299,--,--,49299,19390,--,29909,5272,35181,5864,29317,--,--,29317,2210,--,31527,--,--,--,--,--,--,0.22
2013,01,1453,大將,44643,38995,5648,--,--,5648,7370,--,-1722,884,-838,1229,-2067,--,--,-2067,2221,--,154,-1922,--,-145,299,--,-145,-0.03
2013,01,1454,台富,491900,463336,28564,--,--,28564,29786,-219,-1441,3915,2474,421,2053,--,--,2053,-4134,--,-2081,2053,--,--,-2081,--,--,0.02
2013,01,1455,集盛,4000950,3736066,264884,0,0,264884,101663,0,163221,29022,192243,31115,161128,--,--,161128,0,--,161128,--,--,--,--,--,--,0.27
2013,01,1456,怡華,203192,186066,17126,0,0,17126,14637,0,2489,-21024,-18535,-4517,-14018,0,--,-14018,-3681,--,-17699,-14018,--,0,-17699,--,0,-0.03
2013,01,1457,宜進,967096,925142,41954,--,--,41954,38322,--,3632,-1078,2554,0,2554,--,--,2554,11385,--,13939,1248,--,1306,12698,--,1241,0.00
2013,01,1459,聯發紡織,897470,865085,32385,--,--,32385,38397,--,-6012,-2485,-8497,2646,-11143,--,--,-11143,43931,--,32788,-11002,--,-141,32929,--,-141,-0.03
2013,01,1460,宏遠,1738216,1496759,241457,--,--,241457,224708,-186,16563,58598,75161,0,75161,--,--,75161,54230,--,129391,75162,--,-1,129391,--,0,0.17
2013,01,1463,強盛染整,199473,181373,18100,--,--,18100,30881,--,-12781,12100,-681,--,-681,--,--,-681,7237,--,6556,2387,--,-3068,9624,--,-3068,0.01
2013,01,1464,得力實業,978909,859644,119265,--,--,119265,126649,634,-6750,11582,4832,4386,446,--,--,446,59915,--,60361,933,--,-487,54463,--,5898,0.00
2013,01,1465,偉全實業,533258,473158,60100,--,--,60100,51524,--,8576,6649,15225,2299,12926,--,--,12926,39331,--,52257,11544,--,1382,35181,--,17076,0.13
2013,01,1466,聚隆,1289235,1185282,103953,--,--,103953,84057,--,19896,4542,24438,4249,20189,--,--,20189,--,--,20189,20189,--,--,20189,--,--,0.21
2013,01,1467,南緯實業,1678240,1359180,319060,--,--,319060,277801,--,41259,20739,61998,19887,42111,--,--,42111,124316,--,166427,54638,--,-12527,145567,--,20860,0.32
2013,01,1468,昶和纖維,203275,197780,5495,--,--,5495,38571,--,-33076,10798,-22278,0,-22278,--,--,-22278,6282,--,-15996,-17390,--,-4888,-12333,--,-3663,-0.11
2013,01,1469,理隆纖維,94656,85416,9240,--,--,9240,13418,--,-4178,21509,17331,6907,10424,--,--,10424,--,--,10424,10420,--,4,10420,--,4,0.08
2013,01,1470,大統染,163822,139195,24627,--,--,24627,18020,506,7113,1651,8764,1490,7274,--,--,7274,4564,--,11838,--,--,--,--,--,--,0.08
2013,01,1471,首利,1483645,1435713,47932,--,--,47932,99969,--,-52037,37164,-14873,1430,-16303,--,--,-16303,43860,--,27557,-16303,--,--,27557,--,--,-0.08
2013,01,1472,三洋紡,205616,211864,-6248,--,--,-6248,30734,405,-36577,237,-36340,-17,-36323,--,--,-36323,5774,--,-30549,-32415,--,-3908,-26641,--,-3908,-0.50
2013,01,1473,台南企業,2784707,2013213,771494,--,--,771494,658709,--,112785,29329,142114,55202,86912,--,--,86912,81077,--,167989,150874,--,-63962,231951,--,-63962,1.04
2013,01,1474,弘裕,943833,887362,56471,--,--,56471,55526,--,945,9780,10725,3833,6892,--,--,6892,10593,--,17485,6892,--,--,17485,--,--,0.05
2013,01,1475,本盟光電,52998,64604,-11606,--,--,-11606,14741,--,-26347,1429,-24918,-28,-24890,--,--,-24890,-7291,--,-32181,-16984,--,-7906,-21285,--,-10896,-0.32
2013,01,1476,儒鴻,3673272,2632457,1040815,--,--,1040815,388920,--,651895,54782,706677,115154,591523,--,--,591523,39459,--,630982,591959,--,-436,631386,--,-404,2.41
2013,01,1477,聚陽實業,4297620,3402560,895060,--,--,895060,465630,--,429430,21595,451025,64707,386318,--,--,386318,59866,--,446184,385858,--,460,446114,--,70,2.33
2013,01,1503,士電,4269678,3353473,916205,--,--,916205,580766,--,335439,33709,369148,82928,286220,--,--,286220,-169507,--,116713,277924,--,8296,108114,--,8599,0.53
2013,01,1504,東元電機,13265366,10099147,3166219,14439,14439,3166219,2014969,--,1151250,74744,1225994,359817,866177,--,--,866177,1255077,--,2121254,818637,--,47540,1923512,--,197742,0.45
2013,01,1506,正道,347340,322782,24558,--,--,24558,51892,--,-27334,3663,-23671,0,-23671,--,--,-23671,19820,--,-3851,-20294,--,-3377,-3020,--,-831,-0.17
2013,01,1507,永大機電,4135404,3048719,1086685,--,--,1086685,647473,--,439212,24229,463441,125399,338042,--,--,338042,197359,--,535401,337555,--,487,534914,--,487,0.83
2013,01,1512,瑞利,795859,685032,110827,--,--,110827,126472,--,-15645,108,-15537,8669,-24206,--,--,-24206,45155,--,20949,-25683,--,1477,17358,--,3591,-0.14
2013,01,1513,中興電,2206385,1836604,369781,--,--,369781,286897,--,82884,42322,125206,15678,109528,--,--,109528,119228,--,228756,109557,--,-29,221327,--,7429,0.23
2013,01,1514,亞力電機,980720,865983,114737,0,20,114757,89922,--,24835,6759,31594,2550,29044,0,--,29044,4030,--,33074,29757,--,-713,33040,--,34,0.15
2013,01,1515,力山,669734,532455,137279,--,--,137279,131197,--,6082,7234,13316,2355,10961,--,--,10961,63358,--,74319,11497,--,-536,74664,--,-345,0.06
2013,01,1516,川飛,31659,28256,3403,--,--,3403,2376,0,1027,2,1029,0,1029,0,--,1029,0,--,1029,--,--,--,--,--,--,0.06
2013,01,1517,利奇機械,919272,782751,136521,--,--,136521,84899,--,51622,34424,86046,22945,63101,--,--,63101,49574,--,112675,60104,--,2997,99818,--,12857,0.26
2013,01,1519,華城電機,909142,773773,135369,--,--,135369,140308,--,-4939,20897,15958,3356,12602,--,--,12602,16970,--,29572,13000,--,-398,29748,--,-176,0.05
2013,01,1521,大億,959797,827937,131860,63,514,132311,97885,0,34426,31086,65512,11133,54379,--,--,54379,6968,--,61347,54379,--,--,61347,--,0,0.71
2013,01,1522,堤維西,3847447,3180435,667012,108114,106363,665261,571016,--,94245,57252,151497,24520,126977,0,--,126977,183203,--,310180,83495,--,43482,175521,--,134659,0.27
2013,01,1524,耿鼎企業,599931,534142,65789,--,--,65789,69867,--,-4078,7847,3769,-56,3825,--,--,3825,--,--,3825,3825,--,--,3825,--,--,0.02
2013,01,1525,江申工業,243004,227375,15629,--,--,15629,21467,--,-5838,60813,54975,5974,49001,--,--,49001,62164,--,111165,49001,--,--,111165,--,--,0.71
2013,01,1526,日馳,168467,134458,34009,--,--,34009,23786,--,10223,-907,9316,-35,9351,--,--,9351,1225,--,10576,9351,--,--,10576,--,--,0.19
2013,01,1527,鑽全,542527,425305,117222,--,--,117222,76938,--,40284,197833,238117,40480,197637,--,--,197637,32777,--,230414,197637,--,0,230414,--,0,1.29
2013,01,1528,恩德,686061,527894,158167,--,--,158167,156022,--,2145,27759,29904,8300,21604,--,--,21604,28287,--,49891,22394,--,-790,50681,--,-790,0.15
2013,01,1529,樂士,17195,14718,2477,--,--,2477,8872,--,-6395,-176,-6571,0,-6571,--,--,-6571,--,--,-6571,-6571,--,0,-6571,--,0,-0.03
2013,01,1530,亞崴機電,656087,516639,139448,3131,--,136317,92842,--,43475,40844,84319,12789,71530,--,--,71530,24822,--,96352,71530,--,--,96352,--,--,0.78
2013,01,1531,高林股,814386,634652,179734,--,--,179734,104523,--,75211,80907,156118,62687,93431,--,--,93431,72319,--,165750,94445,--,-1014,154873,--,10877,0.49
2013,01,1532,勤美,3021743,2368279,653464,--,--,653464,375097,1835,280202,94168,374370,39017,335353,--,--,335353,300434,--,635787,184638,--,150715,334372,--,301415,0.49
2013,01,1533,車王電,493070,327743,165327,--,--,165327,145498,--,19829,28528,48357,12760,35597,--,--,35597,-921,--,34676,35586,--,11,34665,--,11,0.38
2013,01,1535,中宇,2725937,2428752,297185,--,--,297185,121647,--,175538,43515,219053,41975,177078,--,--,177078,17830,--,194908,177078,--,0,194908,--,0,1.52
2013,01,1536,和大工業,876290,645354,230936,--,--,230936,118990,--,111946,10800,122746,13298,109448,--,--,109448,16406,--,125854,108297,--,1151,124697,--,1157,0.65
2013,01,1537,廣隆光電,1349625,1050552,299073,--,--,299073,97065,--,202008,28959,230967,46524,184443,--,--,184443,35458,--,219901,182505,--,1938,216525,--,3376,2.24
2013,01,1538,正峰新,160876,139410,21466,--,--,21466,85175,--,-63709,-22391,-86100,0,-86100,--,--,-86100,18134,--,-67966,-86100,--,--,-67966,--,--,-0.53
2013,01,1539,巨庭機械,438781,391595,47186,--,--,47186,28078,--,19108,17191,36299,6839,29460,--,--,29460,-103,--,29357,29460,--,--,29357,--,--,0.45
2013,01,1540,喬福機械,189975,147277,42698,--,--,42698,24422,--,18276,20748,39024,6174,32850,--,--,32850,0,--,32850,32850,--,0,32850,--,0,0.41
2013,01,1541,錩泰,375028,319226,55802,--,--,55802,69077,--,-13275,10285,-2990,3376,-6366,--,--,-6366,1084,--,-5282,-6366,--,--,-5282,--,--,-0.08
2013,01,1558,伸興,1117902,864316,253586,--,--,253586,113465,--,140121,37472,177593,33850,143743,--,--,143743,21875,--,165618,142691,--,1052,164566,--,1052,2.76
2013,01,1560,中砂,981917,726064,255853,--,--,255853,114870,--,140983,1196,142179,24633,117546,--,--,117546,385,--,117931,--,--,--,--,--,--,0.83
2013,01,1582,信錦,1955547,1514552,440995,--,--,440995,232543,--,208452,2111,210563,80036,130527,--,--,130527,140164,--,270691,130527,--,0,270691,--,0,0.91
2013,01,1583,程泰,1265924,928732,337192,--,--,337192,225386,--,111806,72570,184376,36940,147436,--,--,147436,52743,--,200179,109012,--,38424,146836,--,53343,1.13
2013,01,1589,F-永冠,1169187,873494,295693,--,--,295693,160985,--,134708,-22196,112512,27935,84577,--,--,84577,164357,--,248934,84577,--,--,248934,--,--,0.84
2013,01,1590,F-亞德,1447209,671290,775919,--,--,775919,400810,--,375109,-6153,368956,105614,263342,--,--,263342,159155,--,422497,262489,--,853,422215,--,282,1.75
2013,01,1603,華電,495672,436685,58987,--,--,58987,40209,4859,23637,-9016,14621,2591,12030,--,--,12030,11710,--,23740,12030,--,0,23725,--,15,0.04
2013,01,1604,聲寶,2859195,2274663,584532,--,--,584532,551263,--,33269,91245,124514,0,124514,--,--,124514,103200,--,227714,123145,--,1369,226345,--,1369,0.23
2013,01,1605,華新,34450923,33386804,1064119,--,--,1064119,1177702,--,-113583,466715,353132,163914,189218,--,--,189218,1763128,--,1952346,71349,--,117869,1663942,--,288404,0.02
2013,01,1608,華榮,2665309,2632381,32928,--,--,32928,55548,--,-22620,256784,234164,-3249,237413,--,--,237413,85110,--,322523,223377,--,14036,305274,--,17249,0.50
2013,01,1609,大亞電線,4358510,4127897,230613,--,--,230613,204297,--,26316,14532,40848,13118,27730,--,--,27730,81742,--,109472,33848,--,-6118,109514,--,-42,0.06
2013,01,1611,中電,1059219,867970,191249,1404,--,189845,146245,--,43600,51319,94919,18513,76406,--,--,76406,121114,--,197520,77808,--,-1402,198922,--,-1402,0.20
2013,01,1612,宏泰,1026152,1003987,22165,--,--,22165,52509,--,-30344,51074,20730,-246,20976,--,--,20976,23487,--,44463,22849,--,-1873,46336,--,-1873,0.06
2013,01,1613,台一,10271586,10100860,170726,--,--,170726,145472,--,25254,-130483,-105229,13146,-118375,--,--,-118375,53851,--,-64524,-117439,--,-936,-73391,--,8867,-0.52
2013,01,1614,三洋電,1146522,962280,184242,--,--,184242,181790,--,2452,19984,22436,3146,19290,--,--,19290,6943,--,26233,18707,--,583,25650,--,583,0.06
2013,01,1615,大山,784403,748509,35894,--,--,35894,26666,--,9228,645,9873,1678,8195,0,--,8195,1184,--,9379,8195,--,0,9379,--,0,0.07
2013,01,1616,億泰,702660,685344,17316,--,--,17316,45540,--,-28224,87157,58933,-465,59398,--,--,59398,14744,--,74142,59398,--,--,74142,--,--,0.31
2013,01,1617,榮星電線,920424,867889,52535,--,--,52535,56857,--,-4322,22147,17825,905,16920,--,--,16920,19451,--,36371,16949,--,-29,36468,--,-97,0.12
2013,01,1618,合機公司,600188,569689,30499,--,--,30499,29964,--,535,4335,4870,828,4042,--,--,4042,-19593,--,-15551,4042,--,0,-15551,--,0,0.02
2013,01,1626,F-艾美,2991812,2415209,576603,8473,10463,578593,490917,0,87676,193597,281273,18523,262750,--,--,262750,112774,--,375524,262750,--,0,375524,--,--,2.35
2013,01,1701,中化,1265278,904121,361157,--,--,361157,330260,--,30897,20947,51844,8347,43497,--,--,43497,24328,--,67825,43024,--,473,67352,--,473,0.14
2013,01,1702,南僑化工,2917694,1989829,927865,--,--,927865,693704,--,234161,-12219,221942,73613,148329,--,--,148329,174322,--,322651,148081,--,248,317497,--,5154,0.60
2013,01,1704,榮化,12855808,12025436,830372,--,--,830372,679793,--,150579,489182,639761,305178,334583,--,--,334583,351326,--,685909,539024,--,-204441,891047,--,-205138,0.63
2013,01,1707,葡萄王,1227953,153918,1074035,--,--,1074035,823700,--,250335,28642,278977,45525,233452,--,--,233452,-2110,--,231342,173171,--,60281,171061,--,60281,1.33
2013,01,1708,東鹼,996704,781911,214793,--,--,214793,123949,--,90844,97393,188237,30137,158100,--,--,158100,5630,--,163730,156536,--,1564,162166,--,1564,0.99
