公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 備供出售金融資產之淨損失（利益）,　　　　 利息收入,　　　　 各項保險負債淨變動,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收保費（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付保險賠款與給付增加（減少）,　　　　　 應付佣金增加（減少）,　　　　　 應付再保往來款項增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金減少,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 存入保證金增加,　　 存入保證金減少,　　 發放現金股利,　　 庫藏股票買回成本,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2832,2015年度,,              1203295,              1203295,,,                 29737,                  2381,                 -1863,                 87046,               -101594,                -70458,                241732,                -11625,               -709633,                              0,                   -138,               -534415,,,                -30367,                217336,                -29231,             -1349519,               -188010,                -16598,               -318061,                131584,             -1582866,,                  3957,                 -8314,                 32742,                 45198,                   -430,                  9076,                 82229,             -1500637,             -2035052,               -831757,                 70455,                157105,               -108913,               -713110,,               -139500,                 42174,                -21976,                 30654,                -36165,                 -4589,                              0,              2002638,               -534282,              1338954,,                  3227,                              0,               -327435,                -34923,               -359131,                266713,              2543153,              2809866,              2809866
2832,2014年度,,                780456,                780456,,,                 24693,                    525,                 -2169,                -65739,                -81928,                -59335,                227120,                    -99,                              0,                  3518,                   -641,                 45945,,,                 -2489,                -79569,                564047,               -207756,                -47110,                 14819,               -251736,               -560869,               -570663,,                 -2555,                 25546,                -31344,                  5537,                    746,                 10003,                  7933,               -562730,               -516785,                263671,                 58537,                100979,               -124693,                298494,,                -98000,                 18015,                -15606,                    333,                -13537,                 -4019,                -15248,                              0,                 61404,                -66658,,                              0,                 -1368,               -400199,                              0,               -401567,               -169731,              2712884,              2543153,              2543153
