公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 備供出售金融資產之淨損失（利益）,　　　　 利息收入,　　　　 各項保險負債淨變動,　　　　 處分投資性不動產損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收保費（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付保險賠款與給付增加（減少）,　　　　　 應付佣金增加（減少）,　　　　　 應付再保往來款項增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產及設備,　　 存出保證金增加,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 存入保證金增加,　　 存入保證金減少,　　 發放現金股利,　　 庫藏股票買回成本,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2832,2016年01月01日至2016年09月30日,,                479499,                479499,,,                 21609,                  2202,                  3032,                -27929,                -77311,                -55527,                 12004,                              0,                   -489,               -122409,,,                 24616,                  2165,                -32384,                 42381,                 53360,                 10475,                -45311,                  7529,                 62831,,                 12429,                -45541,                 80141,                -36090,                    192,                 -2897,                  8234,                 71065,                -51344,                428155,                 55644,                148123,               -120702,                511220,,                -30000,                 43237,                 -6797,                 -1671,                   -320,                 -3002,                              0,                 24229,                 25676,,                              0,                -50057,               -434641,                              0,               -484698,                 52198,              2809866,              2862064,              2862064
2832,2015年01月01日至2015年09月30日,,              1032495,              1032495,,,                 22719,                  1681,                  1828,                190590,               -101594,                -51788,                 70353,               -709633,                   -133,               -575977,,,                -31818,                152066,                -33937,             -1338109,               -298200,                 23694,               -137253,                132437,             -1531120,,                  4663,                -21252,                 51455,                 74815,                   -595,                  9910,                118996,             -1412124,             -1988101,               -955606,                 51849,                157105,               -107018,               -853670,,               -139500,                 33478,                -12959,                -22427,                 -4060,                              0,              2002638,               -534282,              1322888,,                  3213,                              0,               -327435,                -29383,               -353605,                115613,              2543153,              2658766,              2658766
