年,季,公司代號,公司名稱,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2013,03,1409,新纖,32678521,30946915,1731606,323453,1408153,--,1408153,1014685,2422838,1002342,--,405811,2017263,--,405575,0.58
2013,03,1718,中纖,25682787,22310718,3372069,474621,2897448,--,2897448,151568,3049016,1045950,--,1851498,1203273,--,1845743,0.93
2013,03,2514,龍邦國際,54308825,52675330,1633495,580083,1053412,--,1053412,-5559826,-4506414,443481,--,609931,-1804475,--,-2701939,0.85
2013,03,2905,三商,122308107,120586600,1721507,79114,1642393,--,1642393,-4748475,-3106082,486564,--,1155829,-1511052,--,-1595030,0.76
