公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 不動產及設備轉列費用數,　　　　 處分投資損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 取得投資性不動產,　　 附賣回票券及債券投資減少,　　 長期應收租賃款減少,　　 其他金融資產增加,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付商業本票增加,　　 發行金融債券,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 附買回票券及債券負債減少,　　 其他金融負債增加,　　 其他負債增加,　　 其他負債減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2890,2016年01月01日至2016年03月31日,,              3154348,              3154348,,,                176532,                 74676,                150122,              2931836,             -6984910,                -12286,                 14432,                 -6955,                 -3981,                  1072,                    355,               -137137,                -62047,             -3858291,,,             14766604,                267403,             24846788,             -8764932,             31115863,,              9513242,             -6537464,             -1616715,              2952533,                -83349,              4228247,             35344110,             31485819,             34640167,              7056589,                  8334,             -2853947,               -111893,             38739250,,           -530599521,            521581260,             -1823035,              2501605,             -5472929,                723837,                -65871,                  2158,               -138426,                  3259,                -69333,                   -299,                              0,                274605,             -1383035,                              0,              5195837,             -9269888,,                              0,             -2770236,              6312658,              2530000,                              0,             14129160,            -12394379,               -614547,                982605,                              0,             -2772935,              5402326,               -296907,             34574781,             81629688,            116204469,             20730602,             79814395,             15659472
2890,2015年01月01日至2015年03月31日,,              4338809,              4338809,,,                172936,                 69369,               -631378,              3237056,             -7648229,                 -8355,                -19599,                  2693,                 15162,                    277,                              0,               -171011,                -51041,             -5032120,,,              1969974,             -3790117,             -4489667,             -7146722,            -13456532,,              2572683,             -3196603,             -1888204,              4050959,               -109196,              1429639,            -12026893,            -17059013,            -12720204,              7482549,                  4724,             -3270004,               -176408,             -8679343,,           -504902678,            513737237,               -353282,                230000,             -7334500,              2239910,                -54544,                 42272,               -128473,                  4755,                -11736,                -40410,                 80000,                583078,             -1247575,             -1387164,                              0,              1456890,,              8173523,                              0,              4782315,                              0,             -5000000,             11720000,            -12017008,             -3919471,              2734080,              2074857,                              0,              8548296,                -96395,              1229448,            118627846,            119857294,             33837067,             65378426,             20641801
