公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 不動產及設備轉列費用數,　　　　 處分投資損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 因合併產生之現金流入,　　 取得投資性不動產,　　 附賣回票券及債券投資增加,　　 長期應收租賃款增加,　　 其他金融資產增加,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 發行金融債券,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 附買回票券及債券負債減少,　　 其他金融負債增加,　　 其他金融負債減少,　　 其他負債增加,　　 其他負債減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2890,2016年01月01日至2016年06月30日,,              5723823,              5723823,,,                358401,                153823,                317762,              5642788,            -13800659,               -105655,                 11231,                 -5378,                  7777,                  2045,                  3640,               -210672,                  7914,             -7616983,,,             11118823,              8030553,             34942616,             13799377,             67891369,,            -17911568,            -13123004,               -293155,             45352722,               -112740,             13912255,             81803624,             74186641,             79910464,             14394079,                 40311,             -5800142,               -375440,             88169272,,         -1012003930,            984812437,             -2545971,              3479857,             -6548495,              4064327,                -67677,                  4411,                 55003,                -11343,               -304731,                  7012,                -63567,             -1824065,                -14782,                              0,              1000955,             -2881494,              4499113,            -28342940,,                845162,              3974403,              2530000,             -5600000,             35154282,            -33593194,             -2433021,                              0,               -865079,                              0,             -2876936,             -2864383,               -377667,             56584282,             81629688,            138213970,             25647151,             87687420,             24879399
2890,2015年01月01日至2015年06月30日,,              7682681,              7682681,,,                347279,                139976,               -441877,              6532730,            -15221906,               -128275,                -14286,                  1871,                 24142,               -144484,                              0,               -323890,                -31042,             -9259762,,,             -5933044,             -2571684,             26138642,            -27072797,             -9438883,,              3789874,             -8625149,                669686,              6996411,               -134912,              2695910,             -6742973,            -16002735,             -8320054,             15374439,                 89237,             -6713779,             -1396710,               -966867,,           -998050798,          1012475550,               -997782,                230000,            -20819917,              2789356,               -449381,                318340,                  9177,                              0,               -284573,                355432,                -25388,                              0,                -40410,               -170529,                579379,             -4014497,                345940,             -7750101,,              4909437,              3391469,                              0,             -7200000,             24680000,            -27422590,             -6429736,                331032,                              0,                589995,                              0,             -7150393,               -188078,            -16055439,            118627846,            102572407,             29699627,             61431497,             11441283
