公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 處分承受擔保品損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 備供出售金融資產減資退回股款,　　 取得無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分承受擔保品,　　 取得投資性不動產,　　 附賣回票券及債券投資增加,　　 附賣回票券及債券投資減少,　　 長期應收租賃款增加,　　 長期應收租賃款減少,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 應付商業本票增加,　　 發行金融債券,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 附買回票券及債券負債增加,　　 其他金融負債增加,　　 其他負債增加,　　 其他負債減少,　　 發放現金股利,　　 現金增資,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2890,2015年度,,             12457006,             12457006,,,                696592,                285476,              1167176,             12750282,            -29989072,               -290214,                -19768,                 13669,                              0,                 58660,               -147061,               -392523,                 45163,                -63923,                 64407,                              0,                              0,            -15821136,,,            -11703595,            -25643722,             66296552,            -86206364,            -57257129,,             -8276379,              6053233,             -3735073,             32062436,               -178510,             25925707,            -31331422,            -47152558,            -34695552,             30761695,                293195,            -12929158,             -2268378,            -18838198,,         -2046104755,          2057784864,                 18923,             -6505869,              3642928,            -29620852,                              0,              6127464,               -523872,                422866,                165124,                -43774,               -741633,                367041,                -97170,                              0,                -40410,                              0,                 90007,                              0,              1143580,             -2922242,                              0,             -2468349,            -19306129,,             -4674036,              3827320,              2060000,             -7200000,             34453204,            -29772617,              2791063,              3077543,                683618,                              0,             -4735460,                              0,                510635,                635534,            -36998158,            118627846,             81629688,             28056696,             42451502,             11121490
2890,2014年度,,             14883600,             14883600,,,                697094,                259699,              5313596,             12840730,            -30981428,               -181298,                114258,                  8483,                102570,                106842,                -64458,               -517969,                 73362,               -199122,                262702,                -36071,                  6842,            -12194168,,,             -5041775,            -35114429,            -25243433,             14069314,            -51330323,,            -17982826,             10063509,                555756,             26876274,               -152806,             19359907,            -31970416,            -44164584,            -29280984,             30724126,                183526,            -12543969,             -1393719,            -12311020,,           -590428065,            442900506,                              0,             -1984585,                              0,         -1622867177,                 14553,          1791145052,                -15780,                364361,                 91997,               -483189,               -654218,                172641,               -225278,                117191,                 -1067,                -90007,                              0,                -93555,                              0,                              0,              2359049,             -5255671,             15066758,,             -1451238,              9576381,              7074819,             -3600000,             46210000,            -44145627,             21662477,              9173233,                              0,               -264641,             -2749591,              6600000,             48085813,                333115,             51174666,             67453180,            118627846,             45525205,             51969018,             21133623
