公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 不動產及設備轉列費用數,　　　　 處分投資損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損損失,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 因合併產生之現金流入,　　 取得投資性不動產,　　 附賣回票券及債券投資增加,　　 長期應收租賃款減少,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 應付商業本票減少,　　 發行金融債券,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 附買回票券及債券負債增加,　　 附買回票券及債券負債減少,　　 其他金融負債增加,　　 其他金融負債減少,　　 其他負債減少,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2890,2016年01月01日至2016年09月30日,,              8055962,              8055962,,,                540466,                241252,              1061292,              8294677,            -20677958,               -254534,                    745,                 -1229,                 22552,                    901,                    427,               -257036,                -56874,                              0,            -11085319,,,            -11256476,             13126273,             37007335,              5066786,             43943918,,            -21732375,            -15468309,              5225376,             58486539,               -130437,             26380794,             70324712,             59239393,             67295355,             21559244,                252861,             -8623625,               -832219,             79651616,,         -1539414793,          1499083146,             -7558092,              4633237,             -8688669,              9294573,               -113135,                 21336,                 64243,                -11020,               -478419,                 10971,                -91070,             -3559489,                -17208,                              0,              1299567,                              0,              1099924,                              0,              4476766,            -39948132,,              2996396,             15216759,                              0,              2530000,             -5600000,             51952953,            -52212127,              2151180,                              0,                              0,             -2007476,             -2112080,             -4392568,              8523037,                283284,             48509805,             81629688,            130139493,             23774495,             74882499,             31482499
2890,2015年01月01日至2015年09月30日,,             10426091,             10426091,,,                521415,                212017,                 60612,              9728687,            -22739842,               -230991,                -15051,                  6531,                 45255,               -148162,                              0,               -380017,                -84213,                  7860,            -13015899,,,             -5021786,            -15148652,             41349466,            -61094795,            -39915767,,             16298702,              4461157,              7776757,             24549944,               -151602,             52934958,             13019191,                  3292,             10429383,             22848524,                229204,             -9920889,             -1935500,             21650722,,         -1517136712,          1511127024,             -1492962,                230000,            -26379570,              4360312,               -500149,                233985,                187971,                -32027,               -465454,                364039,                -59404,                              0,                -40410,             -1450993,                730685,             -7241977,                              0,             -1729743,                              0,            -39295385,,              7349141,                              0,             -2574253,              1210000,             -7200000,             38600000,            -43396013,                              0,             -7534252,              4143084,                              0,               -113241,             -4735460,            -14250994,                255595,            -31640062,            118627846,             86987784,             29748086,             49490404,              7749294
