公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",8864426,8583514,280912,62691,0,0,0,218221,165367,52854,0.11,0.11
"1718","中纖",7786862,5991102,1795760,122881,0,0,0,1672879,1457452,215427,1.32,0.00
"2514","龍邦國際",20503072,20486288,16784,-19455,0,0,0,36239,13646,22593,0.03,0.03
"2847","大眾銀行",2974004,2574855,399149,35977,0,0,0,363172,363149,23,0.13,0.12
"2905","三商",19924426,19858040,66386,-26692,0,0,0,93078,69490,23588,0.14,0.00
