公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",1501991,1246332,255659,52437,203222,0,203222,0,0,203222,202767,455,0.18
"2856","元富證券",3775619,3391398,384221,71098,313123,0,313123,0,0,313123,313123,0,0.22
"6005","群益證",1899163,1319559,579604,184513,395091,0,395091,0,0,440633,424807,15826,0.25
"6012","金鼎證券",727894,726398,1496,15000,-13504,0,-13504,0,0,-13504,-12728,-776,-0.01
