公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益(稅後),非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2801","彰化銀行",3266159,2206553,343431,2919468,2209813,-409534,1800279,0,0,0,1800279,1800279,0,0.29,0.00
"2809","京城銀行",712431,196678,220350,390355,298404,-19059,279345,0,0,0,279345,279345,0,0.27,0.00
"2812","台中銀行",1085797,205663,247200,663726,380534,-112755,267779,0,0,0,267779,267779,0,0.20,0.20
"2836","高銀",416362,162367,30312,465577,82840,-8998,73842,0,0,0,73842,73842,0,0.14,0.00
"2838","聯邦銀行",1597662,63615,227446,1277630,156201,74073,230274,0,0,0,230274,307733,-77459,0.16,0.00
"2845","遠東商銀",1048956,858650,-25771,1135768,797609,-175924,621685,0,0,0,621685,621685,0,0.32,0.32
"2849","安泰銀行",705157,286768,-284551,660931,615545,89062,704607,0,0,0,704607,704607,0,0.42,0.40
