公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",22023082,19111593,2911489,759155,2152334,205198,621856,1735676,278039,1457637,0,0,0,1457637,924955,0,532682,0.28
"1102","亞泥",11337187,10172353,1164834,448607,716227,1638511,474081,1880657,135951,1744706,0,0,0,1744706,1614305,0,130401,0.54
"1103","嘉泥",920700,794562,126138,139778,-13640,96565,125329,-42404,41245,-83649,0,0,0,-83649,-93002,0,9353,-0.16
"1104","環球水泥",1360971,1314967,46004,148745,-102741,15874,20485,-107352,2151,-109503,0,0,0,-109503,-111315,0,1812,-0.18
"1108","幸福水泥",824510,762791,61719,77053,-15334,3724,30812,-42422,-10227,-32195,0,0,0,-32195,-33371,0,1176,-0.08
"1109","信大水泥",473825,403188,70637,58094,12543,28924,26080,15387,2435,12952,0,0,0,12952,9234,0,3718,0.02
"1110","東泥",341970,306231,35739,15919,19820,5864,3181,22503,4007,18496,0,0,0,18496,18483,0,13,0.03
"1201","味全公司",5322064,3385005,1937059,1718227,218832,45184,52104,211912,25648,186264,0,0,0,186264,190397,0,-4133,0.38
"1203","味王公司",1597196,1225551,371645,190092,181553,12738,56866,137425,17028,120397,0,0,0,120397,42342,0,78055,0.19
"1210","大成長城",17594808,16062064,1532744,1301547,231197,154787,65952,320032,52253,267779,0,0,0,267779,240699,0,27080,0.55
"1213","大飲",170133,145359,24774,17202,7572,973,1777,6768,2661,4107,0,0,0,4107,4107,0,0,0.08
"1215","卜蜂企業",3662117,3310464,351653,246398,105255,11481,5800,110936,22963,87973,0,0,0,87973,87666,0,307,0.38
"1216","統一",80545364,54806609,25738755,20694852,5043903,2184383,1040242,6188044,1191003,4997041,0,0,0,4997041,3090867,0,1906174,0.79
"1217","愛之味",1198450,757821,440629,426374,14255,50039,27504,36790,11507,25283,0,0,0,25283,23748,0,1535,0.05
"1218","泰山企業",2075379,1795797,279582,263776,16107,69887,25371,60623,93,60530,0,0,0,60530,59561,0,969,0.19
"1219","福壽實業",2147754,1976733,171021,136202,35802,12783,6724,41861,11996,29865,0,0,0,29865,30545,0,-680,0.11
"1220","台榮",647923,612370,35553,42870,-7317,8889,2717,-1145,-422,-723,0,0,0,-723,4116,0,-4839,0.02
"1225","福懋油",3018204,2844647,173557,115712,57715,12616,18372,51959,9369,42590,0,0,0,42590,38237,0,4353,0.24
"1227","佳格",4321699,2516786,1804913,981346,823567,14392,50075,787884,149081,638803,0,0,0,638803,627577,0,11226,1.96
"1229","聯華實業",1440645,1289247,151398,110848,40550,187905,27949,200506,15676,184830,0,0,0,184830,200189,0,-15359,0.25
"1231","聯華食品",1137677,806296,331381,251780,79601,15907,4051,91457,17924,73533,0,0,0,73533,74024,0,-491,0.64
"1232","大統益",3880426,3601114,279312,113067,166245,26659,6586,186318,31475,154843,0,0,0,154843,154234,0,609,0.96
"1233","天仁",493732,197662,296070,220637,75433,27877,960,102350,15432,86918,0,0,0,86918,86788,0,130,0.96
"1234","黑松",1209984,845574,364410,369871,-5461,129718,35555,88702,25728,62974,0,0,0,62974,62974,0,0,0.12
"1235","興泰",105128,93356,11772,11935,-163,3205,2182,860,414,446,0,0,0,446,557,0,-111,0.01
"1236","宏亞食品",622207,402300,219907,114009,105898,3142,795,108245,22264,85981,0,0,0,85981,85981,0,0,1.01
"1301","台塑",51033896,43837141,7196755,2209659,4987096,4608079,450718,9144457,952982,8191475,0,0,0,8191475,8191475,0,0,1.34
"1303","南亞塑膠",77914143,65203759,12710384,4138090,8573292,3573114,881204,11265202,2055634,9209568,0,0,0,9209568,9006485,0,203083,1.15
"1304","台聚",12917717,10958628,1959089,764952,1194137,80179,152855,1121461,252079,869382,0,0,0,869382,509737,0,359645,0.70
"1305","華夏",3038759,2683807,354952,238289,116663,14779,29767,101675,12577,89098,0,0,0,89098,79332,0,9766,0.19
"1307","三芳化工",2112484,1484206,628278,324798,303480,4984,7857,300607,-4947,305554,0,0,0,305554,305554,0,0,1.03
"1308","亞聚",1483878,1135200,348678,55151,293527,28480,17144,304863,58948,245915,0,0,0,245915,245915,0,0,0.94
"1309","台達化工",3787454,3491591,295863,149270,146593,18831,31595,133829,11154,122675,0,0,0,122675,122675,0,0,0.44
"1310","台苯",4570823,4419734,151089,185669,-34580,157593,115887,7126,-1677,8803,0,0,0,8803,-5530,0,14333,-0.01
"1312","國喬石化",7973751,7133500,840251,347764,492487,24319,58588,458218,28727,429491,0,0,0,429491,390908,0,38583,0.43
"1313","聯成",7993520,6790289,1203231,279859,923372,125640,28969,1020043,183611,836432,0,0,0,836432,836614,0,-182,0.88
"1314","中石化",9602294,8181968,1420326,245905,1174386,25655,262872,937169,198936,738233,0,0,0,738233,738233,0,0,0.41
"1315","達新工業",632817,514532,118285,146173,-27888,136235,99218,9129,-1278,10407,0,0,0,10407,12165,0,-1758,0.06
"1316","上曜",160948,158424,2524,24545,-22021,8448,837,-14410,-77,-14333,0,0,0,-14333,-9871,0,-4462,-0.15
"1319","東陽",5926589,4429426,1497163,761090,736915,90979,107064,720830,104210,616620,0,0,0,616620,462285,0,154335,1.03
"1321","大洋",1456749,1364743,92006,98098,-6092,8222,1876,254,5793,-5539,0,0,0,-5539,-5539,0,0,-0.03
"1323","永裕",583155,428918,154237,85862,68375,2146,9347,61174,10222,50952,0,0,0,50952,45308,0,5644,0.58
"1324","地球工業",333975,262156,71819,47145,24674,1064,3133,22605,5420,17185,0,0,0,17185,17185,0,0,0.23
