年季,公司代號,公司名稱,現金及約當現金,應收款項,當期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總額,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,待註銷股本股數（單位：股）,負債及權益總計,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2015/04,2816,旺旺保險,2131322,767890,14070,--,5870859,3974927,834018,101242,3078,773076,--,14470482,--,1175467,--,--,--,--,--,--,--,--,9408753,44087,--,208763,64400,45832,--,10947302,2129600,0,1364016,323,--,3493939,--,--,29241,3523180,0,0,14470482,0,16.41
2015/04,2823,中壽,52426711,11220392,1975975,--,1041105883,340209,6988198,98836,4251116,19252055,64962278,1202621653,--,8055698,--,--,3984347,--,--,--,--,0,1025712952,0,7695824,277491,8082606,1266589,64962278,1120037785,33401467,2289273,34763780,12129348,--,--,--,--,--,82583868,0,0,1202621653,0,24.72
2015/04,2832,台產,2809866,714794,--,--,10501315,1941401,365227,5702,17535,741883,--,17097723,--,835166,59535,--,--,--,--,--,--,--,7955650,--,--,64446,279648,187482,--,9381927,3622004,98962,4241806,-246976,--,--,--,--,--,7715796,0,--,17097723,0,21.3
2015/04,2850,新產,7456200,1967644,--,--,12248397,4650721,1049842,44294,218231,767261,--,28402590,--,1804615,131381,--,26153,--,--,--,--,--,17174273,--,--,604115,67678,223062,--,20031277,3159633,63663,4295181,883235,-30399,--,--,--,--,8371313,1306000,0,28402590,0,26.6
2015/04,2851,中再保,16461567,248065,69977,--,11698239,3455783,213444,3786,28124,1086086,--,33265071,--,425192,68011,--,31549,--,--,--,--,--,23279625,--,--,8015,76186,27012,--,23915590,5622750,300000,3459020,-32289,--,--,--,--,--,9349481,0,0,33265071,0,16.63
2015/04,2852,第一保,946805,694540,--,--,8853961,2352616,631433,4870,49260,534844,--,14068329,--,721202,3047,--,--,--,--,--,--,--,8109539,--,--,203641,92934,32455,--,9162818,3011638,0,1940381,-46508,--,--,--,--,--,4905511,0,--,14068329,0,16.29
2015/04,2867,三商美邦,76342950,7525622,1179540,--,710928997,186009,8211824,40062,1792135,5776816,48506434,860490389,--,4474510,--,--,7898235,--,--,5000000,2000000,--,758417995,0,1598387,1859969,2644403,1014484,48506434,833414417,15877023,2035840,12092814,-2929705,--,--,--,--,--,27075972,0,--,860490389,0,17.05
