年,季,公司代號,公司名稱,現金及約當現金,應收款項,當期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總額,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,待註銷股本股數（單位：股）,負債及權益總計,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2016,03,2816,旺旺保險,2090235,769489,9212,--,6123791,4509878,846356,110167,1579,844884,--,15305591,--,982196,--,--,--,--,--,--,--,--,10380498,44087,--,205258,63920,39202,--,11715161,2129600,0,1489284,-52989,--,3565895,--,--,24535,3590430,0,0,15305591,0,                 16.74
2016,03,2823,中壽,54926985,11766400,1235429,--,1134913408,298661,7624821,145554,608053,19384462,65486494,1296390267,--,8910701,1125508,--,438238,--,--,--,--,--,1113848471,--,4596062,134711,3611827,1892918,65486494,1200044930,34737600,2289273,40492984,18825480,--,--,--,--,--,96345337,0,0,1296390267,0,                 27.74
2016,03,2832,台產,2862064,720205,--,--,10388022,2159575,372024,3820,21226,736025,--,17262961,--,846105,35580,--,--,--,--,--,--,--,8198771,--,--,64638,277359,158757,--,9581210,3622004,98962,4195897,-235112,0,--,--,--,--,7681751,0,--,17262961,0,                 21.21
2016,03,2850,新產,6908241,1248484,38398,--,13253045,7694234,1035580,48406,181288,814527,0,31222203,--,1803486,0,--,0,--,--,--,--,--,20558260,--,--,223219,43222,107950,--,22736137,3159633,64144,4753727,525410,-16848,--,--,--,--,8486066,725000,--,31222203,0,                 26.92
2016,03,2851,中再保,12360554,257946,69977,--,16096311,3762317,209221,2807,58467,1088720,--,33906320,--,488654,51259,--,5112,--,--,--,--,--,23774648,--,--,7255,55716,55041,--,24437685,5622750,300000,3692249,-146364,--,--,--,--,--,9468635,0,--,33906320,0,                 16.84
2016,03,2852,第一保,1111966,571468,--,--,9134897,2610845,624265,7851,47706,540757,--,14649755,--,603131,30429,--,--,--,--,--,--,--,8372119,--,--,196627,92934,72650,--,9367890,3011638,0,2286300,-16073,--,--,--,--,--,5281865,0,--,14649755,0,                 17.54
2016,03,2867,三商美邦,46140728,9717767,424371,--,798327755,131703,8784181,33016,1157825,5875305,44835725,915428376,--,4271074,87553,--,50686,--,--,5000000,2000000,--,821098297,--,873397,1871918,1438490,1090594,44835725,882617734,16670874,1252131,16232738,-1345101,--,--,--,--,--,32810642,0,--,915428376,0,                 19.68
