公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付款項增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 取得投資性不動產,　　 其他金融資產減少,　　 其他資產增加,　　 預付設備款增加,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 償還特別股負債,　　 存入保證金增加,　　 發放現金股利,　　 現金增資,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 其他符合國際會計準則第七號現金及約當現金定義之項目
2905,2015年度,,              4217333,                              0,              4217333,,,                844297,                109073,                246893,              8869339,                469490,            -22606523,                -14377,             70308576,                604695,                  4941,                 84540,                 14889,                              0,                              0,                              0,             -9220960,             -5928277,             43786596,,,             -9854460,                140880,               -410073,                -25909,                880209,                 31638,                 77959,             -9159756,,             -7868185,                              0,                              0,                              0,              1661783,             -6206402,            -15366158,             28420438,             32637771,             15286970,              2016656,               -609271,               -218873,             49113253,,           -136159537,            161644510,           -113388156,             10072693,             70580119,            -28156011,               -257971,                 30130,             -1575000,             -1428950,                 16555,               -988485,                -84714,               -203868,              6900000,               -443990,                -15685,             -4957971,            -38416331,,                858747,                566000,                              0,             40399898,            -40883000,                              0,                 15965,               -760337,              1101269,                  4220,              1302762,                 -8986,             11990698,             66340988,             78331686,             78331686,                              0,                              0,                              0
2905,2014年度,,              2661242,                              0,              2661242,,,                973257,                 92163,                 59967,             11353069,                401351,            -19406225,                -15033,             74883682,                291298,                 18967,                 26948,                 25152,                -40117,                              0,                 77019,            -15268704,             -6313193,             47159601,,,             -4897158,              1902282,                163035,               -123085,                  4903,                 48818,               -319280,             -3220485,,              6399948,               -381890,                              0,                              0,              4758266,             10776324,              7555839,             54715440,             57376682,             13830021,              1877830,               -371909,               -530015,             72182609,,           -168939955,            160409062,           -108047291,              8178424,             42734949,                              0,               -198000,                 78785,                -65000,             -2223953,                  4816,               -241845,                -72711,             -4080818,              2500000,                -82486,                 -9143,             -6865010,            -76920176,,                 69253,                 50000,              5000000,             56121400,            -55190000,             -1007006,                 87417,               -541602,                733089,                -87689,              5234862,                 17262,                514557,             65826431,             66340988,             66340988,                              0,                              0,                              0
