公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付款項增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 備供出售金融資產減資退回股款,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 取得投資性不動產,　　 其他金融資產減少,　　 其他資產增加,　　 預付設備款增加,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 其他非流動負債增加,　　 發放現金股利,　　 員工執行認股權,　　 庫藏股票買回成本,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 其他符合國際會計準則第七號現金及約當現金定義之項目
2905,2016年01月01日至2016年09月30日,,              4757984,                              0,              4757984,,,                699904,                104425,                  8789,            -13293160,                325756,            -19195182,             -1564883,             71823550,               -724990,                    724,               -170208,                  5494,                  1103,                              0,                              0,                              0,             27445466,             -4081409,             61385379,,,             -2558163,             -1765574,               -191265,                -62313,                 68975,                 33625,                              0,               -309900,             -4784615,,               -448890,                              0,                              0,                              0,             -9098983,             -9547873,            -14332488,             47052891,             51810875,             13212493,              1700998,               -124653,                112657,             66712370,,                -58995,                              0,           -132553174,            149921176,                  2796,           -140330358,              5715270,             54957802,            -31951606,                              0,                -50000,                 44207,                -30000,                              0,                -20075,             -1010593,                  1276,                              0,                 66831,                -22317,                              0,                              0,                              0,                -51192,             -2161753,            -97530705,,                105686,                 19000,             27733000,            -27513000,                  1859,                              0,               -385191,                              0,                              0,                340136,                301490,                 -9043,            -30525888,             78331686,             47805798,             47805798,                              0,                              0,                              0
2905,2015年01月01日至2015年09月30日,,              5144352,                              0,              5144352,,,                624970,                 85473,                 36049,              8635325,                357329,            -16734949,             -1961999,             49339347,                753693,                  3159,                -17927,                 16926,                              0,                              0,                              0,                              0,            -12096530,             -2945480,             26095386,,,             -6481464,             -1050566,               -411139,                -47647,                892556,                 53286,                              0,                 44973,             -7000001,,             -8003087,                              0,                              0,                              0,              1934672,             -6068415,            -13068416,             13026970,             18171322,             11226612,              1980904,               -358585,                -88832,             30931421,,                              0,                              0,            -97314955,            118357957,                              0,            -95379627,              9324380,             49876624,            -25924210,                              0,               -230000,                  4976,             -1575000,                              0,                              0,             -1158146,                  7625,               -924702,                              0,                -74075,               -203868,              5400000,               -386886,                -12799,             -4560769,            -44773475,,              1041713,                400000,             27971898,            -29301000,                  6719,                              0,               -760729,                              0,                              0,                -33954,               -675353,                  8601,            -14508806,             66340988,             51832182,             51832182,                              0,                              0,                              0
