公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得採用權益法之投資,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 長期應收租賃款增加,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 其他應付款－關係人增加,　　 其他應付款－關係人減少,　　 發放現金股利,　　 現金增資,　　 庫藏股票處分,　　 取得子公司股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
1464,2016年01月01日至2016年06月30日,,                141074,                141074,,,                168328,                  5768,                   -716,                  4376,                 21800,                 -7697,                  3956,                  6596,                 22623,                 -2114,                  5082,                 27405,                  1702,                257109,,,                -12985,                183797,                 -6994,                -26153,                -14793,                 17918,                140790,,                  5215,               -143787,               -120389,                   -196,                -21055,                -49007,                   -341,               -329560,               -188770,                 68339,                209413,                  7306,                -20531,                -99964,                 96224,,                -27079,                190301,               -160843,                  7011,               -178691,                  4316,                 -4690,                 10838,                              0,               -167853,               -168331,                130181,               -171776,                  1829,               -534787,,              4554717,             -4526953,                674688,               -709772,                              0,                              0,                -79850,                  1569,                   -370,                194617,               -317390,                -26922,                837900,                  5804,                 32295,                     -9,                640324,                -56776,                144985,                532494,                677479,                677479
1464,2015年01月01日至2015年06月30日,,                252783,                252783,,,                127677,                  2292,                  1127,                 -1676,                 20761,                 -2650,                              0,                              0,                  2910,                -27337,                 16268,                  2917,                 -2230,                140059,,,                -83724,                127684,                 29367,               -115174,                 -8053,                -21990,                -71890,,                 10280,                -60096,               -176241,                -53281,                 18984,                 -2377,               -164066,               -426797,               -498687,               -358628,               -105845,                  2664,                -20843,                -11929,               -135953,,                -19399,                 27380,                              0,                146944,                -90670,                 23031,                 -1862,                              0,                -19694,                              0,                -40241,                              0,               -348166,                  1360,               -321317,,              4419537,             -4929791,                614825,               -704843,                445000,                 39000,                -24050,                    400,                   -410,                238463,               -155630,                -13692,                              0,                 83456,                              0,                              0,                 12265,                -24519,               -469524,                902261,                432737,                432737
