公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 保證責任準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 處分承受擔保品,　　 購買承受擔保品,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票增加,　　 應付商業本票減少,　　 發行金融債券,　　 償還金融債券,　　 其他借款增加,　　 其他借款減少,　　 存入保證金增加,　　 存入保證金減少,　　 其他負債增加,　　 發放現金股利,　　 現金增資,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 其他符合國際會計準則第七號現金及約當現金定義之項目
5880,2015年度,,             15611620,             15611620,,,              1035803,                271028,              2481579,               -182950,             21340692,            -53415061,               -533262,             -4936524,               -256587,                330750,                -13432,                  4090,                -15423,               -904776,                  7857,                 -2127,               -453249,            -35241592,,,             70094536,             39984832,            -22674340,                712288,           -122168566,                   -792,            -23398183,             15785698,              2560799,            -39103728,,             21775118,            -18825741,              4751002,             -6076103,            106334341,                 60538,             -1956423,                142546,            106205278,             67101550,             31859958,             47471578,             53996151,                562741,            -21953438,               -681061,             79395971,,             -1087331,                              0,             -1036553,                743078,               -188224,                  2127,               -100694,                              0,                 28208,                -14516,                  7193,             -1646712,,            114630000,           -111251000,             12516000,            -22500000,              6676897,             -6775849,                636133,                -11412,                 49540,             -5272490,             21870000,                              0,             10567819,                851189,             89168267,            341517226,            430685493,             43753654,            385289088,              1346831,                295920
5880,2014年度,,             12065408,             12065408,,,              1034870,                275770,              6194477,             -1621802,             23156579,            -52927408,               -504774,             -6828543,                231977,                              0,                -15018,             -2673545,                -10243,               -755635,                 21380,                   -144,               -929621,            -35351680,,,            -56287178,             12461204,             -9985105,              1086575,             38912561,                -12868,            -11200751,            -18477386,             -3315683,            -46818631,,            -62720414,            -13262075,             -4051011,              6101855,             57927860,                -51163,             -9862926,                -24802,            -25942676,            -72761307,           -108112987,            -96047579,             52494017,                516151,            -23305164,             -1583633,            -67926208,,             -3334729,              3346763,               -294539,                150442,               -188907,                    144,                -27623,                 -2286,                 35665,                -14838,                              0,               -329908,,            107324000,           -102264000,             10000000,            -15770000,              6969597,             -6195975,                 17875,               -281902,                  1956,             -4307133,                              0,               -151704,             -4657286,               -177058,            -73090460,            414607686,            341517226,             45149610,            294044871,              2322745,                              0
