公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 保證責任準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 購買承受擔保品,　　 取得投資性不動產,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票減少,　　 發行金融債券,　　 償還金融債券,　　 其他借款增加,　　 其他借款減少,　　 存入保證金增加,　　 存入保證金減少,　　 其他負債增加,　　 其他負債減少,　　 現金增資,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 其他符合國際會計準則第七號現金及約當現金定義之項目
5880,2016年01月01日至2016年03月31日,,              3777480,              3777480,,,                251890,                 52010,              1931569,                624245,              5060248,            -13373086,                 -2169,               -654276,                 12379,                              0,                 -2332,                    729,               -430161,                              0,                 -6516,                568894,             -5966576,,,            -18784361,             -3102786,             -6131145,                256957,             13926245,                  1061,             -6340096,                244421,                271117,            -19658587,,              5648745,             -4603055,             -3439139,              1128080,             51269685,             -2239080,               -625983,                 39982,             47179235,             27520648,             21554072,             25331552,             14191732,                  2906,             -4253584,               -256208,             35016398,,                -83827,                    221,               -215040,                100243,                -41062,                              0,                   -819,                -16815,                              0,               -257099,,                -68000,                              0,                              0,                752412,               -655523,                272769,                -23537,                              0,                -46109,                              0,                232012,               -214001,             34777310,            430685493,            465462803,             49272692,            414579776,              1320760,                289575
5880,2015年01月01日至2015年03月31日,,              3327167,              3327167,,,                256072,                 71358,                799544,              1007050,              5477784,            -13250986,                 -4200,               -732776,                -75351,                330750,                 -3013,                  1543,               -327893,                  1892,                              0,                218674,             -6229552,,,            -17876156,             -4934657,             -5891681,             -1823451,              3719157,                 10096,             -5750944,              9254177,              2372514,            -20920945,,             43110576,             -5242676,             -4427202,             -9293872,             -3192012,                -23984,              1478106,                 54952,             22463888,              1542943,             -4686609,             -1359442,             13596199,                  4904,             -5020569,               -254232,              6966860,,               -269925,                              0,               -381378,                142855,                -12436,                -36750,                              0,                 -5754,                  2417,               -560971,,                -80000,             12516000,             -4000000,              3479669,             -2945000,                 38894,                 -1405,                 12476,                              0,             21870000,             30890634,                934010,             38230533,            341517226,            379747759,             44878583,            331564914,              3022652,                281610
