公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 保證責任準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 處分承受擔保品,　　 購買承受擔保品,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票減少,　　 發行金融債券,　　 償還金融債券,　　 其他借款增加,　　 其他借款減少,　　 存入保證金增加,　　 存入保證金減少,　　 其他負債增加,　　 其他負債減少,　　 現金增資,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 其他符合國際會計準則第七號現金及約當現金定義之項目
5880,2016年01月01日至2016年06月30日,,              7940364,              7940364,,,                501397,                101450,              2999754,                673391,              9913351,            -26433395,               -251084,             -1596976,                  2953,                              0,                 -2986,                    830,               -104256,               -880845,                              0,                 -6450,                              0,                620748,            -14462118,,,             54628829,             -5210520,             -8112701,             -4530602,             23658442,                -60553,           -421887920,               -575752,                685116,           -361405661,,              2143116,             -8173494,             -9611972,               -653448,             75032803,             -2284170,               -685475,                139030,             55906390,           -305499271,           -319961389,           -312021025,             27319593,                242151,            -10267842,             -1790916,           -296518039,,               -120906,                    378,               -202673,                601665,                -63664,                              0,                              0,                 -1181,                337611,                -18009,                  1520,                534741,,             -3076000,                              0,                              0,              1350627,               -777107,                 21323,                -69208,                              0,                -39107,                              0,                -34820,             -2624292,               -140175,           -298747765,            430685493,            131937728,             42630665,             87554963,              1461400,                290700
5880,2015年01月01日至2015年06月30日,,              7275581,              7275581,,,                512583,                143255,              1269399,                932127,             10853156,            -26448779,               -256424,             -1325738,                -91803,                330750,                 -7345,                  3199,                -15422,               -604211,                  1871,                              0,                 -2127,                486052,            -14219457,,,             71179408,              2810984,            -11426238,              4653727,            -35224265,                  7905,            -13681242,             19833494,              2957763,             41111536,,             32977884,             -8850778,             -3058222,            -16665842,             19465822,               -137979,             -2605795,                457719,             21582809,             62694345,             48474888,             55750469,             26773289,                247612,            -11622710,                 19388,             71168048,,               -380839,                              0,               -849430,                378921,                -66419,                  2127,                -36896,                              0,                 28209,                -15909,                  2416,               -937820,,             -1888000,             12516000,            -22500000,              5502732,             -5375000,                 76408,                 -2063,                 70329,                              0,             21870000,                              0,             10270406,              1234268,             81734902,            341517226,            423252128,             41964221,            378551938,              2457734,                278235
