公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",21747787,20849139,898648,249386,0,0,0,649262,508174,141088,0.29,0.29
"1718","中纖",14979581,13535099,1444482,276531,0,0,0,1167951,249454,918497,0.22,0.00
"2514","龍邦國際",50856850,50304479,552371,101183,0,0,0,451188,151405,299783,0.30,0.30
"2905","三商",68420672,67814335,606337,-137181,0,0,0,743518,429002,314516,0.75,0.75
