公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",2536036,1888170,647866,58704,589162,0,589162,0,0,589162,587136,2026,0.44
"2856","元富證券",5894169,5417787,476382,61158,415224,0,415224,0,0,415224,415224,0,0.28
"6005","群益證",3711278,3016104,695174,153828,541346,0,541346,0,0,541346,498101,43245,0.21
