公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分待出售非流動資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分待出售非流動資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 其他應收款減少,　　 其他金融資產增加,　　 其他非流動資產減少,　　 收取之股利,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 發放現金股利,　　 庫藏股票買回成本,　　 取得子公司股權,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
8163,2016年01月01日至2016年09月30日,,                375830,                375830,,,                443739,                 71630,                     64,                  3362,                 24564,                -39082,                 -3601,                -38485,                              0,                              0,                     -6,                 27778,                              0,                -36625,                453338,,,                              0,               -679576,                  4305,                345871,                    -92,                256386,                268898,                118799,                314591,,                173167,                   -629,                 78799,                   -428,                -22215,                 58115,                  2674,                289483,                604074,              1057412,              1433242,                 41533,                -25199,               -162507,              1287069,,                 -8377,                  1640,                              0,               -326588,                 48328,                    875,                247425,               -893342,                117578,                  3601,                   -312,               -809172,,                -99794,              1421848,             -1408960,               -595804,                              0,                 -6850,               -689560,               -199251,               -410914,              1345757,                934843,                934843
8163,2015年01月01日至2015年09月30日,,                722358,                722358,,,                586303,                 76316,                    296,                              0,                 33265,                -20831,                              0,                 -6965,                  3088,               -466461,                              0,                              0,                265551,                 32805,                503367,,,                 10660,                803203,                 11246,               -621315,                              0,                596912,                367149,                              0,              1167855,,             -1550257,                -28162,                106943,                 -2004,                  2796,                -37853,                  2927,             -1505610,               -337755,                165612,                887970,                  7788,                -34392,                -42062,                819304,,                 -7623,                              0,                608451,               -286734,                 50932,                    524,                              0,               -618065,               -376217,                              0,                  2446,               -626286,,                444607,                224325,               -239224,                -95671,               -271242,                   -850,                 61945,                 83716,                338679,                808617,              1147296,              1147296
