公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 金融資產減損損失,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 備供出售金融資產減資退回股款,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 處分無形資產,　　 其他金融資產增加,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券減少,　　 發行公司債,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 發放現金股利,　　 員工執行認股權,　　 庫藏股票買回成本,　　 處分子公司股權（未喪失控制力）,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2311,2016年01月01日至2016年09月30日,,             18372001,             18372001,,,             21694771,                343868,              1492157,              1746585,               -171615,                -20625,                353676,             -1101234,                  1886,                -27664,              1199970,               -839947,             24671828,,,              2708652,             -7049447,               -189591,              1077286,               -179052,             -3632152,,             -2044739,              3717681,               -172266,             -2172833,                239510,                 38013,               -394634,             -4026786,             20645042,             39017043,                164867,              4037857,             -1668975,             -4838659,             36712133,,            -52981180,             54592483,             -1192678,                867336,                 28927,            -15816463,                -73437,            -20391111,                129261,               -373928,                  5482,             -1754676,               -177245,            -37137229,,               -384911,             -2348712,              9000000,            -10365135,             48963098,            -42202720,            -12243766,                792233,                              0,                              0,             -3062199,                 12342,            -11839770,             -5324895,            -17589761,             55251181,             37661420,             37661420
2311,2015年01月01日至2015年09月30日,,             18716616,             18716616,,,             21750748,                421472,             -3196273,              1698197,               -192162,                -74374,                 35919,                 21268,                 23299,                              0,                154815,              2289394,             22932303,,,              3025524,               -257928,                 60383,             -8570434,                150732,             -5591723,,             -1148709,              4288374,             -1959645,              1754391,                314503,                190377,              3439291,             -2152432,             20779871,             39496487,                182419,                 74374,             -1713548,             -3735975,             34303757,,            -81789096,             84672199,               -469291,              1972254,                 30545,            -35673097,                              0,            -24695271,                213284,               -393507,                              0,             -1265725,               -294186,            -57691891,,              4148082,                              0,              6136425,                              0,             29382813,            -16649534,            -15297474,                854609,             -5333406,              8910346,                 36517,                 -1035,             12187343,              1916095,             -9284696,             51694410,             42409714,             42409714
